Year,CONUS
1900,15.74
1901,23.81
1902,16.89
1903,10.81
1904,10.73
1905,12.88
1906,12.13
1907,13.82
1908,13.64
1909,16.55
1910,17.41
1911,25.46
1912,15.58
1913,25.95
1914,23.04
1915,11.79
1916,19.14
1917,17.94
1918,22.26
1919,16.62
1920,11.5
1921,20.97
1922,19.68
1923,12.83
1924,18.75
1925,27.45
1926,19.37
1927,15.68
1928,14.55
1929,16.92
1930,26.78
1931,28.99
1932,19.89
1933,26.63
1934,33.37
1935,19.37
1936,36.65
1937,23.47
1938,20.68
1939,24.49
1940,18.95
1941,19.04
1942,15.2
1943,22.57
1944,20.13
1945,15.49
1946,15.06
1947,21.19
1948,18.14
1949,13.63
1950,9.61
1951,18.4
1952,26.07
1953,26.32
1954,31.34
1955,20.82
1956,22.78
1957,15.51
1958,14.24
1959,14.89
1960,17.43
1961,11.68
1962,15.58
1963,17.97
1964,17.52
1965,10.97
1966,14.71
1967,10.26
1968,11.97
1969,16.06
1970,17.25
1971,13.16
1972,12.09
1973,11.67
1974,13.77
1975,10.16
1976,11.79
1977,19.32
1978,18.74
1979,11.01
1980,27.32
1981,14.91
1982,10.88
1983,21.35
1984,14.23
1985,14.48
1986,13.74
1987,14.55
1988,23.1
1989,11.54
1990,17.93
1991,12.93
1992,6.98
1993,12.98
1994,11.77
1995,15.45
1996,12.15
1997,11.3
1998,20.6
1999,15.44
2000,21.34
2001,15.24
2002,17.16
2003,14.92
2004,8.81
2005,16.08
2006,19.43
2007,15.41
2008,12.85
2009,12.54
2010,17.86
2011,24.49
2012,23.42
2013,13.18
2014,11.32
2015,14.41
2016,14.99
2017,12.64
2018,15.38
2019,14.65
2020,15.31
2021,15.0
2022,22.41
2023,18.62
2024,19.82
