Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,41.79,33.69,9.97,76.65,150.0,103.5,35.01,35.47,29.83
1931,53.13,38.53,9.87,93.71,150.11,104.55,41.19,47.76,42.17
1932,41.34,30.89,5.28,81.53,157.19,102.74,38.11,34.49,30.04
1933,49.32,37.37,7.1,93.58,164.3,112.21,42.45,44.64,32.4
1934,46.3,36.52,8.01,91.61,156.56,115.48,47.71,38.4,39.72
1935,44.86,32.01,6.76,78.37,157.89,104.34,40.41,43.68,40.65
1936,45.79,48.54,8.85,93.85,161.73,114.69,46.66,42.13,49.06
1937,50.85,38.91,8.27,84.17,153.42,108.16,43.64,48.49,43.38
1938,48.61,33.55,9.49,89.87,161.79,111.72,40.05,40.15,41.99
1939,50.49,33.27,8.81,93.19,161.6,119.63,37.96,42.46,44.15
1940,39.44,33.81,10.21,72.66,136.29,96.12,41.9,37.69,38.53
1941,46.01,34.99,11.45,94.49,166.57,118.03,35.99,44.27,33.87
1942,49.35,24.37,9.37,91.52,151.58,118.77,36.28,36.02,36.16
1943,49.72,28.97,4.77,86.09,150.97,110.89,45.23,42.6,33.82
1944,49.72,24.42,5.09,93.07,160.59,111.69,36.33,39.19,31.94
1945,48.1,22.23,6.95,73.06,155.88,117.95,36.95,29.05,43.69
1946,36.18,25.95,6.62,66.66,156.31,103.47,42.82,30.95,40.3
1947,57.25,30.06,5.58,83.89,155.56,116.63,38.71,45.99,40.65
1948,43.15,26.33,5.18,74.96,160.6,104.48,37.53,35.45,36.01
1949,55.95,27.12,5.64,87.38,163.26,114.24,39.8,46.74,41.53
1950,36.77,14.27,6.19,69.57,158.91,108.73,33.24,21.49,44.97
1951,39.99,18.83,6.24,72.98,155.81,102.39,40.32,23.48,42.45
1952,46.24,25.9,7.27,77.16,140.28,101.27,42.88,37.74,42.99
1953,42.92,28.38,5.52,77.73,152.88,105.43,42.66,39.14,36.42
1954,40.24,31.74,4.98,92.09,157.69,106.51,49.88,36.56,39.54
1955,55.21,34.8,6.74,82.26,160.72,109.36,42.42,51.88,38.78
1956,39.33,26.31,7.27,82.06,150.47,107.08,39.22,32.96,39.21
1957,42.92,28.98,4.55,83.36,160.45,116.1,42.12,36.46,39.96
1958,39.63,22.41,13.44,75.6,149.57,102.61,47.23,25.58,50.65
1959,63.98,30.23,6.59,94.55,165.22,119.17,45.11,50.1,46.15
1960,37.3,27.47,7.96,80.08,152.37,108.35,42.69,32.71,46.84
1961,53.61,28.34,13.04,78.2,145.58,104.26,41.77,37.7,46.66
1962,33.65,21.16,4.68,85.91,154.72,106.2,37.78,30.36,38.06
1963,33.37,34.89,7.27,70.81,153.24,88.45,47.15,36.53,39.65
1964,38.61,28.78,4.78,79.46,153.24,101.45,43.83,37.82,40.2
1965,39.69,22.12,8.12,83.29,159.54,106.44,34.45,25.09,36.07
1966,36.22,30.89,5.52,66.28,144.11,93.43,45.09,35.38,43.36
1967,42.3,17.31,10.35,64.73,143.14,80.58,37.68,25.66,47.88
1968,39.04,21.06,7.81,74.45,140.88,93.9,34.88,35.92,42.17
1969,49.59,26.43,6.58,78.54,145.14,101.44,45.06,33.16,45.48
1970,47.05,31.09,9.33,89.19,153.52,110.07,44.19,44.22,41.25
1971,46.15,25.2,9.69,82.07,155.16,114.14,40.33,33.35,44.76
1972,40.85,23.24,6.75,75.35,152.73,90.73,39.19,30.11,45.51
1973,55.91,26.0,8.53,90.59,158.38,112.92,36.74,41.98,43.51
1974,35.83,22.72,7.82,71.06,148.3,99.75,42.49,28.32,46.33
1975,50.49,27.71,7.87,84.82,158.63,112.84,34.3,39.56,40.36
1976,40.62,28.31,6.03,58.87,129.28,88.42,37.15,30.06,43.28
1977,47.15,26.68,10.72,91.57,159.01,115.36,48.93,32.78,45.52
1978,42.72,26.16,6.61,82.05,149.48,101.08,41.96,38.52,47.35
1979,46.1,24.05,7.48,74.3,145.25,97.4,37.68,30.25,43.71
1980,47.53,27.41,4.22,83.53,148.33,103.48,43.68,35.37,40.48
1981,45.86,25.21,7.05,78.0,144.02,95.08,47.54,33.74,49.2
1982,31.03,25.39,7.31,71.69,159.54,102.31,42.34,28.92,42.83
1983,46.63,39.66,8.3,79.78,138.28,92.64,46.17,50.2,47.89
1984,46.6,31.35,7.82,75.41,150.36,99.95,44.98,35.16,53.76
1985,38.29,22.27,8.03,74.36,162.73,106.54,41.09,26.42,44.59
1986,45.22,24.18,9.71,88.41,161.26,115.21,40.26,30.4,41.2
1987,49.48,29.23,7.91,86.87,145.31,108.79,35.35,45.3,44.4
1988,49.06,40.26,7.95,71.17,134.28,87.82,43.45,43.19,50.11
1989,48.34,30.84,7.71,78.32,148.48,111.27,38.98,34.56,44.52
1990,50.74,29.69,12.97,81.61,154.08,105.99,42.62,37.27,48.86
1991,51.42,35.48,9.9,101.28,171.78,119.17,38.16,50.78,47.0
1992,34.96,12.11,12.43,63.64,139.2,95.96,32.55,17.99,52.65
1993,45.49,17.91,3.93,78.28,143.77,106.58,34.85,35.43,41.74
1994,49.48,25.18,10.88,70.12,154.01,98.04,46.81,33.38,45.0
1995,50.54,30.16,7.44,84.37,151.43,109.13,35.13,50.23,40.36
1996,46.62,26.02,8.12,75.58,153.32,99.71,44.9,28.2,52.42
1997,34.51,29.73,9.52,68.55,144.32,83.32,42.06,31.1,56.61
1998,50.84,36.68,14.67,96.44,166.84,109.73,43.78,44.58,46.8
1999,50.46,27.36,9.1,74.71,147.09,94.14,42.44,43.35,36.9
2000,41.89,32.61,8.14,81.44,147.92,99.5,50.78,37.9,44.91
2001,43.82,36.65,9.11,81.97,150.05,96.52,48.26,40.67,55.81
2002,51.99,38.23,11.28,94.83,166.36,116.02,48.93,49.49,50.35
2003,49.38,34.1,14.28,72.98,148.89,101.23,51.64,33.29,55.31
2004,48.55,19.23,13.79,77.37,160.29,117.98,37.82,25.44,46.03
2005,59.56,33.56,7.64,92.61,150.23,109.3,42.99,49.04,43.87
2006,51.74,34.13,12.85,78.21,149.61,97.93,48.2,40.0,50.42
2007,49.02,42.51,13.94,93.47,160.27,107.41,52.19,44.0,49.48
