Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,0.56,0.37,0.31,0.63,3.25,0.93,0.28,0.4,0.45
1931,0.73,0.23,0.95,1.52,2.65,2.0,0.15,0.72,0.99
1932,1.73,0.35,1.18,1.51,4.38,3.02,0.24,0.63,0.4
1933,1.32,0.43,1.51,1.42,3.96,1.37,0.21,0.58,0.84
1934,1.21,0.17,0.75,1.18,3.56,2.79,0.07,0.54,0.51
1935,1.27,0.34,0.63,1.91,3.65,2.38,0.1,0.65,0.54
1936,1.23,0.12,0.88,1.37,3.62,3.99,0.24,0.41,1.12
1937,1.82,0.37,1.61,1.79,3.66,2.59,0.17,0.74,1.51
1938,1.56,0.35,0.75,1.61,3.51,1.95,0.25,1.04,1.03
1939,0.58,0.27,0.57,1.55,3.14,2.11,0.07,0.52,0.56
1940,0.86,0.2,0.49,0.7,3.47,2.47,0.1,0.83,1.72
1941,0.71,0.53,0.89,1.6,3.5,2.11,0.48,1.08,1.1
1942,1.41,0.56,0.84,1.7,3.85,2.58,0.2,1.31,0.94
1943,0.82,0.32,0.76,1.58,3.22,2.4,0.13,0.76,1.27
1944,0.99,0.58,0.29,1.19,4.12,3.26,0.16,0.74,0.76
1945,1.46,0.24,1.13,2.22,4.36,2.95,0.11,0.68,1.17
1946,1.09,0.49,1.05,1.71,4.55,2.38,0.31,0.85,0.79
1947,1.15,0.42,0.62,1.51,4.2,2.24,0.08,0.87,0.35
1948,0.8,0.39,0.97,1.92,4.47,2.55,0.17,0.44,0.57
1949,0.56,0.35,1.02,1.79,3.81,2.67,0.18,0.85,0.4
1950,1.23,0.36,1.22,2.28,4.03,1.66,0.11,0.75,1.43
1951,0.88,0.45,0.93,1.65,3.45,1.41,0.37,0.79,0.94
1952,1.83,0.28,0.28,1.03,2.64,2.41,0.1,0.84,1.13
1953,1.24,0.42,1.07,0.55,4.12,1.83,0.09,1.01,0.6
1954,1.5,0.36,0.83,1.36,2.43,2.34,0.21,0.99,1.2
1955,1.83,0.32,1.22,1.58,3.29,2.53,0.24,0.63,1.44
1956,0.62,0.26,0.95,1.25,2.84,2.11,0.06,0.7,0.84
1957,0.44,0.45,0.62,2.09,4.51,2.09,0.19,0.72,0.83
1958,0.99,0.28,0.74,1.85,3.12,2.5,0.14,0.62,1.24
1959,1.21,0.28,0.89,1.5,3.39,3.22,0.12,1.31,0.81
1960,1.22,0.33,0.93,1.08,2.83,2.23,0.26,0.86,0.91
1961,0.68,0.27,0.97,1.97,4.64,2.35,0.11,0.71,0.49
1962,0.97,0.53,0.76,1.13,2.85,2.52,0.09,0.68,1.53
1963,0.63,0.39,0.62,1.23,2.74,2.57,0.16,0.48,1.2
1964,0.49,0.61,1.32,1.7,4.97,4.4,0.1,0.66,1.07
1965,0.41,0.45,0.66,1.89,2.95,1.84,0.31,0.75,0.76
1966,0.87,0.38,0.9,1.27,3.5,2.45,0.22,0.82,1.09
1967,0.99,0.42,0.65,1.69,3.44,2.08,0.16,0.47,0.94
1968,0.96,0.56,0.65,1.69,3.37,2.0,0.12,0.94,0.79
1969,1.38,0.38,0.74,2.05,4.01,2.49,0.28,0.63,1.89
1970,0.96,0.33,0.77,2.15,3.17,1.84,0.21,0.69,1.49
1971,1.52,0.47,0.9,1.23,3.32,2.59,0.08,0.61,0.58
1972,1.69,0.32,1.16,1.53,4.03,2.34,0.29,1.08,0.47
1973,1.45,0.55,0.65,1.9,5.4,2.73,0.06,0.76,1.16
1974,0.81,0.27,1.13,1.49,4.19,1.87,0.24,0.38,1.01
1975,1.62,0.43,1.01,1.89,4.12,2.95,0.15,1.05,0.71
1976,1.13,0.29,0.49,1.04,2.87,2.43,0.14,0.32,0.39
1977,1.5,0.44,0.79,1.65,3.79,2.7,0.13,0.67,0.73
1978,0.97,0.49,0.3,1.57,3.09,2.05,0.4,1.43,1.47
1979,1.73,0.37,0.67,2.02,5.43,3.96,0.11,0.87,1.05
1980,0.92,0.26,0.95,0.99,4.09,1.56,0.25,1.0,1.3
1981,0.84,0.36,1.04,1.95,2.68,1.85,0.18,0.83,1.23
1982,0.88,0.49,1.34,2.16,4.41,2.11,0.22,0.74,1.91
1983,1.55,0.35,0.93,1.94,5.29,2.19,0.18,0.83,1.99
1984,1.36,0.33,0.91,1.61,3.83,2.77,0.14,1.02,0.34
1985,1.21,0.42,0.36,2.1,3.9,2.66,0.3,1.25,0.54
1986,1.01,0.46,1.0,1.92,3.54,1.7,0.29,1.48,1.3
1987,1.33,0.46,0.77,1.26,3.51,2.5,0.14,0.69,0.62
1988,0.87,0.38,0.62,1.32,3.53,1.35,0.18,0.73,0.55
1989,1.43,0.46,0.55,1.91,4.35,2.75,0.1,0.81,0.54
1990,1.42,0.29,0.94,2.51,4.3,3.23,0.14,1.0,0.47
1991,1.06,0.36,0.76,1.41,5.61,2.58,0.25,1.2,0.91
1992,0.87,0.37,0.51,1.44,3.61,2.61,0.2,0.72,0.97
1993,0.95,0.63,0.55,2.29,3.1,2.48,0.27,1.19,1.13
1994,1.15,0.45,1.13,1.58,4.38,2.91,0.18,1.04,0.42
1995,1.28,0.48,1.26,2.23,4.48,3.38,0.2,1.08,2.35
1996,2.56,0.4,1.9,2.36,3.69,2.96,0.13,0.94,1.63
1997,0.74,0.45,0.89,1.6,4.69,1.82,0.29,0.82,1.12
1998,1.49,0.56,1.45,2.04,4.7,3.39,0.13,0.91,1.48
1999,1.73,0.56,1.11,1.37,3.43,2.9,0.29,1.0,0.51
2000,1.37,0.38,0.46,2.1,3.23,1.53,0.17,1.01,0.92
2001,0.94,0.47,0.63,1.62,4.87,1.3,0.07,1.0,0.66
2002,1.08,0.41,0.63,2.11,4.48,1.9,0.11,1.16,1.14
2003,1.62,0.28,1.05,1.87,4.09,3.52,0.15,0.58,0.68
2004,1.94,0.32,0.61,1.86,5.03,3.14,0.36,1.12,1.26
2005,2.66,0.49,0.88,1.45,3.54,2.29,0.12,1.02,1.62
2006,1.93,0.35,1.25,2.02,3.57,3.4,0.32,0.83,0.92
2007,1.44,0.79,0.98,1.59,3.17,1.8,0.24,0.79,0.41
2008,1.84,0.57,0.55,3.06,4.61,2.29,0.19,1.07,0.83
2009,1.16,0.31,0.7,2.21,5.63,2.85,0.13,0.68,0.77
2010,2.35,0.62,0.59,2.08,3.21,2.93,0.27,1.63,1.24
2011,2.71,0.53,1.02,2.38,4.24,2.25,0.12,0.84,0.6
2012,1.44,0.2,1.55,1.02,3.76,1.91,0.06,0.75,1.16
2013,1.77,0.69,0.46,2.5,4.71,3.53,0.27,0.97,0.21
2014,1.39,0.78,0.87,2.07,4.22,2.25,0.18,1.04,1.02
2015,1.45,0.54,1.36,2.85,4.97,3.25,0.22,1.13,0.54
2016,1.26,0.54,0.89,1.87,4.08,2.49,0.16,1.62,1.09
2017,1.4,0.44,1.14,2.43,4.75,2.73,0.18,1.02,1.63
2018,1.89,0.52,0.5,2.4,5.05,4.59,0.22,1.63,0.94
2019,1.09,0.69,0.72,2.01,5.0,2.25,0.22,0.97,1.4
2020,1.61,0.31,0.69,1.98,5.2,5.54,0.04,1.42,0.39
2021,1.81,0.47,0.94,2.15,4.41,2.06,0.22,0.95,1.36
2022,1.3,0.32,1.02,1.61,4.2,2.68,0.14,0.74,0.99
2023,1.91,0.6,0.72,1.37,4.04,3.2,0.2,0.55,1.4
2024,1.61,0.54,0.62,1.71,5.29,4.19,0.11,0.97,1.21
