Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,0.0,0.03,0.02,0.0,0.33,0.02,0.0,0.01,0.03
1931,0.05,0.02,0.09,0.07,0.28,0.08,0.01,0.0,0.12
1932,0.21,0.03,0.17,0.07,0.47,0.36,0.04,0.0,0.02
1933,0.19,0.03,0.36,0.07,0.41,0.17,0.0,0.02,0.15
1934,0.09,0.0,0.03,0.05,0.38,0.23,0.0,0.0,0.07
1935,0.19,0.02,0.18,0.12,0.35,0.17,0.0,0.02,0.03
1936,0.04,0.0,0.1,0.08,0.41,0.18,0.01,0.0,0.08
1937,0.09,0.01,0.11,0.07,0.37,0.13,0.0,0.04,0.32
1938,0.17,0.0,0.04,0.05,0.33,0.12,0.02,0.07,0.14
1939,0.05,0.04,0.09,0.07,0.22,0.12,0.0,0.04,0.1
1940,0.06,0.0,0.05,0.01,0.36,0.55,0.0,0.06,0.23
1941,0.04,0.05,0.07,0.08,0.34,0.18,0.08,0.03,0.09
1942,0.09,0.05,0.06,0.12,0.4,0.19,0.02,0.14,0.07
1943,0.02,0.0,0.06,0.16,0.4,0.13,0.0,0.05,0.27
1944,0.05,0.04,0.03,0.04,0.48,0.25,0.02,0.02,0.11
1945,0.02,0.02,0.32,0.1,0.44,0.26,0.06,0.03,0.23
1946,0.06,0.04,0.05,0.15,0.41,0.21,0.07,0.03,0.05
1947,0.02,0.03,0.08,0.09,0.45,0.19,0.01,0.05,0.04
1948,0.04,0.0,0.06,0.08,0.57,0.12,0.02,0.01,0.07
1949,0.04,0.02,0.15,0.14,0.39,0.23,0.02,0.03,0.02
1950,0.07,0.03,0.15,0.08,0.38,0.13,0.0,0.04,0.28
1951,0.02,0.02,0.1,0.12,0.37,0.05,0.07,0.04,0.12
1952,0.09,0.04,0.02,0.03,0.16,0.11,0.02,0.02,0.21
1953,0.07,0.01,0.12,0.02,0.57,0.08,0.0,0.05,0.1
1954,0.23,0.02,0.09,0.06,0.21,0.33,0.07,0.04,0.12
1955,0.29,0.0,0.13,0.08,0.37,0.35,0.0,0.04,0.42
1956,0.04,0.03,0.08,0.05,0.38,0.12,0.02,0.02,0.22
1957,0.01,0.03,0.06,0.15,0.48,0.09,0.02,0.07,0.12
1958,0.06,0.03,0.06,0.13,0.24,0.13,0.01,0.08,0.04
1959,0.09,0.01,0.14,0.08,0.26,0.44,0.03,0.08,0.1
1960,0.2,0.01,0.05,0.03,0.31,0.25,0.03,0.04,0.1
1961,0.04,0.02,0.29,0.22,0.51,0.17,0.0,0.04,0.04
1962,0.05,0.01,0.07,0.05,0.17,0.13,0.0,0.07,0.4
1963,0.0,0.04,0.03,0.03,0.23,0.21,0.02,0.02,0.35
1964,0.03,0.05,0.15,0.1,0.56,0.57,0.02,0.01,0.34
1965,0.01,0.02,0.12,0.13,0.37,0.15,0.01,0.04,0.09
1966,0.06,0.06,0.03,0.03,0.4,0.15,0.09,0.03,0.25
1967,0.04,0.01,0.04,0.05,0.35,0.18,0.01,0.01,0.14
1968,0.06,0.04,0.07,0.09,0.21,0.1,0.03,0.04,0.04
1969,0.19,0.01,0.04,0.21,0.44,0.22,0.05,0.01,0.4
1970,0.03,0.0,0.04,0.08,0.3,0.17,0.02,0.03,0.14
1971,0.15,0.03,0.06,0.05,0.26,0.15,0.01,0.02,0.03
1972,0.18,0.01,0.12,0.06,0.38,0.24,0.0,0.1,0.07
1973,0.08,0.06,0.07,0.16,0.7,0.41,0.0,0.04,0.13
1974,0.02,0.04,0.03,0.08,0.47,0.1,0.01,0.02,0.15
1975,0.17,0.01,0.11,0.08,0.52,0.21,0.0,0.08,0.13
