Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,0.88,1.14,0.06,5.15,14.11,4.9,3.22,0.5,3.32
1931,0.66,2.8,0.07,4.9,12.43,3.51,3.62,3.2,7.05
1932,0.41,0.85,0.03,1.93,16.96,3.43,5.13,0.8,4.0
1933,0.86,0.82,0.06,2.96,11.79,2.16,5.59,0.62,6.61
1934,0.57,3.48,0.03,10.43,17.16,4.99,5.8,1.08,8.39
1935,0.49,1.64,0.28,3.46,11.54,2.86,3.08,0.38,8.87
1936,0.59,5.23,0.03,11.58,19.43,4.97,5.25,2.29,12.86
1937,0.67,1.67,0.08,1.58,9.05,1.49,5.25,0.7,12.34
1938,0.61,1.02,0.19,1.82,6.36,1.36,3.56,0.67,9.5
1939,0.4,1.27,0.29,1.92,9.15,1.57,4.25,0.46,9.94
1940,0.55,1.29,0.21,2.14,9.51,2.33,4.37,0.6,7.76
1941,0.52,0.57,0.1,2.12,12.6,4.58,3.53,0.6,5.26
1942,0.66,0.45,0.03,2.11,9.77,3.77,5.32,0.66,7.31
1943,1.01,0.43,0.05,2.96,16.05,4.72,6.61,0.26,6.2
1944,0.74,0.48,0.02,1.74,11.44,2.63,5.06,0.63,4.85
1945,0.39,0.33,0.02,1.12,8.96,3.18,4.62,0.09,8.48
1946,0.07,0.35,0.14,1.49,7.01,1.11,3.99,0.09,9.29
1947,0.53,1.41,0.1,2.0,10.37,0.98,4.0,1.28,7.47
1948,0.65,0.21,0.04,0.58,8.8,2.77,5.15,0.57,7.31
1949,1.46,0.36,0.04,1.38,8.15,2.49,5.98,0.6,8.64
1950,0.13,0.1,0.06,0.64,4.39,1.4,3.42,0.03,8.91
1951,0.18,0.07,0.05,0.79,12.53,1.76,4.69,0.01,8.09
1952,1.11,0.47,0.08,4.14,13.54,5.15,6.41,0.26,8.83
1953,0.56,0.64,0.04,3.27,11.4,2.44,5.7,0.64,8.8
1954,0.19,0.45,0.05,4.4,14.84,2.47,5.9,0.06,8.66
1955,1.4,1.47,0.06,2.02,5.9,1.87,4.39,1.02,8.68
1956,0.26,0.14,0.08,1.47,6.37,1.15,5.54,0.07,8.41
1957,0.34,0.32,0.02,1.05,9.22,1.52,6.25,0.09,8.01
1958,0.22,0.11,0.08,0.49,9.23,2.73,8.36,0.06,10.73
1959,0.75,0.28,0.2,1.09,5.41,1.6,7.66,0.46,11.32
1960,0.1,0.22,0.09,0.55,7.66,1.06,7.42,0.05,11.61
1961,0.21,0.1,0.23,0.58,4.3,1.12,6.23,0.06,12.61
1962,0.05,0.01,0.05,0.55,7.59,0.92,6.41,0.01,7.48
1963,0.22,0.46,0.04,1.03,8.41,0.87,5.56,0.09,7.39
1964,0.13,0.87,0.04,1.55,9.04,1.27,4.79,0.76,8.3
1965,0.21,0.05,0.06,0.59,4.35,0.84,4.77,0.06,6.2
1966,0.33,0.65,0.03,1.98,8.06,1.5,6.59,0.26,8.21
1967,0.11,0.01,0.09,0.19,5.23,0.87,5.77,0.04,11.3
1968,0.52,0.34,0.18,1.36,5.99,2.76,3.85,0.68,6.64
1969,0.45,0.42,0.05,2.11,14.24,3.0,6.88,0.26,10.76
1970,0.16,0.55,0.22,1.42,10.92,1.9,7.25,0.38,10.69
1971,0.14,0.16,0.11,0.47,5.3,0.68,6.73,0.14,11.01
1972,0.65,0.1,0.05,0.61,6.32,1.43,5.13,0.24,9.33
1973,0.55,0.3,0.11,0.46,7.67,1.24,5.5,0.34,9.86
1974,0.18,0.58,0.05,0.59,5.02,0.55,6.22,0.22,8.72
1975,0.35,0.47,0.31,0.35,5.75,1.34,5.46,0.21,7.47
1976,0.05,0.5,0.1,0.34,3.28,0.74,5.2,0.49,6.92
1977,0.62,0.6,0.24,2.26,10.74,3.76,7.47,0.83,9.92
1978,0.5,0.23,0.06,1.59,11.54,1.89,7.11,0.07,9.66
1979,0.42,0.04,0.22,0.47,9.35,1.76,6.24,0.07,7.15
1980,0.71,0.63,0.02,5.8,21.76,3.74,7.9,0.26,9.35
1981,0.58,0.32,0.06,1.88,15.15,3.18,8.96,0.11,10.67
1982,0.34,0.34,0.1,0.68,9.14,1.17,7.13,0.26,7.48
1983,0.58,0.81,0.07,3.41,11.47,3.5,7.74,0.39,8.44
1984,0.29,0.21,0.14,0.99,5.96,1.01,6.93,0.14,12.65
1985,0.29,0.16,0.23,0.72,7.88,1.21,7.31,0.06,8.47
1986,0.39,0.29,0.08,1.51,11.65,4.13,5.09,0.7,7.86
1987,1.01,0.39,0.04,1.36,12.48,2.9,5.05,0.58,6.72
1988,1.93,1.7,0.05,3.56,11.55,2.74,5.76,2.01,11.53
1989,0.43,0.44,0.02,1.12,9.42,1.38,5.46,0.3,9.04
1990,0.3,0.45,0.19,1.75,11.76,2.1,5.95,0.21,11.95
1991,0.93,0.62,0.13,1.92,10.29,3.82,5.53,0.77,7.5
1992,0.3,0.05,0.25,1.2,7.51,3.1,4.73,0.06,8.79
1993,0.96,0.07,0.02,2.57,14.14,3.57,4.28,0.09,3.96
1994,0.8,0.12,0.26,0.74,7.05,1.53,6.4,0.15,9.3
