Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1995,1.62,0.69,0.08,3.93,16.69,3.85,3.93,0.94,8.76
1996,0.1,0.31,0.1,1.41,10.55,1.78,5.93,0.48,14.63
1997,0.41,0.21,0.02,1.71,11.93,2.4,5.69,0.1,13.59
1998,0.44,0.16,0.27,3.2,25.73,4.56,5.15,0.08,13.65
1999,1.67,0.72,0.03,4.25,16.43,4.15,5.63,0.84,7.53
2000,0.29,0.28,0.11,1.95,14.5,2.49,7.87,0.07,9.8
2001,1.16,0.77,0.24,2.6,12.18,1.61,7.43,1.1,11.92
2002,1.97,0.71,0.37,2.37,11.19,3.32,8.23,0.59,11.17
2003,0.32,0.36,0.22,1.44,12.06,2.59,9.53,0.07,9.29
2004,0.22,0.07,0.09,0.66,12.16,2.46,6.16,0.01,6.94
2005,1.5,0.51,0.04,2.61,17.4,5.4,6.7,0.46,10.01
2006,1.86,0.74,0.33,3.55,14.11,4.3,7.52,1.19,14.79
2007,0.47,0.39,0.11,2.91,15.33,5.26,7.5,0.11,13.24
2008,0.33,0.05,0.05,1.5,14.73,2.75,7.17,0.03,12.24
2009,0.25,0.04,0.07,1.48,15.51,2.67,6.86,0.02,11.54
2010,2.52,0.24,0.02,4.57,33.76,11.41,10.18,0.13,10.98
2011,1.56,1.53,0.02,6.97,26.62,7.52,8.71,1.26,9.66
2012,1.51,0.83,0.05,4.93,16.58,5.4,10.5,1.09,13.83
2013,1.56,0.18,0.31,1.82,11.96,3.29,10.03,0.63,15.34
2014,0.3,0.11,0.12,1.35,12.27,3.11,8.44,0.04,12.29
2015,0.75,0.12,0.52,2.3,20.45,3.75,10.04,0.05,13.61
2016,1.82,0.46,0.04,3.78,23.85,8.24,9.58,0.19,11.55
2017,0.5,0.22,0.14,1.71,16.84,5.24,7.59,0.09,14.39
2018,2.18,0.42,0.07,2.95,19.39,4.01,8.79,0.39,14.65
2019,1.66,0.31,0.03,2.2,22.66,4.33,6.27,0.14,10.59
2020,1.72,0.35,0.1,1.33,20.61,5.51,9.11,0.22,15.08
2021,1.24,0.31,0.86,1.96,17.87,3.42,7.48,0.18,18.78
2022,1.55,0.74,0.39,5.06,23.14,5.87,9.85,0.28,18.81
2023,0.85,0.31,0.19,3.2,27.15,5.09,8.57,0.22,12.48
2024,1.85,0.17,0.27,2.39,29.17,9.93,13.16,0.1,20.31
