Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,0.36,0.08,0.36,0.49,1.11,0.52,0.02,0.18,0.7
1951,0.14,0.08,0.31,0.33,1.05,0.33,0.09,0.15,0.39
1952,0.44,0.08,0.07,0.27,0.71,0.59,0.02,0.2,0.51
1953,0.18,0.09,0.38,0.08,1.23,0.58,0.0,0.29,0.23
1954,0.52,0.06,0.24,0.36,0.71,0.68,0.07,0.24,0.37
1955,0.65,0.06,0.41,0.31,0.98,1.06,0.11,0.16,0.84
1956,0.15,0.06,0.21,0.28,0.97,0.58,0.0,0.13,0.36
1957,0.05,0.11,0.18,0.53,1.44,0.55,0.03,0.19,0.34
1958,0.16,0.08,0.18,0.49,0.85,0.71,0.07,0.14,0.36
1959,0.24,0.04,0.37,0.25,1.05,0.96,0.03,0.29,0.39
1960,0.43,0.05,0.4,0.21,0.86,0.72,0.11,0.2,0.32
1961,0.11,0.06,0.48,0.52,1.45,0.55,0.02,0.11,0.14
1962,0.22,0.11,0.24,0.2,0.83,0.64,0.03,0.11,0.73
1963,0.11,0.08,0.18,0.23,0.8,0.65,0.04,0.08,0.61
1964,0.08,0.12,0.51,0.49,1.67,1.63,0.02,0.15,0.46
1965,0.09,0.1,0.23,0.45,0.95,0.49,0.06,0.07,0.33
1966,0.27,0.1,0.15,0.24,1.06,0.69,0.07,0.13,0.46
1967,0.21,0.1,0.17,0.29,0.96,0.7,0.07,0.07,0.44
1968,0.18,0.08,0.27,0.34,0.82,0.37,0.02,0.21,0.25
1969,0.52,0.06,0.16,0.53,1.31,0.67,0.06,0.12,1.04
1970,0.12,0.06,0.15,0.41,1.01,0.51,0.04,0.1,0.61
1971,0.39,0.13,0.25,0.24,0.86,0.73,0.02,0.07,0.24
1972,0.54,0.07,0.42,0.29,1.15,0.79,0.06,0.18,0.1
1973,0.4,0.09,0.19,0.46,1.76,0.87,0.02,0.19,0.45
1974,0.15,0.07,0.39,0.34,1.39,0.36,0.03,0.06,0.4
1975,0.39,0.07,0.35,0.42,1.37,0.65,0.02,0.29,0.22
1976,0.14,0.05,0.11,0.17,0.78,0.7,0.02,0.05,0.22
1977,0.24,0.1,0.28,0.37,1.18,0.88,0.03,0.13,0.28
1978,0.13,0.08,0.07,0.38,1.0,0.4,0.08,0.36,0.55
1979,0.38,0.08,0.19,0.61,1.79,1.18,0.01,0.15,0.36
1980,0.15,0.03,0.32,0.2,1.41,0.37,0.08,0.26,0.66
1981,0.19,0.06,0.28,0.47,0.85,0.58,0.06,0.27,0.42
1982,0.11,0.1,0.38,0.71,1.56,0.42,0.02,0.14,0.78
1983,0.3,0.07,0.28,0.47,1.71,0.51,0.03,0.24,0.58
