Year,CONUS
1930,14.42
1931,5.99
1932,14.99
1933,12.37
1934,9.3
1935,11.21
1936,20.23
1937,17.18
1938,9.5
1939,9.96
1940,14.82
1941,7.68
1942,12.4
1943,14.8
1944,10.54
1945,12.17
1946,9.33
1947,10.8
1948,16.81
1949,16.65
1950,16.68
1951,16.69
1952,10.72
1953,5.94
1954,8.19
1955,15.98
1956,11.74
1957,11.54
1958,11.71
1959,12.46
1960,14.48
1961,11.04
1962,16.09
1963,19.33
1964,12.03
1965,13.22
1966,14.72
1967,11.7
1968,13.26
1969,12.03
1970,14.5
1971,13.35
1972,17.49
1973,9.9
1974,11.03
1975,11.91
1976,13.55
1977,16.6
1978,20.41
1979,19.84
1980,12.51
1981,8.67
1982,16.85
1983,11.58
1984,12.03
1985,19.29
1986,8.64
1987,5.81
1988,13.88
1989,18.09
1990,9.18
1991,9.77
1992,7.01
1993,13.12
1994,12.63
1995,9.74
1996,17.01
1997,10.36
1998,6.9
1999,5.94
2000,10.48
2001,7.85
2002,6.91
2003,10.92
2004,10.63
2005,9.86
2006,4.7
2007,11.53
2008,13.68
2009,12.9
2010,9.77
2011,11.77
2012,5.36
2013,12.28
2014,16.85
2015,12.01
2016,7.36
2017,8.57
2018,10.63
2019,13.47
2020,5.9
2021,8.31
2022,14.71
2023,6.19
2024,6.18
