Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,0.0,0.22,0.01,0.0,-999,-999,0.0,0.45,0.0
1901,0.07,0.49,0.01,0.0,-999,-999,0.24,1.07,0.0
1902,0.0,0.2,0.14,0.04,-999,-999,0.37,0.64,0.0
1903,0.0,0.87,0.0,0.0,-999,-999,0.63,1.38,0.0
1904,0.68,0.97,0.0,0.0,-999,-999,0.01,3.53,0.0
1905,0.08,2.39,0.0,0.08,-999,-999,0.06,2.01,0.0
1906,0.0,0.4,0.0,0.0,-999,-999,0.43,1.07,0.0
1907,0.31,1.4,0.0,0.0,-999,-999,0.01,2.39,0.0
1908,0.33,0.09,0.0,0.0,-999,-999,0.23,0.43,0.0
1909,0.07,1.0,0.0,0.0,-999,-999,0.61,1.22,0.0
1910,0.07,0.64,0.07,0.05,-999,-999,0.39,0.99,0.0
1911,0.0,0.65,0.0,0.0,-999,-999,0.17,0.59,0.0
1912,0.67,1.64,0.0,0.0,-999,-999,0.02,4.21,0.0
1913,0.0,0.83,0.0,0.0,-999,-999,0.56,1.22,0.0
1914,1.01,1.05,0.0,0.0,-999,-999,0.72,1.21,0.0
1915,0.06,0.64,0.0,0.0,-999,-999,1.02,1.32,0.0
1916,0.0,2.96,0.0,0.0,-999,-999,0.63,2.46,0.0
1917,0.91,2.7,0.0,0.06,-999,-999,0.4,2.6,0.0
1918,0.58,1.52,0.0,0.0,-999,-999,0.77,1.34,0.0
1919,0.0,1.03,0.26,0.0,-999,-999,0.55,0.92,0.0
1920,0.54,0.62,0.0,0.0,-999,-999,0.24,0.24,0.0
1921,0.07,0.08,0.0,0.0,-999,-999,0.25,0.27,0.0
1922,0.05,0.89,0.31,0.0,-999,-999,1.48,1.43,0.5
1923,0.2,0.56,0.0,0.0,-999,-999,0.64,1.09,0.0
1924,0.17,1.49,0.72,0.0,-999,-999,1.19,1.67,1.5
1925,0.26,0.14,0.0,0.0,-999,-999,0.59,0.64,0.0
1926,0.0,0.02,0.0,0.0,-999,-999,0.22,0.22,0.0
1927,0.0,0.79,0.0,0.05,-999,-999,0.22,0.96,0.0
1928,0.0,0.3,0.0,0.0,-999,-999,0.01,0.48,0.0
1929,0.0,1.81,0.07,0.0,-999,-999,0.46,1.51,0.0
1930,0.09,0.61,0.67,0.09,-999,-999,1.16,1.18,0.5
1931,0.0,0.01,0.0,0.0,-999,-999,0.01,0.0,0.0
1932,0.07,0.28,0.0,0.0,-999,-999,0.99,0.06,1.0
1933,0.77,1.03,0.42,0.0,-999,-999,0.55,2.3,0.5
1934,0.93,0.09,0.0,0.0,-999,-999,0.01,0.7,0.0
1935,0.71,0.5,0.0,0.0,-999,-999,0.32,1.52,0.0
1936,0.03,4.48,0.0,0.0,-999,-999,0.18,4.99,0.0
1937,0.0,1.09,0.53,0.0,-999,-999,1.32,1.81,3.0
1938,0.06,0.28,0.0,0.0,-999,-999,0.01,0.87,0.0
1939,0.06,0.92,0.0,0.0,-999,-999,0.3,1.21,0.0
1940,0.0,0.16,0.0,0.0,-999,-999,0.42,0.49,0.0
1941,0.0,0.13,0.0,0.0,-999,-999,0.01,0.0,0.0
1942,0.22,0.27,0.07,0.0,-999,-999,0.92,0.35,0.0
1943,0.54,1.2,0.0,0.0,-999,-999,0.15,0.93,0.0
1944,0.0,0.25,0.0,0.0,-999,-999,0.01,0.08,0.0
1945,0.14,0.13,0.0,0.0,-999,-999,0.08,0.46,0.0
1946,0.0,0.06,0.0,0.0,-999,-999,0.01,0.69,0.0
1947,0.0,0.13,0.0,0.0,-999,-999,0.16,0.12,0.0
1948,0.38,0.37,0.0,0.0,-999,-999,0.66,2.29,0.0
1949,0.0,1.04,0.08,0.0,-999,-999,1.24,0.24,1.0
1950,0.0,1.67,0.36,0.0,-999,-999,0.31,1.65,0.0
1951,0.0,0.7,0.0,0.02,-999,-999,0.79,2.53,0.0
1952,0.0,0.19,0.0,0.0,-999,-999,0.98,0.49,0.0
1953,0.0,0.0,0.0,0.0,-999,-999,0.09,0.34,0.0
1954,0.0,0.97,0.0,0.0,-999,-999,0.15,1.13,0.0
1955,0.0,0.2,0.0,0.0,-999,-999,0.52,0.55,0.0
1956,0.0,0.39,0.0,0.0,-999,-999,0.49,0.13,0.0
1957,0.89,0.49,0.08,0.0,-999,-999,0.17,0.3,0.0
1958,0.03,0.12,0.0,0.0,-999,-999,0.01,0.23,0.0
1959,0.0,0.3,0.0,0.0,-999,-999,0.01,0.82,0.0
1960,0.0,0.15,0.0,0.0,-999,-999,0.02,0.05,0.0
1961,0.1,0.09,0.0,0.0,-999,-999,0.1,0.08,0.0
1962,0.32,0.71,0.08,0.0,-999,-999,0.58,1.2,0.0
1963,0.0,0.63,0.0,0.02,-999,-999,0.66,1.14,0.0
1964,0.0,0.2,0.14,0.0,-999,-999,0.32,0.0,0.0
1965,0.06,0.22,0.0,0.0,-999,-999,0.01,1.0,0.0
1966,0.0,0.83,0.0,0.0,-999,-999,0.54,1.58,0.0
1967,0.13,0.49,0.0,0.0,-999,-999,0.01,1.63,0.0
1968,0.31,0.69,0.47,0.0,-999,-999,0.45,0.77,0.0
1969,0.0,0.43,0.0,0.0,-999,-999,0.37,0.11,0.0
1970,0.0,0.78,0.0,0.0,-999,-999,0.03,1.72,0.0
1971,0.27,0.33,0.0,0.0,-999,-999,0.42,0.64,0.0
1972,0.11,1.0,0.19,0.0,-999,-999,0.18,1.77,1.0
1973,0.0,0.16,0.0,0.0,-999,-999,0.05,0.92,0.0
1974,0.0,0.48,0.0,0.03,-999,-999,0.61,0.81,0.0
1975,0.0,0.08,0.0,0.0,-999,-999,0.37,0.16,0.0
1976,0.25,0.14,0.0,0.0,-999,-999,0.3,0.66,0.0
1977,0.0,0.62,0.0,0.0,-999,-999,0.01,1.97,0.0
1978,0.06,0.36,0.12,0.0,-999,-999,0.14,0.22,0.0
1979,0.45,0.67,0.19,0.0,-999,-999,0.87,2.09,0.0
1980,0.06,0.24,0.0,0.0,-999,-999,0.02,0.18,0.0
1981,0.34,0.02,0.0,0.0,-999,-999,0.01,0.31,0.0
1982,0.0,0.99,0.0,0.0,-999,-999,0.5,2.7,0.0
1983,0.0,1.15,0.0,0.0,-999,-999,0.08,1.4,0.0
1984,0.06,0.17,0.12,0.0,-999,-999,0.51,0.67,0.0
1985,0.0,0.59,0.0,0.0,-999,-999,0.39,1.61,0.0
1986,0.0,0.1,0.0,0.0,-999,-999,0.01,0.16,0.0
1987,0.0,0.08,0.0,0.0,-999,-999,0.02,0.32,0.0
1988,0.0,0.52,0.0,0.0,-999,-999,0.01,1.2,0.0
1989,0.0,1.83,0.04,0.0,-999,-999,1.03,1.05,0.0
1990,0.0,1.04,0.31,0.0,-999,-999,0.36,0.35,1.5
1991,0.0,0.13,0.0,0.0,-999,-999,0.01,0.09,0.0
1992,0.0,0.04,0.0,0.0,-999,-999,0.01,0.03,0.0
1993,0.2,0.24,0.0,0.0,-999,-999,0.01,0.23,0.0
1994,0.56,1.03,0.0,0.35,-999,-999,0.01,2.7,0.0
1995,0.0,0.09,0.0,0.0,-999,-999,0.01,0.0,0.0
1996,0.2,2.17,0.0,0.0,-999,-999,0.21,4.36,0.0
1997,0.0,0.27,0.0,0.0,-999,-999,0.01,0.26,0.0
1998,0.0,0.21,0.08,0.0,-999,-999,0.01,0.0,0.0
1999,0.0,0.06,0.0,0.0,-999,-999,0.01,0.03,0.0
2000,0.0,0.0,0.0,0.0,-999,-999,0.01,0.04,0.0
2001,0.0,0.01,0.0,0.0,-999,-999,0.03,0.04,0.0
2002,0.0,0.04,0.0,0.0,-999,-999,0.05,0.0,0.0
2003,0.0,0.21,0.0,0.0,-999,-999,0.01,0.0,0.0
2004,0.0,0.34,0.0,0.0,-999,-999,0.18,0.38,0.0
2005,0.0,0.46,0.0,0.0,-999,-999,0.41,0.69,0.0
2006,0.0,0.02,0.0,0.0,-999,-999,0.09,0.0,0.0
2007,0.0,0.16,0.0,0.0,-999,-999,0.01,0.02,0.0
2008,0.0,0.17,0.0,0.0,-999,-999,0.31,0.11,0.0
2009,0.0,0.52,0.0,0.17,-999,-999,0.0,0.63,0.0
2010,0.0,0.2,0.0,0.0,-999,-999,0.01,0.22,0.0
2011,0.0,0.2,0.0,0.0,-999,-999,0.52,0.29,0.0
2012,0.0,0.0,0.0,0.0,-999,-999,0.01,0.0,0.0
2013,0.0,0.16,0.0,0.0,-999,-999,0.09,0.02,0.0
2014,0.0,0.16,0.0,0.0,-999,-999,0.01,0.42,0.0
2015,0.0,0.03,0.0,0.0,-999,-999,0.02,0.07,0.0
2016,0.0,0.17,0.0,0.0,-999,-999,0.18,0.04,0.0
2017,0.0,0.18,0.0,0.0,-999,-999,0.13,0.07,0.0
2018,0.0,0.35,0.0,0.0,-999,-999,0.02,0.04,0.0
2019,0.0,0.65,0.0,0.28,-999,-999,0.01,1.57,0.0
2020,0.0,0.05,0.0,0.0,-999,-999,0.01,0.04,0.0
2021,0.0,0.95,0.0,0.0,-999,-999,0.01,0.81,0.0
2022,0.07,0.52,0.0,0.0,-999,-999,0.01,0.89,0.0
2023,0.15,0.11,0.0,0.0,-999,-999,0.01,0.0,0.0
2024,0.0,0.6,0.0,0.0,-999,-999,0.01,0.0,0.0
