Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1982,41.17,23.17,38.74,47.49,46.77,53.95,17.25,35.58,22.82
1983,55.26,19.26,42.57,44.39,45.67,57.19,18.82,33.83,30.13
1984,46.83,19.04,37.47,45.61,44.02,48.64,17.44,32.97,15.22
1985,39.9,17.93,24.41,45.1,44.53,48.34,16.67,34.48,11.72
1986,44.25,22.52,33.24,41.33,42.25,42.76,17.32,35.34,16.67
1987,41.4,17.92,26.71,37.37,44.91,47.81,15.46,28.49,15.88
1988,39.43,14.57,30.1,36.45,37.71,43.57,14.12,25.46,13.24
1989,49.55,16.7,28.16,47.03,44.66,56.04,10.61,24.8,11.25
1990,50.44,17.23,34.74,52.94,48.21,47.43,15.52,34.36,11.58
1991,42.33,20.03,30.82,41.62,52.33,53.57,16.02,35.98,14.93
1992,42.33,18.53,27.88,41.61,46.61,54.36,16.3,31.51,16.48
1993,43.96,24.25,29.64,47.78,45.18,46.88,16.6,36.85,18.74
1994,45.77,18.25,30.5,44.11,44.09,56.33,14.28,30.26,13.54
1995,40.43,22.51,41.2,43.15,42.96,53.57,15.13,31.62,24.48
1996,56.54,20.96,45.31,50.43,41.93,53.28,14.23,32.1,22.36
1997,40.97,19.44,36.32,42.84,47.48,52.99,17.6,28.19,15.31
1998,45.87,22.36,40.16,47.46,44.28,53.85,16.18,32.6,26.66
1999,44.84,19.65,34.53,37.68,38.19,46.48,14.45,31.65,12.68
2000,46.48,18.15,27.67,41.8,38.06,41.68,13.73,31.23,15.95
2001,36.46,17.67,28.38,43.4,46.47,43.41,12.78,33.52,15.98
2002,45.11,14.98,27.23,45.9,45.21,50.34,10.04,31.01,12.46
2003,53.2,17.17,32.7,49.68,38.82,59.99,11.89,27.5,15.72
2004,45.97,18.79,30.17,49.08,50.96,52.2,16.24,33.88,16.56
2005,52.19,20.31,32.15,39.31,35.22,51.04,15.77,29.97,21.82
2006,51.93,16.5,37.69,45.44,39.48,44.77,14.7,30.28,16.64
2007,44.57,20.72,29.6,40.23,42.32,37.42,13.93,33.94,10.71
2008,52.34,21.41,29.33,48.91,45.25,47.57,13.79,34.96,12.77
2009,50.03,20.34,30.13,49.52,50.51,57.34,12.39,32.29,13.14
2010,46.57,22.89,37.12,42.15,35.36,44.59,16.04,36.93,22.12
2011,56.74,22.16,33.06,55.0,36.13,45.01,12.94,31.01,13.7
2012,42.0,14.16,39.55,38.13,38.49,46.82,10.24,27.89,16.17
2013,45.44,21.6,25.35,48.81,45.06,58.21,14.45,34.55,7.7
2014,46.54,20.69,36.85,43.74,40.06,51.24,14.18,35.39,14.91
2015,42.7,20.43,31.98,51.56,53.82,56.45,17.72,34.9,13.19
2016,39.86,21.26,36.23,43.08,44.1,46.93,14.08,36.72,18.44
2017,45.95,18.41,37.93,46.26,45.19,51.45,14.0,34.37,19.67
2018,57.61,21.27,29.54,55.1,50.68,62.48,12.73,37.77,13.68
2019,49.97,25.38,28.83,53.79,50.58,49.91,15.98,40.92,21.46
2020,44.92,15.19,32.07,50.08,48.48,62.49,8.6,30.79,8.96
2021,45.98,17.01,31.13,46.7,45.28,52.27,13.89,29.3,14.26
2022,44.72,16.89,31.31,44.2,39.82,49.35,13.51,29.76,11.29
2023,51.16,20.58,28.93,39.75,38.37,49.9,13.99,28.66,20.12
2024,45.47,18.05,33.77,44.64,46.22,53.54,13.64,34.55,17.78
