Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,0.0,-999,-999,99.02,103.79,87.65,71.71,39.49,21.56,60.59,123.27,106.26,55.65,44.43,68.8,59.61,82.24,87.35,114.19,23.08,51.74,15.04,31.2,29.73,78.19,108.13,39.18,83.2,34.65,58.2,11.69,40.67,70.15,62.37,17.26,59.17,105.61,32.3,46.75,13.0,97.28,51.89,81.79,130.92,66.94,74.64,8.1,28.73,33.19,62.17,35.98
1931,0.0,-999,-999,109.09,106.02,91.12,83.17,58.63,23.1,52.21,136.58,120.99,67.15,52.65,72.72,65.13,101.84,88.17,126.85,20.08,45.14,12.91,38.5,38.06,84.59,119.26,43.2,88.44,40.09,85.38,13.48,41.38,72.46,74.69,21.58,56.5,115.86,44.0,45.03,19.0,111.29,72.37,101.48,140.51,82.24,63.67,17.03,33.03,42.29,62.12,52.23
1932,0.0,-999,-999,96.43,105.01,93.19,79.69,47.07,8.14,49.21,149.6,99.27,39.87,38.05,58.44,51.14,86.88,69.91,119.3,13.66,50.94,9.47,19.79,25.96,70.12,107.96,31.68,75.57,32.07,64.57,9.45,40.67,62.11,69.65,12.52,45.61,107.66,32.93,39.09,1.0,86.94,51.51,81.77,124.55,68.2,65.0,6.27,25.53,26.33,49.3,42.83
1933,0.64,-999,-999,119.13,112.24,105.43,78.36,53.7,23.1,44.55,145.9,112.45,63.93,49.52,79.94,73.6,100.76,79.7,135.91,21.37,49.28,7.61,34.31,38.91,87.61,123.86,41.65,87.42,43.96,78.48,12.87,36.02,63.26,72.15,22.89,56.19,107.1,34.75,41.74,11.0,113.72,70.78,90.59,151.8,84.81,59.72,15.98,27.0,39.17,42.35,53.21
1934,0.91,-999,-999,102.9,119.27,123.61,88.08,61.99,15.96,42.15,143.23,111.38,73.58,51.99,81.01,75.48,106.82,81.21,125.33,15.76,44.05,7.49,35.34,34.82,90.12,120.1,39.79,74.53,51.59,91.65,12.28,34.79,88.19,82.28,23.04,69.13,116.65,39.27,46.96,9.0,100.91,79.43,84.26,156.17,92.94,53.07,15.0,35.09,40.14,54.74,51.38
1935,0.0,-999,-999,113.81,97.08,95.51,82.64,49.39,12.33,29.77,161.14,110.23,50.25,41.95,57.68,53.5,77.53,70.05,126.76,15.69,32.27,16.86,18.02,25.99,63.25,116.0,32.65,63.77,29.31,64.21,11.27,27.2,63.16,77.36,15.31,38.4,88.6,40.83,31.38,12.0,95.25,58.96,74.49,121.75,78.26,36.63,14.22,26.35,25.52,37.56,44.76
1936,2.17,-999,-999,128.28,124.91,111.48,94.02,57.04,18.11,52.9,145.43,119.99,76.69,50.18,89.96,86.87,104.05,105.86,123.64,15.17,41.07,5.22,32.07,40.32,102.65,126.85,55.43,83.88,64.31,90.94,9.73,36.88,75.28,78.57,22.93,68.75,119.68,37.54,48.58,7.0,115.05,84.23,104.82,131.09,82.71,64.2,11.09,29.5,42.35,65.32,60.28
1937,0.94,-999,-999,110.06,116.52,112.31,89.99,53.49,28.45,43.53,131.38,111.69,61.62,43.13,64.95,55.9,98.51,80.5,133.82,24.04,33.45,28.28,30.77,32.95,85.11,118.93,42.37,70.22,40.36,78.92,21.62,34.99,73.42,73.98,21.85,39.03,110.85,36.55,33.58,13.0,100.88,65.04,78.34,146.61,76.6,46.4,23.05,25.1,40.79,35.91,47.36
1938,0.12,-999,-999,110.4,124.03,110.88,84.26,43.05,14.88,46.94,144.73,111.58,53.05,39.21,61.74,54.02,103.09,69.85,130.39,16.78,38.92,13.53,19.32,21.04,87.76,127.85,30.89,68.66,35.69,76.72,14.91,32.45,62.76,57.2,20.71,39.82,121.42,48.29,34.39,5.0,98.92,62.1,75.67,146.51,71.11,44.98,18.39,39.16,17.36,31.71,36.6
1939,0.48,-999,-999,100.73,124.17,106.05,99.74,54.94,21.49,58.24,147.52,112.7,58.97,46.1,68.02,62.54,113.93,89.47,137.73,19.43,53.94,12.92,26.4,29.36,88.87,119.15,41.9,86.18,45.63,91.37,15.4,42.08,81.65,69.1,25.51,52.87,129.26,45.76,43.13,9.0,113.66,75.74,87.52,151.91,72.9,56.25,17.16,33.32,33.18,44.03,46.78
1940,0.37,-999,-999,95.16,88.09,107.97,92.12,51.13,11.65,35.58,119.08,106.11,43.38,53.28,62.96,56.2,88.82,72.39,99.86,11.38,31.51,12.37,19.58,21.15,66.25,91.79,46.0,65.82,37.0,75.1,15.42,25.6,73.14,77.13,11.86,42.35,94.69,44.02,29.88,6.0,93.63,62.46,67.95,121.53,82.52,38.58,7.51,36.27,20.87,35.52,55.16
1941,0.0,-999,-999,127.67,117.06,96.17,71.33,37.24,24.0,63.81,141.75,129.71,53.25,31.47,73.41,71.0,81.41,97.74,139.1,22.84,58.03,19.34,31.91,26.81,85.9,128.28,29.85,95.68,33.09,66.63,23.52,44.27,48.15,41.37,24.14,55.39,94.48,30.51,47.11,11.0,121.85,58.56,105.51,117.92,54.21,71.99,15.15,28.45,30.44,50.29,31.33
1942,0.27,-999,-999,102.62,98.5,109.3,87.17,44.63,11.65,43.01,138.52,112.33,37.09,38.81,54.04,47.19,78.72,73.91,115.89,17.35,46.72,12.35,14.22,8.14,68.48,108.01,27.19,80.54,12.63,56.98,14.7,27.94,61.58,60.65,12.91,40.04,95.77,39.12,33.82,6.0,108.41,29.68,82.59,115.12,74.48,55.08,12.86,31.19,13.96,35.35,34.41
1943,0.0,-999,-999,117.16,112.11,120.87,88.49,49.75,25.58,57.98,135.12,116.15,43.84,38.26,64.26,55.38,90.28,79.94,126.9,22.54,64.6,10.49,18.69,21.78,73.37,123.85,29.54,86.67,21.53,72.45,17.18,45.59,84.41,60.33,20.94,44.17,111.04,34.82,49.03,10.0,99.64,53.47,90.85,135.11,77.87,69.55,8.94,25.44,27.83,45.33,43.74
1944,0.0,-999,-999,115.77,117.73,108.57,81.62,47.29,33.47,56.3,155.65,110.75,40.56,30.42,73.52,71.12,81.15,90.33,127.42,29.93,53.0,24.64,31.15,13.58,82.09,127.98,18.19,80.28,15.91,56.52,28.76,49.07,65.32,55.98,30.67,58.47,101.17,36.98,47.76,19.0,107.89,34.96,88.49,120.3,68.81,63.49,29.44,28.76,25.71,54.12,29.13
1945,0.0,-999,-999,112.02,92.69,109.05,90.67,39.9,21.06,37.05,168.6,112.1,28.78,37.94,39.38,34.3,72.78,60.93,119.66,16.07,42.02,14.9,13.33,14.3,52.59,111.88,33.21,73.3,20.2,48.78,15.7,35.82,71.53,64.25,16.53,38.61,89.36,45.15,35.76,10.0,101.68,38.17,68.79,129.23,63.09,55.07,18.01,32.12,15.77,41.17,33.63
1946,0.22,-999,-999,77.54,95.09,103.35,85.28,48.32,13.23,23.49,151.22,87.89,31.43,38.1,50.18,44.09,85.45,44.11,114.25,13.77,31.3,11.79,19.85,11.72,64.9,91.78,31.13,54.76,22.99,60.8,14.13,22.58,76.03,61.25,13.12,31.53,100.03,31.23,30.8,2.0,75.69,39.81,51.95,121.86,80.1,32.43,13.15,22.88,15.76,28.75,39.4
1947,0.27,-999,-999,96.95,104.08,107.03,87.75,45.39,18.22,29.47,139.41,100.71,55.13,35.73,59.73,48.54,91.92,62.09,140.17,24.39,38.57,22.35,27.79,28.93,72.4,113.36,34.55,71.55,28.7,64.26,24.59,32.03,66.28,69.7,23.81,36.72,106.32,28.13,40.25,6.0,96.87,52.65,76.4,143.46,72.6,48.1,23.21,22.09,33.91,36.4,42.24
1948,0.46,-999,-999,99.44,109.71,120.74,74.5,50.26,19.69,32.56,158.65,102.69,47.56,35.77,52.91,46.3,87.35,67.16,135.37,19.79,33.07,15.08,22.4,24.81,67.59,119.62,28.61,67.76,33.45,70.06,17.37,26.89,86.06,58.14,16.71,39.06,106.8,26.13,34.68,7.0,91.8,48.0,75.69,147.72,75.83,37.99,13.93,17.18,34.04,29.4,40.45
1949,0.0,-999,-999,95.94,98.78,112.71,88.98,38.62,28.91,44.8,159.81,96.06,44.91,38.54,58.37,50.7,69.6,64.47,132.25,35.9,43.8,25.48,27.66,26.71,55.98,116.05,37.28,61.19,35.81,55.84,29.09,41.89,58.98,62.47,33.58,50.83,90.51,34.4,53.01,20.0,84.14,57.15,63.93,124.36,67.95,47.34,28.55,28.06,29.3,39.48,37.42
1950,0.38,-999,-999,87.06,69.3,122.22,91.94,33.79,10.68,23.98,149.8,98.45,18.23,31.42,28.27,21.27,53.6,29.32,120.92,14.19,30.88,5.7,8.78,11.39,33.01,100.65,19.63,59.2,17.79,35.92,13.59,21.91,67.42,64.48,8.78,19.49,70.44,39.83,19.87,1.0,96.49,32.92,37.43,131.36,67.76,32.85,6.93,29.13,9.66,12.11,26.18
1951,0.34,-999,-999,116.83,102.5,112.04,90.53,38.96,10.5,40.31,149.47,116.56,16.89,29.82,34.59,34.76,56.58,73.93,132.22,14.97,42.56,6.89,8.38,7.12,43.31,125.46,23.2,75.7,13.65,34.06,13.28,25.52,81.17,63.9,10.61,35.22,88.48,41.79,31.22,1.0,106.32,22.62,84.94,140.1,67.82,52.62,6.94,30.16,6.54,34.85,26.57
1952,0.11,-999,-999,105.56,121.78,119.28,90.15,51.5,21.49,47.5,146.49,110.68,45.67,33.83,66.9,62.43,105.4,85.75,130.71,27.65,53.31,23.53,27.44,22.59,93.41,127.42,30.74,82.07,36.26,73.32,25.72,35.92,79.22,66.75,25.09,54.6,121.76,42.02,43.73,18.0,106.21,59.27,89.69,137.03,69.47,62.64,17.92,31.81,26.09,47.05,45.52
1953,2.05,-999,-999,115.86,132.13,111.26,77.15,49.18,28.63,48.65,141.15,108.19,50.31,38.87,77.05,69.79,109.68,95.47,138.88,28.24,58.08,15.09,24.84,19.03,106.32,134.38,33.9,83.88,23.17,72.88,24.1,40.33,88.62,66.55,25.84,54.75,127.03,30.27,46.53,11.0,108.77,44.15,100.2,144.67,76.84,64.93,21.85,23.62,22.19,54.56,46.36
1954,0.0,-999,-999,132.61,126.39,120.11,82.21,56.59,10.5,45.73,146.95,131.98,47.48,35.97,71.13,64.48,110.46,90.21,137.56,7.14,52.78,3.31,19.79,13.13,98.64,132.31,30.85,96.43,19.17,75.01,7.72,28.29,84.41,60.48,10.62,42.48,125.64,20.18,32.68,2.0,128.81,44.98,106.79,146.46,76.41,67.63,4.23,12.98,15.95,37.81,47.86
1955,0.64,-999,-999,118.26,112.39,108.66,84.33,50.31,25.22,46.02,152.48,114.7,60.34,43.08,68.31,62.86,97.76,79.2,143.74,32.02,48.84,21.8,41.64,28.43,81.14,128.97,35.26,65.42,35.55,79.0,30.25,39.01,71.38,62.01,34.96,51.9,113.44,32.19,46.09,17.0,97.66,64.77,87.67,153.93,70.73,48.04,29.2,23.97,38.92,47.44,46.24
