Year,CONUS
1950,101.89
1951,102.92
1952,114.16
1953,115.59
1954,111.56
1955,115.56
1956,111.21
1957,103.86
1958,103.27
1959,116.73
1960,109.61
1961,106.89
1962,109.38
1963,115.22
1964,104.52
1965,105.19
1966,106.24
1967,103.85
1968,100.67
1969,104.33
1970,111.98
1971,108.24
1972,101.47
1973,105.98
1974,102.78
1975,104.96
1976,101.98
1977,111.72
1978,107.9
1979,101.17
1980,107.6
1981,103.69
1982,99.55
1983,104.76
1984,104.79
1985,105.09
1986,106.02
1987,110.95
1988,109.89
1989,105.03
1990,105.85
1991,114.68
1992,91.09
1993,95.36
1994,105.63
1995,103.48
1996,99.93
1997,95.8
1998,110.84
1999,105.16
2000,102.35
2001,109.63
2002,111.98
2003,103.22
2004,100.76
2005,110.74
2006,106.73
2007,118.66
2008,102.43
2009,92.09
2010,113.99
2011,110.06
2012,119.6
2013,101.87
2014,101.75
2015,111.81
2016,117.46
2017,112.08
2018,116.12
2019,107.55
2020,111.22
2021,111.69
2022,114.8
2023,111.64
2024,117.83
