Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,4.21,-999,-999,164.93,146.98,178.52,136.88,75.38,49.8,81.38,244.78,171.83,71.21,68.38,97.37,85.82,122.61,108.47,197.62,59.44,84.6,42.01,47.13,45.89,110.12,173.31,51.38,133.47,51.7,90.9,51.84,71.31,131.6,112.11,45.3,76.13,149.43,69.53,61.8,45.33,168.3,74.11,121.34,202.8,-999,99.54,47.93,63.3,45.34,83.4,58.0
1951,4.92,-999,-999,174.17,153.59,157.57,129.7,73.91,54.15,104.1,234.59,169.99,62.9,64.05,95.11,99.1,105.05,132.2,196.8,56.64,105.26,39.14,44.55,31.91,99.77,180.38,46.51,135.99,38.74,68.7,42.81,85.85,128.83,112.28,51.04,94.78,144.32,76.48,79.0,45.72,166.59,51.48,140.28,195.48,-999,113.11,47.05,67.31,38.55,106.39,50.97
1952,2.45,-999,-999,165.59,159.23,160.97,131.77,89.66,65.94,99.11,227.27,164.59,94.92,83.59,118.0,108.66,140.93,137.61,184.97,70.2,102.77,58.57,63.75,64.34,136.28,173.35,71.91,138.38,77.81,115.45,60.0,86.99,131.7,120.86,60.06,100.58,163.93,75.24,81.19,66.84,160.35,103.62,141.6,187.16,-999,118.38,56.56,69.47,66.21,111.14,82.11
1953,7.66,-999,-999,173.34,166.92,156.55,119.14,90.73,63.71,99.85,236.1,171.47,108.39,76.47,127.61,120.17,145.06,146.83,192.74,65.65,107.95,48.87,67.35,67.01,143.62,178.72,72.31,147.82,65.87,125.81,57.54,85.63,133.23,109.08,60.52,106.9,156.28,55.67,82.64,54.19,175.29,95.12,152.83,189.77,-999,125.15,62.9,52.87,71.52,119.2,80.7
1954,1.78,-999,-999,176.71,166.53,173.56,130.98,94.22,45.87,101.26,225.55,176.17,95.57,68.83,117.83,112.09,141.41,142.45,195.1,48.96,115.95,27.53,54.06,52.99,136.54,179.13,57.86,150.69,50.4,114.8,38.21,86.5,138.09,115.02,47.96,101.49,167.27,47.33,81.18,42.05,174.47,84.49,148.03,201.18,-999,133.96,35.58,37.92,55.65,115.97,80.96
1955,3.31,-999,-999,187.68,174.54,161.04,122.83,86.54,66.78,94.93,238.74,182.47,108.04,71.58,114.13,108.78,140.89,135.67,214.3,67.15,99.23,53.51,77.13,77.49,131.21,194.52,67.23,138.1,79.23,118.96,61.28,86.98,123.84,103.62,71.53,100.03,165.71,56.25,85.65,56.51,171.79,108.0,147.18,207.81,-999,104.07,66.54,44.97,78.33,109.78,77.69
1956,2.19,-999,-999,167.77,172.48,170.92,126.83,99.48,52.95,85.84,237.59,166.36,107.25,78.95,120.71,107.32,157.84,125.99,201.21,59.45,91.31,28.62,49.02,53.52,150.33,176.82,72.27,127.27,64.03,130.47,45.0,70.77,146.66,117.93,41.74,84.66,172.39,67.53,62.56,49.54,157.33,106.11,138.53,206.01,-999,104.25,39.0,57.4,54.27,91.01,82.51
1957,7.16,-999,-999,159.87,147.54,145.91,117.22,68.62,61.95,106.11,236.2,158.58,82.73,78.33,99.72,98.34,113.04,131.31,178.92,66.36,113.93,37.72,50.95,51.76,118.01,160.09,66.25,132.44,60.09,93.79,52.97,90.39,108.92,106.38,54.49,93.53,128.94,64.06,81.37,60.93,151.83,74.29,137.71,166.28,-999,113.55,51.95,52.47,56.73,116.77,65.99
1958,4.27,-999,-999,167.69,148.09,162.32,134.64,94.47,44.18,81.36,216.41,166.3,82.63,86.81,95.01,82.77,129.03,122.76,178.45,45.7,88.89,27.72,45.93,51.49,119.1,166.83,68.46,131.24,64.08,103.77,43.12,66.17,122.6,128.91,40.34,70.03,146.52,84.21,60.66,38.07,160.85,89.44,136.59,168.43,-999,103.57,37.63,76.94,52.45,90.84,75.69
1959,2.29,-999,-999,163.82,158.86,162.68,137.63,86.73,76.35,117.43,232.37,168.68,97.23,71.5,120.69,118.78,130.05,140.51,177.96,76.64,122.76,52.18,75.32,69.32,130.18,164.3,64.77,141.88,76.34,108.16,67.49,100.01,130.94,113.79,81.18,114.94,145.01,58.99,101.58,70.85,165.83,99.21,143.63,180.46,-999,125.46,80.55,42.45,72.57,129.36,75.89
1960,3.73,-999,-999,160.55,158.64,166.47,138.41,89.27,53.5,98.91,226.43,167.35,83.33,85.8,104.54,101.43,129.98,128.53,186.23,57.72,104.09,48.1,52.1,58.13,127.46,167.27,71.36,131.82,70.06,101.46,51.96,77.48,133.95,130.67,47.67,92.12,153.88,75.03,70.45,48.2,163.65,88.0,136.17,186.0,-999,114.87,49.53,54.93,55.36,109.86,74.77
1961,1.02,-999,-999,153.17,145.92,158.25,127.16,76.79,59.49,97.12,239.79,161.79,85.28,86.63,101.14,96.17,113.24,109.32,172.05,64.87,104.33,48.12,57.13,69.93,107.79,159.4,85.09,123.53,84.61,98.35,55.83,85.54,128.77,116.06,59.01,86.37,140.23,76.61,79.64,58.99,152.35,96.5,122.77,182.51,-999,107.52,59.57,65.18,64.74,94.37,76.17
1962,4.4,-999,-999,175.29,164.32,166.79,129.6,86.16,52.87,92.82,227.11,172.95,94.01,72.41,118.09,112.78,142.47,135.38,191.38,53.42,103.74,28.37,59.34,48.13,136.71,180.53,57.65,135.41,52.14,106.75,45.38,77.8,137.49,118.95,52.31,101.97,162.05,63.19,77.84,38.86,166.98,77.33,146.17,193.09,-999,111.96,42.44,48.7,56.49,109.27,66.53
1963,2.01,-999,-999,182.49,186.8,167.45,117.01,97.03,54.74,97.87,230.48,167.59,102.95,79.98,120.98,111.12,162.06,136.44,212.44,60.06,102.05,40.92,60.11,65.18,152.14,194.13,75.63,125.78,81.88,121.81,56.81,83.36,140.05,111.32,46.9,95.46,188.76,62.95,72.37,47.88,158.47,102.76,157.45,212.74,-999,114.67,44.04,56.32,71.98,94.1,77.51
1964,1.11,-999,-999,158.17,153.12,152.68,124.7,82.58,57.4,100.66,227.18,156.17,89.17,61.44,108.95,103.42,131.43,122.05,185.09,51.81,101.62,30.39,58.63,56.24,120.21,169.45,57.33,126.8,62.74,101.98,49.17,84.05,133.76,112.83,55.86,91.64,143.02,51.82,76.49,45.88,150.95,87.77,130.15,184.99,-999,111.57,48.97,36.93,63.49,104.68,65.66
