Year,CONUS
1950,120.76
1951,121.21
1952,119.8
1953,109.48
1954,118.24
1955,122.3
1956,122.3
1957,113.68
1958,121.08
1959,122.55
1960,127.2
1961,120.94
1962,122.05
1963,121.31
1964,124.68
1965,122.05
1966,124.89
1967,122.53
1968,123.82
1969,126.88
1970,125.32
1971,121.33
1972,121.5
1973,110.85
1974,118.81
1975,122.48
1976,131.19
1977,117.76
1978,126.32
1979,121.44
1980,123.18
1981,118.02
1982,118.49
1983,114.66
1984,118.3
1985,119.48
1986,111.66
1987,115.47
1988,123.34
1989,122.27
1990,109.35
1991,114.09
1992,113.29
1993,121.22
1994,113.71
1995,117.53
1996,123.28
1997,119.24
1998,99.81
1999,112.21
2000,116.05
2001,113.27
2002,121.99
2003,114.35
2004,109.37
2005,111.81
2006,108.68
2007,115.27
2008,122.07
2009,116.4
2010,117.29
2011,116.01
2012,105.31
2013,126.94
2014,120.12
2015,106.58
2016,105.77
2017,103.94
2018,121.26
2019,117.98
2020,113.53
2021,111.46
2022,120.99
2023,106.02
2024,101.1
