Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,66.51,93.75,42.58,42.31,8.84,20.56,83.02,94.56,32.97
1931,53.06,85.01,38.2,16.2,2.65,9.07,75.94,62.12,29.51
1932,57.21,102.72,49.72,37.2,6.77,10.38,82.01,96.33,37.4
1933,61.01,92.45,39.94,28.68,5.62,11.95,76.32,95.32,37.1
1934,76.63,80.9,15.45,41.09,7.41,21.69,55.19,93.56,14.97
1935,69.43,98.03,41.17,37.64,9.57,24.64,67.73,95.31,28.46
1936,71.74,107.65,52.25,48.65,12.05,19.91,74.59,110.74,26.78
1937,59.69,106.33,46.93,45.79,7.88,14.33,76.14,109.06,26.96
1938,61.59,92.84,32.86,31.51,7.09,11.82,67.75,89.7,24.93
1939,69.79,91.81,31.8,31.1,3.76,9.49,75.25,93.47,26.35
1940,78.23,94.31,28.64,48.99,16.12,25.4,60.11,100.66,17.01
1941,71.91,87.28,25.37,35.88,3.74,18.64,53.28,86.96,15.1
1942,61.0,93.71,39.87,38.85,8.17,20.04,71.18,87.32,26.46
1943,77.83,97.98,39.7,49.18,11.8,21.77,66.3,109.91,23.24
1944,73.31,102.85,44.15,41.67,5.85,15.48,75.09,91.51,27.08
1945,70.89,97.58,32.83,42.11,7.46,16.56,72.71,93.32,21.81
1946,60.62,86.17,32.91,30.69,4.4,10.3,62.78,84.72,22.5
1947,73.94,97.99,34.06,47.41,9.7,18.24,75.71,105.6,22.37
1948,68.39,107.73,46.31,46.28,10.79,17.73,79.76,96.53,31.92
1949,57.06,101.51,50.83,32.54,5.86,6.94,72.2,92.84,32.31
1950,66.26,110.42,38.7,54.27,9.11,15.61,63.01,115.66,18.63
1951,60.46,118.04,44.19,48.15,12.0,20.25,75.36,103.04,22.92
1952,52.0,106.97,48.34,27.81,4.69,9.18,75.77,92.7,27.09
1953,42.46,82.56,20.14,27.69,4.86,10.47,65.96,81.67,21.65
1954,61.22,85.68,35.67,31.0,5.65,16.27,60.91,85.24,23.06
1955,71.98,118.86,49.43,52.45,11.49,24.19,80.73,108.77,31.35
1956,65.4,102.68,43.42,37.65,5.95,11.78,77.11,104.29,27.31
1957,59.23,96.4,39.52,35.24,6.37,12.58,57.05,97.26,24.19
1958,70.42,96.67,24.77,53.48,14.9,31.57,65.59,91.22,17.98
1959,70.65,98.9,38.92,44.82,11.65,19.46,69.23,101.7,27.66
1960,77.34,106.08,43.87,62.21,14.21,33.22,72.61,106.38,25.17
