Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,1.1,1.12,0.2,1.9,10.48,6.81,0.55,0.87,0.0
1901,1.05,1.85,0.0,4.8,9.77,3.34,1.05,1.17,0.34
1902,0.09,0.17,0.0,0.56,11.62,5.07,0.45,0.06,1.64
1903,0.25,0.32,0.06,0.79,5.35,4.43,0.22,0.12,0.55
1904,0.25,0.14,0.0,0.34,3.04,0.74,0.3,0.07,1.25
1905,0.57,0.17,0.15,0.86,8.18,2.94,0.45,0.1,0.32
1906,0.64,0.03,0.96,0.36,5.25,2.82,0.62,0.08,0.32
1907,0.48,0.32,0.07,0.95,6.77,2.2,0.13,0.0,0.17
1908,1.51,0.18,0.27,0.56,3.99,1.6,0.36,0.17,0.86
1909,0.3,0.47,0.0,1.28,10.89,1.04,0.39,0.13,0.46
1910,0.54,0.37,0.0,0.79,4.88,0.87,0.5,0.1,0.18
1911,1.1,1.3,0.28,1.37,5.34,2.68,0.3,0.77,0.39
1912,0.4,0.68,0.2,1.09,7.88,2.9,0.1,0.04,0.83
1913,0.36,1.51,0.23,2.9,4.45,3.03,0.31,0.38,3.66
1914,0.2,0.76,0.0,2.84,8.55,3.84,0.24,0.34,0.35
1915,0.19,0.01,0.19,0.41,8.84,2.77,0.1,0.01,1.34
1916,0.55,0.66,0.0,2.15,6.28,1.82,0.23,1.42,1.17
1917,0.96,0.97,0.0,1.0,3.92,2.16,0.55,1.33,5.18
1918,0.96,0.52,0.04,2.89,5.54,2.64,0.28,0.52,0.75
1919,0.38,0.73,0.0,1.25,6.9,1.96,0.76,0.67,0.37
1920,0.2,0.14,0.07,0.53,3.49,0.8,1.25,0.04,0.3
1921,0.6,0.57,0.0,1.45,7.7,2.49,0.92,1.12,4.16
1922,0.03,0.4,0.0,1.26,6.83,1.57,0.84,0.23,0.51
1923,0.18,0.22,0.0,1.28,7.6,1.6,0.41,0.15,0.5
1924,0.3,0.29,0.23,0.99,13.63,1.63,0.36,0.05,0.24
1925,0.26,0.68,0.13,1.58,12.56,3.6,0.41,0.13,1.81
1926,0.57,0.45,0.14,0.79,9.19,2.97,0.83,0.24,0.27
1927,0.18,0.26,0.06,0.36,9.29,0.98,0.18,0.17,0.3
1928,0.32,0.3,0.14,0.91,7.82,2.85,0.46,0.23,0.58
1929,0.29,1.07,0.13,0.67,7.5,1.14,0.79,0.49,0.42
1930,0.89,1.33,0.03,5.11,14.42,5.55,0.34,0.64,0.83
1931,0.52,3.2,0.0,4.84,11.56,3.19,1.27,3.41,2.35
1932,0.07,0.97,0.0,1.84,16.47,3.5,0.56,0.89,0.6
1933,0.53,1.0,0.06,2.78,12.68,2.37,0.8,0.86,1.61
1934,0.42,4.75,0.0,10.48,18.31,6.4,0.86,1.15,1.59
1935,0.28,1.94,0.12,3.65,12.56,3.29,0.32,0.41,0.62
1936,0.68,6.87,0.0,12.27,19.05,5.05,1.28,2.48,0.76
1937,0.5,2.16,0.02,1.52,10.95,2.18,1.23,0.77,0.54
1938,0.36,1.31,0.06,1.75,6.95,1.44,0.64,0.75,0.88
1939,0.35,1.67,0.0,1.78,9.73,1.65,1.36,0.37,0.33
1940,0.41,1.82,0.0,2.07,8.4,2.75,1.03,0.6,0.05
1941,0.38,0.66,0.14,2.16,12.2,5.74,1.03,0.74,0.55
1942,0.5,0.73,0.0,1.97,8.83,3.98,0.21,0.62,0.17
1943,0.66,0.68,0.0,2.92,14.83,4.2,0.5,0.19,0.37
1944,0.7,0.69,0.0,1.79,10.44,2.6,0.26,0.58,0.18
1945,0.36,0.49,0.0,1.12,8.98,3.64,0.22,0.07,0.45
1946,0.04,0.48,0.17,1.69,6.48,0.85,0.51,0.18,0.4
1947,0.27,1.65,0.07,1.58,9.84,0.76,0.88,1.13,0.2
1948,0.79,0.23,0.0,0.4,8.86,3.34,0.69,0.41,0.02
1949,1.22,0.33,0.0,1.45,8.47,2.8,0.85,0.66,0.15
1950,0.11,0.18,0.0,0.58,4.33,1.17,0.3,0.01,0.44
1951,0.21,0.09,0.0,0.79,12.38,1.75,0.34,0.01,0.09
1952,1.28,0.7,0.0,3.69,12.73,5.1,0.4,0.33,0.35
1953,0.66,0.87,0.0,3.1,10.47,1.93,0.98,0.51,0.09
1954,0.16,0.59,0.0,3.91,14.64,2.87,0.71,0.07,0.13
1955,1.54,2.19,0.0,1.93,5.77,1.88,0.18,1.06,0.44
1956,0.34,0.25,0.0,1.29,5.6,1.29,0.64,0.01,0.19
1957,0.26,0.47,0.0,0.95,8.23,2.03,0.89,0.1,0.08
1958,0.11,0.16,0.06,0.28,8.08,3.88,0.8,0.06,0.46
1959,0.72,0.44,0.12,0.91,4.46,2.09,1.02,0.62,0.64
1960,0.13,0.21,0.0,0.45,6.77,1.38,0.99,0.04,0.81
1961,0.31,0.09,0.14,0.55,3.26,1.53,0.66,0.04,1.15
1962,0.05,0.03,0.0,0.42,8.71,1.12,0.42,0.0,0.03
1963,0.28,0.72,0.06,0.93,9.4,0.71,0.37,0.06,0.11
1964,0.14,1.23,0.07,1.57,7.96,1.59,0.81,0.62,0.23
1965,0.28,0.01,0.06,0.52,4.3,0.95,0.15,0.06,0.17
1966,0.37,0.84,0.0,1.8,8.27,1.68,0.98,0.3,0.25
1967,0.09,0.02,0.0,0.12,5.79,1.27,0.8,0.06,0.98
1968,0.57,0.45,0.19,0.93,5.62,2.46,0.31,0.64,0.17
1969,0.37,0.56,0.07,1.92,14.14,2.74,1.13,0.19,0.17
1970,0.07,0.74,0.19,1.32,10.47,1.6,1.13,0.39,0.39
1971,0.16,0.22,0.0,0.38,5.54,0.79,1.1,0.14,0.45
1972,0.55,0.15,0.0,0.44,6.4,1.5,0.51,0.2,1.11
1973,0.69,0.32,0.0,0.29,7.75,1.21,0.39,0.28,0.21
1974,0.14,0.83,0.0,0.53,5.06,0.83,0.58,0.21,0.28
1975,0.32,0.54,0.12,0.26,5.35,1.7,0.7,0.12,0.42
1976,0.06,0.63,0.07,0.31,2.45,0.78,0.55,0.69,0.22
1977,0.62,0.92,0.19,2.36,10.62,3.38,0.91,0.72,0.65
1978,0.6,0.4,0.0,1.54,11.72,2.05,0.64,0.03,1.0
1979,0.61,0.1,0.0,0.43,9.21,1.75,0.3,0.06,0.27
1980,0.73,0.99,0.0,5.29,21.91,4.69,0.51,0.21,0.82
1981,0.63,0.47,0.0,1.63,15.1,3.52,1.18,0.11,0.6
1982,0.36,0.4,0.0,0.46,9.4,1.08,0.68,0.26,0.12
1983,0.8,1.11,0.0,3.18,11.0,3.73,0.63,0.39,0.58
1984,0.63,0.23,0.07,0.89,5.47,0.98,0.45,0.07,1.11
1985,0.5,0.09,0.07,0.61,7.48,0.83,1.23,0.07,0.19
1986,0.37,0.4,0.05,1.3,10.56,3.77,0.73,0.74,0.0
1987,0.97,0.43,0.0,1.18,11.55,2.68,0.49,0.68,0.33
1988,1.43,1.9,0.0,3.22,10.55,2.16,0.8,2.12,0.47
1989,0.34,0.42,0.0,1.08,7.01,1.03,1.17,0.25,0.04
1990,0.18,0.77,0.0,1.51,9.71,1.87,1.81,0.19,1.18
1991,0.54,0.89,0.0,1.56,7.2,3.21,0.49,0.67,0.46
1992,0.25,0.05,0.05,1.17,6.09,2.94,0.68,0.04,0.22
1993,1.06,0.11,0.0,2.25,13.32,3.73,0.85,0.08,0.18
1994,0.75,0.17,0.03,0.55,6.3,1.35,2.08,0.11,0.12
1995,1.51,0.81,0.06,3.48,16.65,3.75,0.93,1.02,0.16
1996,0.07,0.42,0.0,1.2,9.26,1.77,1.38,0.43,1.26
1997,0.49,0.28,0.0,1.38,11.19,2.58,0.81,0.1,0.03
1998,0.33,0.2,0.2,2.85,26.15,4.36,1.24,0.03,1.14
1999,1.7,1.03,0.0,3.79,16.75,3.67,0.85,0.8,0.85
2000,0.24,0.35,0.03,1.51,14.19,1.87,2.35,0.07,0.57
2001,1.07,0.96,0.0,2.17,11.92,1.48,1.28,1.13,0.75
2002,1.77,0.93,0.15,1.92,10.89,2.81,2.61,0.41,0.39
2003,0.41,0.41,0.11,0.95,11.54,1.59,3.94,0.01,1.01
2004,0.34,0.06,0.0,0.41,10.64,0.79,1.6,0.0,0.18
2005,1.2,0.77,0.0,2.38,16.92,3.81,0.84,0.41,0.78
2006,1.93,0.9,0.15,3.18,13.9,3.16,1.35,1.16,2.69
2007,0.52,0.39,0.0,2.63,14.2,4.9,2.0,0.11,0.73
2008,0.41,0.06,0.0,1.13,13.51,2.79,2.24,0.0,0.86
2009,0.28,0.08,0.0,1.23,14.54,2.08,2.13,0.02,0.25
2010,2.19,0.34,0.0,3.94,31.49,11.01,2.91,0.11,0.49
2011,1.34,1.96,0.0,6.36,24.04,7.42,2.24,1.21,0.68
2012,1.2,1.15,0.0,3.83,16.51,4.66,2.46,1.07,1.27
2013,1.36,0.21,0.25,1.32,10.3,1.9,1.34,0.44,2.4
2014,0.24,0.08,0.05,0.87,11.7,1.89,0.72,0.0,1.06
2015,0.84,0.19,0.41,1.41,18.93,3.27,1.33,0.0,0.89
2016,1.83,0.68,0.0,2.58,20.79,6.88,1.78,0.2,0.39
2017,0.6,0.31,0.0,1.48,14.77,4.66,1.59,0.1,3.42
2018,1.55,0.63,0.0,2.2,19.76,2.89,2.79,0.32,0.98
2019,1.28,0.5,0.0,1.8,23.23,3.87,1.82,0.13,0.4
2020,0.97,0.55,0.09,0.77,19.86,4.94,2.19,0.1,2.49
2021,0.58,0.26,0.55,1.27,17.68,3.14,2.85,0.06,2.28
2022,1.45,1.07,0.04,4.14,21.09,5.1,3.01,0.27,1.92
2023,0.74,0.46,0.0,3.03,25.76,3.83,1.78,0.19,1.63
2024,1.18,0.18,0.07,2.02,27.85,8.14,3.61,0.14,3.82
