Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,-999,-999,-999,0.34,0.32,0.0,0.46,0.0,0.32,0.0,0.63,0.32,0.16,0.0,0.07,0.08,0.16,0.03,0.77,0.08,0.15,0.07,0.04,0.07,0.08,0.5,0.0,0.32,0.0,0.06,0.1,0.17,0.0,0.0,0.03,0.03,0.43,0.23,0.23,0.0,0.03,0.02,0.11,-999,0.0,0.07,0.0,0.05,0.09,0.04,0.0
1951,-999,-999,-999,0.69,0.23,0.11,0.19,0.07,0.0,0.0,0.65,0.08,0.13,0.0,0.27,0.09,0.3,0.12,0.43,0.06,0.08,0.0,0.01,0.03,0.04,0.53,0.0,0.19,0.0,0.04,0.01,0.02,0.0,0.0,0.01,0.0,0.13,0.06,0.0,0.0,0.05,0.0,0.18,-999,0.0,0.05,0.0,0.2,0.05,0.04,0.0
1952,-999,-999,-999,0.1,0.33,0.0,0.26,0.0,0.11,0.68,0.17,0.11,0.09,0.0,0.04,0.05,0.01,0.05,0.29,0.0,0.25,0.0,0.01,0.04,0.02,0.06,0.0,0.18,0.07,0.05,0.1,0.25,0.02,0.0,0.06,0.02,0.12,0.04,0.1,0.41,0.07,0.03,0.08,-999,0.0,0.03,0.0,0.01,0.04,0.0,0.0
1953,-999,-999,-999,0.52,0.15,0.0,0.11,0.0,0.0,0.0,1.03,0.36,0.08,0.0,0.05,0.05,0.07,0.0,1.48,0.09,0.2,0.0,0.0,0.08,0.01,0.4,0.0,0.3,0.0,0.02,0.01,0.18,0.0,0.0,0.05,0.0,0.28,0.12,0.0,0.41,0.12,0.01,0.07,-999,0.0,0.08,0.0,0.22,0.05,0.0,0.0
1954,-999,-999,-999,0.13,0.17,0.01,0.21,0.0,0.13,0.0,0.51,0.07,0.24,0.0,0.15,0.08,0.01,0.01,0.5,0.78,0.07,0.53,0.04,0.07,0.02,0.4,0.0,0.31,0.0,0.03,0.48,0.15,0.09,0.0,0.06,0.08,0.07,0.04,0.19,1.01,0.23,0.02,0.1,-999,0.0,0.33,0.0,0.17,0.02,0.08,0.0
1955,-999,-999,-999,0.47,0.29,0.0,0.55,0.0,1.55,0.0,0.24,0.06,0.04,0.0,0.05,0.06,0.11,0.01,1.24,0.83,0.77,0.0,0.06,0.09,0.16,0.63,0.0,0.64,0.0,0.03,0.13,0.47,0.09,0.0,0.22,0.02,0.3,0.17,0.22,0.41,0.08,0.0,0.14,-999,0.0,0.33,0.0,0.26,0.02,0.0,0.0
1956,-999,-999,-999,0.66,0.11,0.0,0.28,0.0,0.0,0.0,0.52,0.42,0.01,0.0,0.08,0.06,0.03,0.02,0.45,0.0,0.54,0.0,0.0,0.04,0.16,0.45,0.0,0.15,0.03,0.04,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.02,0.37,-999,0.0,0.16,0.0,0.03,0.06,0.03,0.0
1957,-999,-999,-999,0.38,0.79,0.0,0.14,0.09,0.0,0.0,0.56,0.26,0.02,0.0,0.21,0.13,0.11,0.2,0.42,0.0,0.0,0.0,0.09,0.12,0.25,0.54,0.0,0.16,0.03,0.06,0.01,0.0,0.0,0.0,0.02,0.02,0.44,0.08,0.02,0.0,0.18,0.04,0.22,-999,0.0,0.14,0.0,0.02,0.03,0.0,0.0
1958,-999,-999,-999,0.15,0.4,0.0,0.13,0.02,0.0,0.36,0.42,0.1,0.09,0.0,0.11,0.18,0.19,0.0,0.35,0.0,0.17,0.16,0.03,0.02,0.29,0.27,0.0,0.4,0.0,0.07,0.01,0.38,0.07,0.0,0.0,0.01,0.2,0.01,0.01,0.0,0.14,0.01,0.04,-999,0.0,0.12,0.0,0.12,0.1,0.03,0.0
1959,-999,-999,-999,0.11,0.24,0.05,0.18,0.02,0.22,0.0,0.66,0.27,0.09,0.0,0.1,0.08,0.09,0.0,0.45,0.17,0.17,0.06,0.08,0.08,0.07,0.37,0.0,0.23,0.0,0.02,0.32,0.47,0.0,0.0,0.02,0.11,0.38,0.09,0.01,0.0,0.9,0.0,0.03,-999,0.0,0.19,0.0,0.17,0.1,0.0,0.0
1960,-999,-999,-999,0.13,0.26,0.0,0.15,0.0,0.71,1.04,0.76,0.09,0.03,0.0,0.03,0.1,0.05,0.09,0.18,0.3,0.55,0.05,0.0,0.04,0.04,0.19,0.0,0.51,0.0,0.03,0.52,0.43,0.11,0.0,0.04,0.0,0.26,0.12,0.05,0.29,0.11,0.0,0.16,-999,0.0,0.16,0.0,0.02,0.05,0.0,0.0
1961,-999,-999,-999,1.21,0.37,0.0,0.07,0.0,0.0,0.0,0.1,0.45,0.26,0.0,0.36,0.11,0.4,0.07,0.7,0.08,0.0,0.08,0.0,0.02,0.39,0.76,0.02,0.13,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.38,0.33,0.0,0.68,0.08,0.01,0.13,-999,0.0,0.22,0.0,0.11,0.05,0.03,0.0
1962,-999,-999,-999,0.32,0.11,0.05,0.51,0.0,0.0,0.0,0.31,0.23,0.21,0.0,0.03,0.01,0.09,0.08,0.46,0.32,0.09,0.1,0.0,0.09,0.04,0.32,0.0,0.26,0.0,0.03,0.21,0.0,0.0,0.0,0.0,0.03,0.07,0.03,0.0,0.4,0.13,0.0,0.34,-999,0.0,0.05,0.0,0.16,0.03,0.0,0.0
1963,-999,-999,-999,0.23,0.2,0.0,0.42,0.0,0.0,0.0,0.64,0.21,0.07,0.0,0.01,0.0,0.09,0.21,0.12,0.0,0.0,0.0,0.02,0.07,0.08,0.04,0.0,0.16,0.03,0.09,0.01,0.0,0.02,0.0,0.0,0.05,0.18,0.01,0.0,0.0,0.4,0.02,0.27,-999,0.01,0.19,0.0,0.06,0.0,0.02,0.0
1964,-999,-999,-999,0.74,0.4,0.01,0.33,0.03,0.0,0.0,1.17,0.69,0.15,0.0,0.02,0.13,0.15,0.3,1.03,0.0,0.09,0.0,0.0,0.02,0.15,0.69,0.07,0.76,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.14,0.18,0.28,0.01,0.0,0.98,0.03,0.16,-999,0.0,0.25,0.0,0.04,0.07,0.07,0.09
1965,-999,-999,-999,0.54,0.61,0.0,0.14,0.04,0.13,0.0,0.55,0.13,0.06,0.0,0.08,0.03,0.15,0.17,0.39,0.0,0.11,0.0,0.02,0.01,0.21,0.14,0.0,0.3,0.03,0.03,0.01,0.0,0.03,0.0,0.01,0.03,0.2,0.14,0.0,0.0,0.24,0.01,0.12,-999,0.0,0.05,0.0,0.11,0.04,0.0,0.0
1966,-999,-999,-999,0.14,0.56,0.0,0.35,0.03,0.0,0.0,0.53,0.29,0.04,0.0,0.02,0.03,0.04,0.0,0.79,0.0,0.38,0.08,0.0,0.04,0.16,0.47,0.0,0.23,0.06,0.09,0.1,0.52,0.1,0.0,0.02,0.06,0.07,0.03,0.04,0.0,0.23,0.01,0.07,-999,0.0,0.13,0.0,0.02,0.03,0.0,0.0
1967,-999,-999,-999,0.34,0.16,0.04,0.18,0.0,0.0,0.36,0.42,0.17,0.11,0.0,0.08,0.05,0.16,0.15,0.8,0.04,0.0,0.05,0.01,0.01,0.11,0.53,0.03,0.17,0.0,0.03,0.01,0.49,0.0,0.0,0.01,0.01,0.15,0.01,0.09,0.0,0.29,0.01,0.25,-999,0.0,0.09,0.0,0.08,0.03,0.0,0.0
1968,-999,-999,-999,0.14,0.35,0.0,0.08,0.02,0.0,0.0,0.63,0.08,0.15,0.0,0.14,0.09,0.16,0.01,0.14,0.13,0.0,0.0,0.06,0.08,0.16,0.17,0.0,0.12,0.03,0.11,0.23,0.21,0.0,0.0,0.03,0.05,0.14,0.06,0.06,0.0,0.13,0.0,0.17,-999,0.16,0.14,0.0,0.13,0.01,0.0,0.0
1969,-999,-999,-999,0.47,0.5,0.0,0.54,0.02,0.12,1.04,0.86,0.44,0.08,0.0,0.18,0.03,0.19,0.15,0.75,0.13,0.42,0.3,0.0,0.0,0.37,0.48,0.0,0.34,0.01,0.05,0.66,0.32,0.07,0.0,0.02,0.2,0.23,0.06,0.16,0.35,0.23,0.0,0.35,-999,0.0,0.3,0.0,0.02,0.05,0.06,0.0
1970,-999,-999,-999,0.84,0.33,0.09,0.22,0.0,0.0,0.0,0.65,0.32,0.19,0.0,0.05,0.01,0.07,0.01,0.36,0.0,0.08,0.16,0.04,0.02,0.19,0.33,0.0,0.2,0.02,0.01,0.26,0.0,0.04,0.2,0.0,0.0,0.32,0.03,0.02,0.0,0.25,0.0,0.28,-999,0.0,0.08,0.0,0.05,0.02,0.0,0.0
1971,-999,-999,-999,0.38,0.36,0.0,0.08,0.0,0.42,0.78,0.19,0.26,0.06,0.0,0.05,0.05,0.06,0.08,0.43,0.03,0.38,0.0,0.0,0.02,0.08,0.36,0.02,0.34,0.02,0.02,0.01,0.68,0.02,0.0,0.11,0.03,0.23,0.06,0.11,0.0,0.25,0.04,0.11,-999,0.0,0.05,0.0,0.09,0.0,0.0,0.0
1972,-999,-999,-999,0.46,0.27,0.0,0.05,0.0,0.6,0.41,0.84,0.37,0.23,0.0,0.06,0.0,0.12,0.18,0.45,0.11,0.27,0.0,0.07,0.05,0.04,0.3,0.0,0.21,0.0,0.04,0.01,0.13,0.0,0.0,0.12,0.03,0.21,0.12,0.36,0.29,0.08,0.04,0.13,-999,0.0,0.67,0.0,0.2,0.07,0.03,0.0
1973,-999,-999,-999,0.48,0.76,0.0,0.2,0.0,0.02,0.0,0.39,0.25,0.16,0.0,0.1,0.06,0.37,0.17,1.3,0.14,0.09,0.22,0.0,0.11,0.51,1.13,0.02,0.34,0.02,0.11,0.3,0.35,0.0,0.0,0.0,0.05,0.31,0.09,0.06,0.4,0.84,0.01,0.89,-999,0.0,0.06,0.0,0.07,0.02,0.05,0.0
1974,-999,-999,-999,0.51,0.78,0.0,0.18,0.0,0.12,0.26,0.46,0.07,0.09,0.0,0.11,0.01,0.14,0.13,0.51,0.04,0.0,0.0,0.03,0.02,0.13,0.62,0.02,0.11,0.03,0.03,0.0,0.15,0.02,0.0,0.01,0.01,0.45,0.11,0.0,0.0,0.12,0.02,0.25,-999,0.0,0.0,0.0,0.02,0.07,0.0,0.0
1975,-999,-999,-999,0.75,0.29,0.0,0.11,0.04,0.11,0.36,0.47,0.15,0.04,0.0,0.05,0.17,0.1,0.21,0.64,0.0,0.37,0.0,0.11,0.03,0.21,0.76,0.02,0.18,0.03,0.01,0.01,0.07,0.0,0.0,0.21,0.07,0.21,0.05,0.17,0.0,0.1,0.01,0.89,-999,0.0,0.13,0.01,0.24,0.09,0.02,0.0
1976,-999,-999,-999,0.3,0.14,0.0,0.1,0.0,0.21,0.0,0.55,0.35,0.07,0.0,0.04,0.03,0.12,0.06,0.11,0.04,0.08,0.0,0.03,0.01,0.15,0.1,0.02,0.33,0.0,0.01,0.07,0.0,0.02,0.0,0.01,0.04,0.11,0.01,0.04,0.4,0.43,0.04,0.06,-999,0.0,0.14,0.0,0.02,0.02,0.04,0.08
1977,-999,-999,-999,0.51,0.26,0.0,0.12,0.02,0.2,0.0,0.34,0.28,0.2,0.0,0.15,0.03,0.2,0.22,1.17,0.1,0.0,0.0,0.01,0.05,0.16,0.61,0.0,0.5,0.05,0.09,0.07,0.07,0.0,0.0,0.07,0.02,0.28,0.05,0.1,0.0,0.33,0.04,0.29,-999,0.0,0.09,0.0,0.19,0.07,0.0,0.0
1978,-999,-999,-999,0.5,0.42,0.06,0.27,0.0,0.0,0.0,0.69,0.06,0.2,0.0,0.09,0.2,0.08,0.42,0.8,0.19,0.0,0.0,0.07,0.12,0.08,0.34,0.01,0.07,0.0,0.04,0.01,0.0,0.0,0.0,0.01,0.0,0.15,0.01,0.01,0.0,0.09,0.0,0.26,-999,0.05,0.06,0.0,0.02,0.18,0.0,0.0
1979,-999,-999,-999,1.28,0.22,0.0,0.17,0.02,0.2,0.0,0.77,0.42,0.1,0.0,0.15,0.25,0.17,0.39,0.96,0.04,0.31,0.0,0.0,0.0,0.24,1.55,0.0,0.61,0.03,0.02,0.01,0.08,0.0,0.0,0.07,0.17,0.35,0.01,0.13,0.74,0.65,0.01,0.49,-999,0.0,0.32,0.0,0.21,0.03,0.03,0.0
1980,-999,-999,-999,0.36,0.22,0.0,0.25,0.0,0.34,0.0,0.18,0.17,0.14,0.0,0.04,0.02,0.03,0.0,1.24,0.0,0.11,0.0,0.05,0.04,0.01,0.94,0.0,0.11,0.0,0.01,0.01,0.02,0.13,0.0,0.02,0.02,0.27,0.08,0.0,0.0,0.13,0.01,0.35,-999,0.01,0.07,0.0,0.25,0.14,0.0,0.0
1981,-999,-999,-999,0.6,0.25,0.0,0.17,0.08,0.0,0.0,0.36,0.38,0.15,0.0,0.16,0.07,0.1,0.05,0.25,0.07,0.0,0.26,0.15,0.05,0.14,0.11,0.0,0.33,0.0,0.04,0.07,0.0,0.1,0.0,0.05,0.1,0.38,0.26,0.07,0.0,0.07,0.07,0.0,-999,0.0,0.04,0.0,0.05,0.09,0.0,0.0
1982,-999,-999,-999,0.41,0.73,0.0,0.41,0.0,0.64,0.0,0.76,0.27,0.15,0.0,0.34,0.1,0.07,0.09,1.25,0.0,0.0,0.0,0.01,0.0,0.6,1.19,0.0,0.08,0.06,0.08,0.01,0.01,0.0,0.19,0.02,0.0,0.3,0.08,0.05,0.83,0.04,0.0,0.12,-999,0.03,0.14,0.0,0.39,0.15,0.0,0.0
1983,-999,-999,-999,0.82,0.37,0.06,0.24,0.0,0.0,0.0,0.35,0.09,0.08,0.0,0.07,0.02,0.1,0.22,1.47,0.04,0.09,0.26,0.05,0.15,0.13,1.5,0.0,0.16,0.0,0.08,0.01,0.04,0.0,0.0,0.06,0.01,0.49,0.04,0.05,1.01,0.04,0.01,0.36,-999,0.0,0.06,0.0,0.15,0.04,0.0,0.0
1984,-999,-999,-999,0.23,0.38,0.0,0.05,0.0,0.0,0.36,0.63,0.37,0.03,0.0,0.04,0.04,0.1,0.44,0.96,0.07,0.12,0.0,0.02,0.02,0.11,0.47,0.0,0.31,0.0,0.04,0.16,0.02,0.0,0.0,0.05,0.0,0.06,0.06,0.08,1.01,0.2,0.1,0.27,-999,0.0,0.02,0.1,0.12,0.03,0.0,0.0
1985,-999,-999,-999,0.18,0.5,0.0,0.1,0.0,0.21,0.36,0.57,0.29,0.09,0.0,0.05,0.02,0.24,0.04,0.64,0.13,0.68,0.0,0.0,0.06,0.24,0.16,0.0,0.45,0.0,0.06,0.07,0.23,0.0,0.0,0.02,0.01,0.47,0.01,0.18,0.29,0.21,0.0,0.1,-999,0.0,0.4,0.0,0.01,0.08,0.35,0.13
1986,-999,-999,-999,0.11,0.19,0.0,0.4,0.0,0.2,0.0,0.44,0.29,0.15,0.0,0.18,0.0,0.26,0.06,0.32,0.0,0.03,0.0,0.33,0.17,0.54,0.27,0.09,0.17,0.0,0.08,0.07,0.15,0.0,0.0,0.0,0.0,0.81,0.02,0.1,0.41,0.11,0.06,0.21,-999,0.0,0.01,0.16,0.22,0.15,0.0,0.08
1987,-999,-999,-999,0.09,0.64,0.03,0.11,0.0,0.32,0.0,0.56,0.03,0.2,0.34,0.08,0.04,0.09,0.0,0.61,0.12,0.1,0.23,0.01,0.09,0.09,0.33,0.0,0.15,0.02,0.05,0.1,0.04,0.0,0.0,0.04,0.01,0.29,0.08,0.09,0.0,0.14,0.02,0.17,-999,0.0,0.29,0.1,0.03,0.01,0.0,0.0
1988,-999,-999,-999,0.32,0.4,0.0,0.16,0.0,0.0,0.0,0.41,0.08,0.11,0.0,0.01,0.0,0.05,0.11,0.61,0.03,0.0,0.0,0.0,0.0,0.03,0.32,0.01,0.07,0.01,0.05,0.29,0.0,0.0,0.0,0.0,0.01,0.18,0.01,0.05,0.0,0.15,0.03,0.21,-999,0.0,0.0,0.0,0.02,0.02,0.0,0.0
1989,-999,-999,-999,0.46,0.28,0.0,0.09,0.0,0.11,0.68,0.35,0.28,0.09,0.0,0.1,0.2,0.12,0.24,1.12,0.0,0.3,0.0,0.03,0.07,0.13,0.23,0.0,0.23,0.0,0.11,0.07,0.33,0.07,0.0,0.03,0.02,0.22,0.02,0.03,0.0,0.4,0.04,0.17,-999,0.0,0.12,0.1,0.21,0.05,0.0,0.0
1990,-999,-999,-999,1.45,0.65,0.0,0.06,0.03,0.13,0.0,0.29,0.7,0.24,0.0,0.17,0.13,0.06,0.17,0.32,0.32,0.23,0.05,0.0,0.07,0.14,0.86,0.01,0.53,0.0,0.11,0.12,0.32,0.0,0.0,0.01,0.09,0.14,0.04,0.01,0.69,0.79,0.02,0.31,-999,0.0,0.25,0.1,0.39,0.12,0.0,0.0
1991,-999,-999,-999,0.3,0.51,0.0,0.19,0.0,0.54,0.0,0.76,0.41,0.06,0.0,0.07,0.04,0.08,0.1,1.38,0.55,0.34,0.2,0.02,0.02,0.12,1.27,0.0,0.23,0.01,0.03,0.24,0.15,0.12,0.0,0.03,0.01,0.23,0.03,0.0,0.0,0.3,0.01,0.29,-999,0.0,0.06,0.0,0.14,0.08,0.0,0.0
1992,-999,-999,-999,0.27,0.12,0.0,0.14,0.0,0.22,0.0,0.51,0.15,0.11,0.0,0.06,0.21,0.12,0.04,0.95,0.16,0.0,0.0,0.02,0.07,0.07,0.62,0.0,0.21,0.0,0.05,0.07,0.16,0.07,0.0,0.01,0.07,0.26,0.01,0.03,0.35,0.04,0.04,0.1,-999,0.0,0.09,0.0,0.06,0.08,0.0,0.0
1993,-999,-999,-999,0.22,0.47,0.0,0.24,0.0,0.0,0.0,0.17,0.07,0.18,0.0,0.18,0.26,0.26,0.11,0.8,0.0,0.23,0.0,0.0,0.18,0.67,0.46,0.01,0.1,0.09,0.08,0.01,0.0,0.03,0.0,0.0,0.0,0.53,0.01,0.01,0.0,0.02,0.01,0.15,-999,0.0,0.19,0.0,0.17,0.08,0.0,0.0
1994,-999,-999,-999,0.42,0.49,0.0,0.08,0.0,0.0,0.0,1.01,0.71,0.05,0.0,0.09,0.0,0.09,0.0,0.74,0.17,0.35,0.05,0.1,0.2,0.32,0.6,0.0,0.36,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.15,0.22,0.14,0.0,0.53,0.07,0.23,-999,0.0,0.07,0.0,0.24,0.09,0.02,0.0
1995,-999,-999,-999,0.99,0.1,0.0,0.69,0.0,0.01,0.0,0.83,0.73,0.03,-999.0,0.07,0.1,0.1,0.13,1.59,0.0,0.0,0.01,0.04,0.08,0.24,0.46,0.0,0.5,0.03,0.05,0.44,0.03,0.0,0.0,0.03,0.05,0.25,0.09,0.16,0.0,0.79,0.01,0.12,-999,0.0,0.18,0.0,0.19,0.06,0.04,0.0
1996,-999,-999,-999,0.31,0.24,0.0,0.38,0.0,0.49,0.36,0.68,0.18,0.15,0.0,0.27,0.21,0.11,0.13,0.63,0.59,0.12,0.21,0.01,0.07,0.17,0.28,0.0,0.8,0.0,0.06,0.54,0.34,0.0,0.0,0.07,0.03,0.27,0.74,0.06,0.29,0.23,0.07,0.32,-999,0.0,0.28,0.0,0.13,0.06,0.14,0.0
1997,-999,-999,-999,0.54,0.51,0.0,0.25,0.07,0.0,0.36,0.81,0.46,0.04,0.0,0.02,0.02,0.05,0.52,0.64,0.0,0.19,0.0,0.01,0.01,0.09,0.38,0.08,0.19,0.05,0.03,0.01,0.5,0.0,0.0,0.0,0.09,0.28,0.04,0.01,0.0,0.38,0.05,0.31,-999,0.01,0.18,0.0,0.21,0.04,0.02,0.0
1998,-999,-999,-999,0.96,0.37,0.0,0.16,0.02,0.01,0.0,1.35,0.56,0.07,0.0,0.08,0.23,0.36,0.18,1.32,0.38,0.21,0.26,0.05,0.02,0.62,0.58,0.0,0.44,0.08,0.04,0.3,0.08,0.04,0.0,0.04,0.02,0.32,0.31,0.0,0.35,0.71,0.02,0.3,-999,0.0,0.06,0.0,0.17,0.05,0.07,0.08
1999,-999,-999,-999,0.23,0.26,0.0,0.09,0.03,0.84,1.04,0.56,0.19,0.13,0.0,0.08,0.0,0.09,0.11,0.53,0.68,0.55,0.45,0.08,0.03,0.16,0.61,0.0,1.08,0.09,0.08,0.58,0.66,0.04,0.0,0.2,0.01,0.07,0.16,0.31,0.0,0.21,0.12,0.33,-999,0.0,0.45,0.24,0.19,0.04,0.0,0.0
