Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,2.66,3.32,0.51,14.42,49.32,20.59,5.49,2.74,5.56
1931,4.06,6.89,0.54,21.5,55.59,23.22,7.01,9.15,8.84
1932,2.54,2.5,0.18,11.01,59.69,21.68,7.38,2.65,6.2
1933,3.37,3.14,0.14,14.66,58.69,19.26,8.35,3.57,8.02
1934,3.25,6.72,0.28,23.87,62.25,27.82,9.82,3.61,10.16
1935,4.08,5.5,0.56,14.67,52.19,19.84,6.67,3.54,11.73
1936,3.81,10.44,0.25,26.58,65.11,22.31,8.84,5.78,16.0
1937,4.0,5.31,0.39,10.96,52.27,15.82,8.02,4.16,14.27
1938,4.22,3.39,0.41,12.57,47.36,17.69,7.52,2.41,12.7
1939,3.37,3.04,0.58,10.54,52.35,19.63,6.96,1.97,12.4
1940,3.89,3.39,0.44,10.98,42.55,20.45,7.92,2.96,10.37
1941,4.14,2.82,0.59,14.89,65.4,26.45,7.04,3.95,7.14
1942,4.19,1.43,0.2,11.42,48.44,24.66,8.54,1.73,9.99
1943,4.96,2.46,0.16,18.04,62.31,24.8,9.84,1.59,8.32
1944,4.29,1.63,0.18,11.08,51.89,16.13,7.73,2.29,7.12
1945,3.02,1.48,0.19,7.33,50.03,20.59,6.88,0.72,11.99
1946,1.3,1.76,0.36,7.42,42.53,12.34,6.63,0.96,11.6
1947,4.52,4.2,0.13,14.84,50.52,15.88,7.22,6.23,9.94
1948,3.37,1.24,0.1,5.48,47.43,15.2,8.7,3.03,9.9
1949,6.6,2.19,0.23,14.34,52.54,25.09,9.74,4.28,10.96
1950,1.82,0.32,0.12,3.23,33.71,12.64,5.85,0.22,13.06
1951,1.87,0.79,0.18,5.58,53.26,17.16,8.27,0.41,10.62
1952,5.12,1.98,0.17,16.26,55.6,23.7,10.09,1.93,12.47
1953,3.46,3.18,0.11,14.19,56.26,18.07,9.38,2.93,10.93
1954,1.36,2.84,0.15,15.55,60.24,14.53,11.06,0.95,11.38
1955,7.77,4.87,0.24,13.89,43.1,20.68,8.15,5.32,11.47
1956,1.71,1.09,0.31,8.2,36.4,12.66,9.25,0.66,11.46
1957,2.84,2.21,0.06,9.45,47.36,12.94,9.66,1.47,11.8
1958,2.05,0.97,0.36,5.54,51.61,19.95,12.34,0.64,14.33
1959,6.45,2.15,0.29,11.15,47.76,18.44,10.94,3.7,14.16
1960,1.16,1.81,0.41,5.33,44.67,13.39,11.25,1.64,14.74
1961,3.0,1.12,0.7,5.86,31.14,12.19,9.76,1.27,16.29
1962,0.68,0.41,0.17,5.28,43.04,8.66,8.93,0.14,9.85
1963,1.63,2.41,0.1,5.98,40.31,8.85,9.55,1.12,9.89
1964,2.44,2.58,0.17,9.07,47.36,14.59,9.43,3.17,11.2
1965,2.09,0.67,0.2,4.41,37.71,10.71,7.13,0.7,8.68
1966,2.32,2.61,0.11,8.47,40.26,12.84,10.87,1.97,11.68
1967,0.91,0.26,0.25,2.78,30.62,7.26,9.22,0.39,15.2
1968,4.01,1.65,0.56,13.87,41.52,17.46,7.29,3.41,10.15
1969,3.45,1.67,0.22,9.87,48.95,18.35,10.2,1.52,13.09
1970,2.23,2.22,0.35,10.22,51.28,14.73,10.26,2.22,13.34
1971,2.21,1.11,0.36,5.66,37.28,7.67,10.02,1.31,13.64
1972,3.06,0.96,0.2,7.72,35.33,10.35,8.52,1.85,12.03
1973,4.15,1.62,0.19,7.61,45.0,14.1,9.03,3.16,11.69
1974,1.59,2.2,0.33,5.74,31.84,7.47,10.02,1.79,11.71
1975,2.71,2.57,0.58,7.6,40.26,11.77,7.85,2.29,10.26
1976,1.42,1.92,0.28,4.31,24.29,6.43,8.44,1.58,10.02
1977,4.35,2.17,0.45,13.52,53.47,18.39,10.69,2.94,13.26
1978,3.49,1.74,0.25,10.03,47.58,13.88,10.36,0.92,12.44
1979,4.3,0.65,0.27,5.9,43.15,11.4,9.22,0.45,10.23
1980,3.98,2.16,0.07,17.12,59.61,18.75,11.32,1.2,11.16
1981,2.88,1.3,0.17,9.29,50.12,17.74,12.22,1.06,13.23
1982,2.37,1.25,0.27,6.8,48.64,11.19,10.21,1.07,10.42
1983,3.09,3.94,0.25,16.01,48.38,17.94,11.31,3.3,11.95
1984,3.13,1.14,0.26,6.26,34.71,11.01,11.27,1.16,16.62
1985,2.38,1.05,0.37,6.11,46.52,10.59,10.63,0.96,11.74
1986,3.31,1.92,0.31,10.25,55.95,23.38,8.25,2.33,11.03
1987,4.83,2.86,0.16,10.94,53.28,23.03,7.78,4.07,10.28
1988,7.86,5.2,0.23,16.74,52.31,20.25,9.44,6.28,14.2
1989,3.54,2.31,0.1,8.31,50.53,15.76,7.91,1.78,11.31
1990,2.47,2.38,0.52,10.09,55.26,16.16,9.39,1.6,14.15
1991,4.56,3.09,0.28,14.45,62.71,26.86,7.94,3.72,10.97
1992,1.68,0.27,0.73,5.28,40.26,14.25,7.1,0.33,12.16
1993,4.29,0.72,0.06,15.45,58.39,22.33,7.05,0.79,7.1
1994,5.4,0.71,0.77,8.62,44.67,16.94,10.2,1.13,12.83
1995,6.14,3.16,0.18,16.68,60.01,21.24,6.2,4.36,10.7
1996,1.68,1.4,0.38,8.32,48.77,15.65,9.69,1.71,16.82
1997,2.22,1.51,0.13,8.85,48.26,14.79,8.67,1.24,15.26
1998,3.78,1.64,0.76,14.15,76.7,24.16,9.03,0.87,15.41
1999,7.06,2.87,0.19,16.86,56.73,22.63,9.08,3.12,9.67
2000,2.99,2.45,0.28,11.13,56.36,17.65,12.78,0.83,11.72
2001,4.12,4.07,0.35,14.65,54.59,15.34,11.18,5.31,15.51
2002,6.88,4.95,0.71,16.44,59.35,23.4,12.26,4.11,13.73
2003,4.61,2.19,0.7,8.22,57.22,21.81,14.09,1.22,12.8
2004,3.15,0.76,0.86,6.73,50.87,22.23,9.16,0.49,8.81
2005,8.96,2.93,0.28,14.97,61.8,29.7,10.31,3.39,12.44
2006,7.27,3.15,0.97,16.8,57.2,24.53,11.46,4.03,17.42
2007,3.94,3.23,0.54,14.57,59.99,22.4,11.22,1.69,15.28
2008,2.76,0.86,0.31,8.62,53.68,17.75,10.48,0.4,14.37
