Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,0.18,0.1,0.05,0.76,4.73,1.61,2.06,0.04,11.82
1951,0.23,0.06,0.05,0.96,11.84,2.5,3.83,0.02,11.94
1952,1.03,0.43,0.1,4.88,13.56,6.87,4.31,0.25,11.8
1953,0.57,0.62,0.05,3.97,12.12,3.11,4.19,0.56,12.54
1954,0.25,0.47,0.05,4.95,15.26,3.01,4.38,0.08,12.12
1955,1.39,1.32,0.08,2.42,6.16,3.07,2.86,0.89,11.6
1956,0.25,0.12,0.1,1.83,6.77,1.76,3.52,0.06,12.23
1957,0.37,0.28,0.03,1.14,9.75,2.04,4.85,0.1,11.83
1958,0.23,0.11,0.11,0.49,10.11,3.38,6.02,0.07,15.14
1959,0.88,0.26,0.22,1.26,6.54,3.52,5.44,0.42,15.12
1960,0.15,0.18,0.1,0.56,7.32,1.65,4.89,0.09,16.18
1961,0.24,0.09,0.3,0.76,4.49,2.16,4.59,0.04,15.31
1962,0.09,0.02,0.08,0.64,8.41,1.17,4.47,0.01,11.33
1963,0.27,0.43,0.04,1.0,9.06,1.34,4.12,0.12,11.23
1964,0.19,0.76,0.03,1.63,9.09,1.98,3.59,0.7,12.19
1965,0.24,0.05,0.07,0.72,5.3,1.37,3.33,0.09,8.94
1966,0.49,0.6,0.03,2.07,8.4,2.49,5.14,0.21,12.6
1967,0.19,0.01,0.08,0.24,5.11,1.16,4.49,0.05,15.52
1968,0.88,0.31,0.21,1.57,6.25,3.96,2.67,0.74,10.98
1969,0.55,0.36,0.06,2.23,14.06,3.44,5.27,0.26,14.76
1970,0.32,0.46,0.18,1.52,10.91,2.47,5.42,0.39,14.5
1971,0.29,0.14,0.25,0.72,5.82,1.23,4.88,0.14,15.1
1972,0.68,0.08,0.08,0.79,6.53,2.06,3.98,0.22,13.6
1973,0.66,0.27,0.12,0.56,8.04,2.12,3.82,0.36,13.16
1974,0.22,0.5,0.09,0.67,5.56,1.21,4.5,0.23,14.08
1975,0.36,0.37,0.41,0.49,5.88,2.48,3.54,0.21,11.96
1976,0.15,0.43,0.07,0.5,4.06,1.2,3.82,0.52,10.72
1977,0.73,0.55,0.28,2.79,11.16,5.61,5.53,0.83,14.05
1978,0.8,0.2,0.06,1.96,12.13,3.08,5.02,0.09,13.61
1979,0.37,0.04,0.19,0.73,9.51,3.04,3.7,0.06,11.5
1980,0.88,0.56,0.04,6.45,20.86,5.81,5.56,0.27,13.09
1981,0.59,0.3,0.08,2.12,15.74,4.7,6.63,0.14,16.11
1982,0.45,0.29,0.12,0.84,9.63,2.1,5.03,0.25,11.41
1983,0.7,0.64,0.08,3.77,12.44,5.16,5.43,0.35,13.15
1984,0.38,0.22,0.13,1.05,6.07,2.26,5.05,0.17,17.31
1985,0.41,0.14,0.22,0.92,8.45,2.15,5.21,0.09,12.88
1986,0.38,0.26,0.09,1.64,12.22,5.46,5.3,0.58,12.23
1987,0.82,0.35,0.04,1.88,12.63,5.21,4.98,0.56,11.03
1988,1.88,1.37,0.07,4.22,11.68,5.33,5.96,1.83,15.77
1989,0.52,0.4,0.03,1.33,9.61,2.75,5.86,0.34,13.89
1990,0.32,0.42,0.15,2.06,11.99,3.16,6.02,0.18,14.67
1991,1.02,0.51,0.1,2.31,10.42,5.81,5.3,0.64,11.84
1992,0.3,0.05,0.21,1.52,8.22,4.3,5.15,0.04,12.65
1993,1.09,0.06,0.03,3.25,15.1,5.77,4.45,0.1,8.79
1994,0.9,0.1,0.24,1.09,7.31,2.94,7.03,0.16,14.96
1995,1.77,0.56,0.1,4.34,16.53,5.29,5.47,0.93,13.14
1996,0.17,0.28,0.19,1.66,10.72,2.73,6.37,0.35,18.52
1997,0.43,0.18,0.03,1.96,11.67,3.18,5.92,0.13,17.08
1998,0.52,0.14,0.24,3.46,26.33,6.05,5.59,0.09,16.87
1999,1.76,0.61,0.05,4.43,16.59,7.03,5.88,0.98,12.45
2000,0.35,0.23,0.11,1.93,13.79,3.3,7.32,0.07,15.45
2001,1.11,0.7,0.18,2.79,11.94,3.04,7.34,1.07,17.47
2002,1.69,0.6,0.37,2.67,11.29,5.22,7.54,0.66,16.36
2003,0.46,0.32,0.2,1.46,12.08,3.98,8.8,0.06,15.28
2004,0.26,0.07,0.08,0.82,11.74,3.33,6.08,0.03,13.14
2005,1.42,0.44,0.07,2.73,18.21,7.91,7.32,0.44,14.88
2006,1.72,0.66,0.35,3.66,14.12,5.72,7.87,1.22,19.85
2007,0.65,0.34,0.17,2.98,15.75,5.95,8.17,0.11,17.59
2008,0.39,0.05,0.09,1.75,14.41,3.73,6.11,0.03,16.41
2009,0.35,0.04,0.11,1.38,15.55,3.16,6.81,0.07,15.05
2010,2.18,0.21,0.03,5.01,34.91,13.44,7.42,0.18,15.01
2011,1.8,1.29,0.03,7.45,27.25,9.64,7.43,1.27,13.85
2012,1.57,0.73,0.12,4.9,17.17,6.62,8.81,1.15,18.42
2013,1.64,0.17,0.26,1.9,12.63,4.29,8.28,0.72,18.22
2014,0.38,0.09,0.18,1.47,12.02,4.19,6.36,0.05,16.39
2015,0.88,0.1,0.82,2.64,20.9,6.3,8.56,0.03,18.09
2016,2.13,0.43,0.05,4.09,24.7,11.97,8.24,0.23,15.64
2017,0.8,0.2,0.14,1.91,18.09,7.65,7.29,0.07,19.08
2018,1.76,0.36,0.18,3.07,19.83,6.29,8.24,0.44,19.38
2019,1.48,0.28,0.05,2.49,22.71,6.05,6.67,0.2,14.61
2020,1.56,0.31,0.19,1.63,22.41,8.23,8.26,0.18,18.53
2021,1.29,0.26,1.02,2.14,17.57,5.62,6.48,0.21,22.99
2022,1.5,0.71,0.53,5.19,23.44,7.1,8.97,0.25,24.23
2023,0.8,0.32,0.18,3.44,26.43,6.81,8.53,0.24,16.89
2024,1.77,0.23,0.29,2.75,29.52,11.78,11.15,0.15,25.74
