Year,CONUS
1930,68.46
1931,75.73
1932,69.32
1933,76.74
1934,74.94
1935,71.29
1936,78.22
1937,73.93
1938,74.95
1939,75.72
1940,65.99
1941,76.14
1942,70.04
1943,70.25
1944,70.54
1945,66.31
1946,66.95
1947,70.72
1948,67.78
1949,74.22
1950,64.08
1951,65.93
1952,66.69
1953,69.24
1954,73.9
1955,75.54
1956,69.31
1957,70.92
1958,67.82
1959,77.31
1960,69.07
1961,68.84
1962,68.21
1963,70.94
1964,69.04
1965,68.62
1966,65.76
1967,62.25
1968,63.93
1969,68.29
1970,72.35
1971,70.45
1972,66.54
1973,72.32
1974,64.87
1975,70.11
1976,59.7
1977,74.21
1978,69.93
1979,64.92
1980,68.73
1981,67.83
1982,66.7
1983,70.17
1984,69.66
1985,68.16
1986,72.7
1987,69.65
1988,68.07
1989,69.16
1990,72.25
1991,80.02
1992,59.08
1993,64.27
1994,69.02
1995,70.76
1996,69.97
1997,66.46
1998,79.3
1999,68.2
2000,71.81
2001,73.17
2002,79.22
2003,71.17
2004,69.6
2005,75.61
2006,73.08
2007,79.16
2008,66.95
2009,66.26
2010,76.9
2011,75.44
2012,79.36
2013,75.72
2014,71.88
2015,80.14
2016,80.51
2017,74.03
2018,85.66
2019,75.87
2020,76.69
2021,83.56
2022,80.34
2023,77.13
2024,82.61
