Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,8.38,2.24,6.02,12.62,15.58,9.11,1.06,5.22,4.73
1951,9.63,2.96,5.25,10.37,14.75,9.46,1.52,6.37,4.11
1952,9.66,1.7,2.63,7.88,12.31,12.97,1.33,4.98,5.24
1953,9.42,2.71,5.79,5.12,16.49,11.54,1.01,5.7,2.11
1954,8.92,2.16,4.35,8.7,10.69,9.75,1.45,6.28,4.18
1955,8.18,1.99,5.24,8.8,12.74,10.59,1.5,4.09,4.09
1956,6.57,1.83,4.86,8.72,12.65,10.63,0.69,4.56,2.62
1957,5.81,2.9,3.97,11.51,18.53,12.83,1.89,5.62,3.71
1958,8.81,1.95,4.63,9.77,14.14,13.07,1.6,3.98,4.85
1959,8.35,2.06,4.17,8.92,16.23,13.87,1.5,6.96,2.67
1960,8.53,2.16,4.25,7.25,13.95,13.48,1.69,6.45,3.35
1961,7.09,2.02,4.8,10.24,17.29,14.12,1.42,5.34,2.18
1962,7.8,3.58,3.81,8.81,13.51,12.91,1.2,4.58,4.38
1963,6.01,2.32,3.95,6.67,12.02,10.37,1.4,4.26,4.3
1964,5.67,3.03,5.31,8.59,18.07,14.96,1.21,5.0,3.46
1965,4.42,2.93,3.83,9.74,13.41,10.94,2.33,6.3,3.93
1966,6.72,2.27,4.15,9.11,15.1,12.19,1.53,5.0,3.14
1967,7.84,2.33,4.2,9.65,14.68,11.45,1.9,5.14,4.16
1968,7.74,2.91,4.94,9.68,14.4,9.94,1.21,6.84,3.14
1969,9.29,2.54,4.02,9.87,15.26,13.47,2.09,4.45,5.81
1970,7.6,2.42,5.04,10.13,14.28,10.08,1.35,6.05,5.09
1971,7.85,2.99,5.07,8.54,14.65,14.73,1.6,5.64,2.41
1972,10.52,2.34,5.11,10.73,15.37,14.13,2.37,6.31,2.29
1973,10.37,3.16,4.53,11.4,19.76,13.39,1.19,6.23,5.0
1974,8.22,1.82,5.06,9.52,16.8,11.95,1.52,4.32,3.76
1975,10.51,2.75,5.38,10.87,17.18,15.96,1.18,6.09,3.25
1976,9.67,1.84,2.79,7.36,13.7,12.67,1.17,3.27,2.14
1977,10.85,3.35,4.19,10.47,15.14,10.85,1.5,5.87,2.93
1978,8.31,2.77,2.51,9.7,13.66,13.31,2.32,5.98,5.47
1979,10.6,2.31,4.02,11.24,19.43,16.66,1.62,5.62,4.23
1980,6.58,2.19,4.7,7.33,14.9,9.6,1.74,5.33,4.46
1981,7.68,2.63,4.59,10.19,12.61,9.62,1.82,5.99,4.38
1982,7.8,3.65,5.54,10.43,17.44,12.45,1.89,6.36,5.98
1983,12.38,2.46,5.31,10.17,18.92,15.04,1.9,6.1,7.64
1984,9.12,2.59,4.61,10.47,15.91,14.22,2.13,6.39,2.42
1985,6.69,2.34,2.5,11.59,15.22,13.24,2.03,7.82,2.61
1986,8.43,3.22,4.29,9.48,14.46,8.79,2.16,6.62,4.06
1987,8.3,2.55,3.59,8.07,15.17,12.96,1.7,4.47,2.97
1988,7.11,2.16,3.8,8.01,13.92,9.14,1.86,4.89,2.48
1989,9.37,1.99,2.86,10.08,17.15,16.17,1.38,4.36,2.31
1990,10.82,2.08,4.73,14.16,17.14,12.84,1.77,6.87,2.1
1991,7.65,2.8,4.13,8.53,19.65,12.39,2.19,7.7,3.6
1992,7.97,2.43,3.52,8.88,16.41,14.29,1.96,5.56,4.09
1993,8.56,3.82,2.93,11.62,14.45,12.14,2.08,6.21,4.91
1994,9.35,2.65,3.9,10.21,18.37,13.38,1.72,5.87,2.5
1995,7.97,3.23,5.6,10.16,16.44,14.5,1.56,6.31,6.4
1996,12.59,2.81,7.82,12.36,16.35,13.95,1.89,6.18,6.18
1997,6.25,3.14,4.95,8.68,17.53,10.95,2.19,5.04,3.59
1998,9.43,3.48,5.66,11.66,16.48,14.89,1.81,6.38,6.44
