Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1999,8.97,3.03,5.13,8.86,13.98,12.36,2.24,6.45,2.65
2000,8.93,2.56,2.79,10.35,12.74,11.17,1.78,6.38,3.76
2001,5.99,2.77,3.14,10.24,16.66,9.27,1.07,6.13,3.95
2002,9.09,1.8,4.01,10.86,17.41,12.11,1.05,6.27,3.44
2003,12.56,1.86,3.99,11.51,15.93,17.57,1.2,4.64,3.22
2004,9.79,2.59,3.46,11.76,17.59,12.59,2.27,6.22,4.27
2005,11.97,3.32,4.43,8.99,14.11,11.95,1.76,5.34,5.63
2006,12.2,2.31,5.71,11.17,14.33,14.02,1.96,5.43,3.95
2007,9.48,3.77,4.05,9.57,12.71,9.99,1.92,5.97,2.14
2008,11.06,3.44,3.0,13.38,15.68,11.24,1.85,5.75,2.92
2009,9.18,2.43,3.63,12.37,19.59,14.64,1.3,5.14,2.96
2010,10.87,3.69,4.74,10.28,12.91,12.02,2.06,7.63,5.56
2011,13.17,3.62,4.31,14.01,14.38,12.23,1.01,5.61,3.02
2012,8.24,1.32,6.36,7.74,14.09,10.86,0.97,5.57,4.23
2013,9.43,3.85,3.37,12.35,18.36,15.77,2.13,6.09,0.77
2014,9.72,2.94,6.12,10.3,15.76,13.02,2.01,6.84,3.57
2015,8.25,3.12,5.64,13.75,18.31,14.53,2.28,7.07,2.17
2016,7.63,3.38,4.94,9.99,14.88,12.37,1.61,7.15,4.8
2017,9.76,2.6,5.38,10.95,16.71,12.3,2.01,6.65,5.63
2018,13.06,3.12,3.36,12.98,18.92,18.66,1.72,7.85,3.57
2019,10.14,4.21,3.03,13.95,18.5,12.28,1.8,8.93,5.23
2020,8.85,1.94,4.22,11.36,18.54,19.2,0.79,7.0,1.7
2021,9.47,2.59,4.3,11.06,16.73,11.37,1.88,5.93,3.35
2022,9.66,2.24,4.59,10.33,17.03,13.07,1.51,5.73,2.67
2023,10.79,3.24,3.25,8.58,15.11,13.05,1.64,5.01,5.17
2024,9.46,2.6,4.96,10.24,17.45,14.83,1.57,7.21,4.16
