Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,145.61,170.86,126.4,118.0,46.52,83.12,160.87,165.44,98.55
1931,134.64,171.63,125.12,95.78,30.52,69.64,155.11,154.36,92.46
1932,142.82,173.74,122.98,110.99,40.01,59.46,161.56,172.08,101.55
1933,146.2,174.4,129.55,105.97,31.11,64.57,162.82,174.74,106.17
1934,148.4,167.55,93.5,119.83,44.69,87.05,142.04,166.63,72.13
1935,144.34,182.51,141.59,105.36,44.62,73.45,156.71,174.06,91.4
1936,146.02,177.07,135.03,125.95,47.18,77.52,157.13,178.35,83.88
1937,147.22,174.34,121.34,125.44,45.97,71.17,157.8,172.91,90.4
1938,136.3,163.72,121.87,104.16,40.07,64.83,149.95,155.31,83.15
1939,152.52,170.18,119.02,115.7,38.39,74.5,153.77,176.16,83.68
1940,155.73,168.34,103.39,122.44,53.33,87.69,145.03,172.35,68.72
1941,148.91,170.03,109.7,113.57,45.59,91.02,143.18,157.45,74.11
1942,144.66,179.15,127.74,115.97,49.13,81.87,157.78,173.31,90.71
1943,158.77,178.1,127.94,126.66,52.76,88.33,149.81,181.33,80.31
1944,156.77,179.37,134.38,118.19,42.94,85.45,158.99,170.72,86.68
1945,138.86,184.86,122.23,112.01,43.56,69.68,162.06,172.62,84.85
1946,136.19,173.85,125.61,93.87,32.57,61.65,152.75,154.08,87.31
1947,156.85,173.69,113.63,124.73,50.78,84.79,159.23,172.9,83.94
1948,138.82,177.4,137.64,110.37,47.28,68.61,159.44,162.01,95.75
1949,137.87,173.55,134.08,108.89,39.1,58.53,153.99,166.54,98.11
1950,144.26,185.88,121.75,123.23,48.79,75.01,152.65,176.5,76.74
1951,139.15,190.27,136.66,121.04,48.82,80.16,159.56,168.98,84.8
1952,143.31,182.45,137.97,119.32,42.84,74.52,157.06,175.65,88.62
1953,128.28,174.96,107.95,111.28,40.27,70.55,154.92,161.47,83.48
1954,143.14,176.34,131.45,118.08,48.63,86.63,143.77,169.61,82.49
