Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,0.43,-999,-999,155.84,134.91,55.94,57.62,14.22,39.8,71.49,224.02,155.38,45.58,4.97,73.95,66.51,74.94,80.78,185.08,41.49,78.97,10.48,21.72,19.38,88.23,170.34,2.33,109.61,10.31,35.38,16.66,61.65,41.99,22.39,31.57,52.47,114.94,6.75,36.25,45.99,146.17,18.84,104.76,152.09,22.03,87.09,21.35,9.25,22.34,58.53,1.65
1951,0.33,-999,-999,151.32,125.39,68.4,53.56,20.1,47.51,84.22,219.0,149.5,54.83,8.11,79.02,73.42,83.42,93.61,179.62,50.22,80.17,15.18,23.99,19.64,87.57,159.62,6.18,102.32,12.7,41.92,20.31,68.48,52.62,24.81,32.55,57.75,120.76,4.54,39.35,57.2,136.51,23.49,108.56,155.79,27.57,86.26,23.46,7.69,25.89,58.42,6.5
1952,0.28,-999,-999,130.89,109.0,72.47,56.15,23.41,58.84,87.24,212.2,139.98,63.64,5.69,83.29,69.07,89.43,91.33,152.6,53.45,82.03,23.89,36.28,32.26,92.33,137.68,5.66,104.7,14.61,59.53,25.71,73.39,51.02,21.72,40.29,62.42,110.62,8.25,47.86,62.59,131.07,38.39,99.21,139.7,28.46,85.25,32.85,10.0,40.73,64.03,7.19
1953,0.82,-999,-999,143.33,122.3,65.13,48.52,24.0,48.89,90.66,234.6,149.84,66.87,5.85,82.06,72.8,94.27,94.46,172.36,44.89,88.79,19.68,36.04,38.18,96.55,149.91,7.64,108.38,22.96,59.36,21.98,68.03,49.91,20.72,36.25,63.04,124.09,4.79,45.01,51.66,138.4,40.25,103.22,150.16,30.79,89.43,31.78,6.7,41.5,60.76,9.97
1954,0.11,-999,-999,150.05,136.55,81.24,52.28,28.71,45.59,96.04,218.79,147.86,82.09,7.62,98.34,86.23,106.74,111.47,177.12,41.68,92.23,11.82,36.06,33.45,113.37,156.64,8.45,105.92,19.72,72.55,12.68,70.85,60.3,21.41,31.53,73.97,132.14,2.96,46.78,42.84,140.63,39.5,118.99,159.94,34.9,88.97,19.6,3.94,39.12,64.73,15.13
1955,0.2,-999,-999,153.72,140.98,70.18,51.4,24.88,63.65,97.87,215.82,150.4,74.74,8.91,88.69,76.95,95.63,96.28,188.46,59.33,94.88,30.41,50.56,50.96,97.21,168.07,10.91,113.43,31.92,66.56,34.27,82.58,44.46,19.91,48.29,71.59,129.95,5.55,58.39,61.25,142.7,48.95,113.23,161.68,29.92,88.38,41.57,6.99,53.2,65.75,11.89
1956,0.0,-999,-999,140.87,124.47,71.63,50.91,18.78,45.05,86.9,223.41,144.88,70.16,6.43,86.76,77.76,100.75,96.84,175.25,41.91,85.71,7.72,33.72,27.75,103.84,148.03,6.02,108.52,15.13,60.94,15.91,65.91,45.45,17.84,32.55,68.31,124.72,6.9,46.01,50.9,140.67,37.14,108.47,159.91,24.2,88.75,19.94,9.25,35.9,61.74,7.28
1957,0.34,-999,-999,157.86,140.8,72.62,52.9,20.04,48.49,97.55,241.76,154.89,65.99,5.28,90.19,81.97,82.92,102.53,181.56,45.43,91.75,13.0,33.5,35.09,97.67,162.56,8.63,118.16,26.38,57.12,21.24,72.19,47.07,17.16,36.64,69.31,108.84,3.28,43.59,54.53,148.2,39.46,120.09,149.2,28.42,96.24,28.39,5.73,37.98,65.0,10.04
1958,0.54,-999,-999,142.58,128.01,95.58,64.3,19.71,44.91,83.92,219.64,140.41,57.01,8.37,77.04,70.02,94.89,88.78,170.83,42.51,80.55,13.04,28.16,22.05,96.28,149.86,5.4,103.6,12.9,54.26,17.52,66.24,53.48,22.34,31.11,63.2,124.26,11.8,43.11,52.66,133.18,28.43,103.14,150.79,31.5,83.88,24.76,20.67,26.86,59.23,6.07
1959,0.19,-999,-999,162.5,140.67,80.38,61.02,20.3,74.06,117.43,241.1,164.11,78.55,7.16,99.87,93.34,93.67,110.34,181.8,65.42,112.48,31.85,53.6,43.28,105.75,163.1,6.84,121.12,21.75,63.8,36.88,94.64,50.91,23.36,58.2,86.01,122.57,5.94,68.79,72.04,151.67,43.26,121.5,153.44,34.21,104.47,52.49,7.35,52.52,78.43,9.53
1960,0.09,-999,-999,145.27,137.23,78.08,63.52,18.44,44.83,95.73,218.03,147.1,62.31,9.27,84.31,74.05,85.52,97.98,170.42,41.12,91.01,17.19,29.46,33.25,95.41,149.27,9.81,114.14,23.7,51.8,19.58,70.42,46.82,25.37,27.03,59.83,122.9,7.06,39.93,48.95,137.38,35.41,113.98,154.51,30.85,91.17,21.88,9.92,34.29,64.0,11.6
1961,0.1,-999,-999,132.99,125.11,74.43,60.58,18.67,62.82,97.6,225.58,138.09,59.9,12.17,81.18,74.73,79.66,90.49,165.49,58.47,94.53,23.89,40.81,32.71,86.44,139.77,12.19,106.89,24.54,50.6,32.16,88.44,44.65,25.5,49.22,70.37,112.38,11.76,56.41,70.13,127.9,38.6,99.75,146.87,36.16,92.19,41.48,15.44,38.96,65.76,12.58
1962,0.08,-999,-999,151.95,143.6,69.8,50.84,14.69,36.18,89.22,212.09,150.07,69.32,3.72,91.34,79.09,100.62,105.5,170.92,31.93,84.31,8.66,31.09,25.8,110.45,156.32,3.93,110.68,14.4,51.15,17.84,65.78,45.43,16.16,28.85,65.53,134.1,4.13,35.16,40.02,143.02,29.09,119.06,156.68,25.76,83.98,17.52,6.68,31.99,54.15,3.74
1963,0.06,-999,-999,142.82,137.43,78.58,54.27,28.86,38.25,76.66,221.73,143.13,75.6,7.64,75.65,56.69,113.96,83.02,180.24,37.43,70.19,19.49,30.57,38.59,103.08,153.19,9.0,90.64,29.2,71.95,23.36,59.51,53.81,16.48,26.17,44.61,140.56,5.86,32.54,47.94,126.81,51.64,105.03,168.88,32.49,67.61,23.43,10.23,38.42,43.98,9.4
