Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,147.35,158.61,95.13,117.69,45.27,75.26,150.36,156.71,71.46
1901,146.71,170.74,114.61,126.95,51.29,94.14,153.92,166.12,73.11
1902,136.18,169.45,118.3,109.69,48.34,78.41,152.69,156.73,84.74
1903,140.47,174.81,120.84,120.74,53.65,78.73,160.3,164.03,92.44
1904,164.68,174.15,110.78,129.89,51.73,93.42,152.69,168.97,58.33
1905,153.82,174.6,115.73,123.48,50.9,78.94,133.14,169.02,59.42
1906,152.67,169.48,107.02,122.35,44.11,77.34,140.33,164.89,63.74
1907,158.14,188.74,112.56,127.02,36.59,71.66,137.37,191.67,50.28
1908,151.47,177.38,123.87,116.29,40.0,69.38,158.85,168.35,75.16
1909,146.51,183.96,121.93,115.57,44.55,71.63,157.09,175.67,62.79
1910,145.55,158.59,108.03,126.8,54.64,89.57,138.94,160.62,74.12
1911,155.18,177.11,140.57,115.93,35.98,68.05,157.26,169.68,84.54
1912,147.49,180.84,127.9,131.34,60.37,84.55,171.38,171.68,82.4
1913,128.22,176.3,129.02,109.64,43.19,58.56,167.77,164.02,75.04
1914,151.89,167.57,107.03,118.55,54.31,85.74,150.36,161.03,61.45
1915,149.01,166.58,109.32,124.98,51.19,90.62,161.25,158.62,67.24
1916,148.86,182.8,144.28,121.11,49.56,76.05,161.21,171.6,78.55
1917,167.6,189.07,118.97,131.76,54.45,82.03,175.11,187.92,89.44
1918,146.74,164.45,113.61,108.52,44.96,67.23,152.79,161.16,85.57
1919,145.46,175.85,130.95,117.19,43.55,72.85,159.56,164.41,89.23
1920,146.84,177.32,132.19,119.7,48.28,81.2,165.11,161.67,84.19
1921,132.26,168.12,115.6,95.99,26.38,56.77,148.8,155.38,66.39
1922,148.33,168.5,143.19,107.88,32.6,58.08,161.78,154.51,82.85
1923,151.51,176.06,125.61,117.97,34.06,60.46,167.26,172.82,79.79
1924,154.61,176.09,123.05,124.06,51.05,82.69,177.85,168.46,80.97
1925,146.68,172.12,98.48,124.11,41.87,66.24,157.74,178.49,64.96
1926,162.15,175.22,103.44,129.66,46.46,83.11,149.89,182.34,62.83
1927,140.6,171.02,114.66,99.41,34.71,58.64,150.35,160.04,63.97
1928,150.42,177.47,114.79,118.12,47.0,77.03,157.2,166.17,70.08
1929,145.08,175.46,135.93,110.32,46.54,66.77,169.01,170.36,87.73
1930,143.81,168.16,124.1,117.83,45.25,79.42,159.43,164.21,76.89
1931,134.82,166.15,120.75,95.34,29.18,66.92,153.91,153.4,70.64
1932,144.91,171.4,112.05,110.54,38.2,57.26,164.47,170.73,80.61
1933,149.5,169.51,116.89,105.65,29.42,59.78,160.66,173.49,83.75
1934,149.42,163.58,81.87,119.34,42.42,83.08,141.52,164.72,54.62
1935,146.99,177.13,137.21,105.48,42.36,70.52,156.35,172.14,82.49
1936,149.29,175.5,129.18,126.33,46.1,72.64,152.56,177.83,77.04
1937,150.19,170.01,113.79,125.67,43.43,67.38,157.62,171.73,81.81
1938,138.76,158.51,116.68,104.4,38.29,61.34,150.59,153.86,71.65
1939,158.08,167.63,112.16,116.24,36.38,71.76,154.07,175.35,73.74
1940,157.77,165.12,94.94,122.4,53.2,83.78,143.29,171.12,60.19
1941,150.1,164.39,103.28,114.47,45.7,87.73,148.16,155.96,60.05
1942,146.57,173.03,118.01,116.47,48.13,79.08,161.85,172.93,79.18
1943,158.66,174.41,122.01,127.55,51.97,85.11,151.34,180.24,70.28
1944,158.14,173.46,126.47,117.97,41.64,80.62,162.88,169.72,80.78
1945,138.37,178.5,111.64,111.78,41.45,64.93,162.19,170.51,72.86
1946,136.6,166.6,115.93,93.94,32.09,58.29,151.97,152.25,80.18
1947,158.76,171.23,103.84,124.6,49.66,80.75,159.12,171.69,82.16
1948,138.54,172.59,129.54,110.1,46.1,64.7,162.19,160.89,93.9
1949,137.22,169.94,130.38,109.73,37.86,56.31,155.38,164.59,93.93
1950,146.98,179.8,112.76,123.83,49.05,73.67,151.54,174.9,70.26
1951,140.88,185.35,126.79,122.58,48.66,75.5,164.29,168.53,75.86
1952,143.45,178.83,129.83,121.33,41.33,71.1,161.8,174.84,77.6
1953,127.45,169.44,98.22,113.17,39.55,68.15,154.79,160.25,75.81
1954,144.93,170.22,123.87,120.33,47.84,83.36,145.35,168.84,76.35
1955,145.68,172.07,132.65,119.61,54.24,81.68,161.29,162.23,85.74
1956,158.23,177.69,121.77,120.64,45.92,71.83,155.75,174.76,77.78
1957,147.34,170.53,117.45,116.86,37.04,61.14,140.5,167.29,68.3
1958,151.42,168.3,99.54,124.81,59.88,86.38,153.2,166.2,61.68
1959,151.69,180.06,121.18,122.18,51.79,74.2,157.07,172.42,76.65
1960,150.0,174.52,121.95,131.67,67.87,97.72,155.25,167.6,72.6
1961,148.05,179.34,114.06,119.67,48.59,79.56,156.81,172.74,76.47
1962,161.11,163.3,109.9,128.35,49.72,86.57,148.4,167.16,75.88
1963,152.0,156.87,108.87,125.43,65.08,92.27,142.58,157.6,73.37
1964,151.71,176.66,130.32,124.03,53.45,79.08,165.47,163.12,80.46
1965,154.58,174.56,118.36,116.87,50.48,82.73,151.06,169.05,74.34
1966,155.8,178.88,112.57,125.94,54.9,90.29,154.01,177.83,71.46
1967,154.63,175.72,112.09,116.34,52.16,80.95,155.09,175.45,76.16
1968,143.77,173.67,116.08,120.29,68.21,99.57,162.09,159.47,70.09
1969,155.08,175.25,126.88,132.21,58.67,96.01,153.69,168.85,72.05
1970,146.63,187.75,129.26,119.66,56.22,83.55,167.62,168.08,70.14
1971,149.67,171.84,125.41,119.38,47.12,78.43,160.91,168.4,84.53
1972,161.45,173.95,114.9,121.65,45.64,69.5,146.89,175.24,74.45
1973,129.75,166.62,113.06,99.07,45.94,77.4,157.47,153.98,67.28
1974,155.71,169.62,111.47,112.42,43.43,71.86,152.38,175.08,69.25
1975,146.15,172.98,127.63,119.88,49.99,78.57,172.8,164.85,82.89
1976,159.83,174.27,128.81,134.63,61.27,96.44,162.23,183.5,84.8
1977,142.83,160.47,121.01,112.19,59.74,87.57,152.85,151.71,67.15
1978,161.79,166.08,117.4,125.3,66.9,91.32,142.28,171.31,62.9
1979,136.45,178.78,114.14,124.62,63.5,84.08,158.08,173.06,64.76
1980,153.23,166.86,108.99,128.45,57.42,86.56,154.72,174.52,57.59
1981,144.91,159.25,105.75,122.97,58.56,97.57,139.68,165.53,54.96
1982,143.48,169.88,130.1,117.37,47.43,76.33,152.22,161.41,72.23
1983,139.53,170.12,98.6,114.58,50.9,82.5,146.63,167.57,51.02
1984,140.6,175.12,118.81,114.41,50.43,76.26,162.38,165.09,66.8
1985,141.75,170.49,143.83,110.58,57.66,77.29,146.4,159.41,80.97
1986,146.57,157.63,100.41,109.82,44.91,73.29,132.58,160.31,55.68
1987,143.8,161.56,110.67,115.98,46.92,87.81,142.49,156.66,67.75
1988,149.11,170.35,107.83,131.82,57.72,94.63,147.32,171.62,66.65
1989,151.44,171.84,110.61,127.3,55.2,80.25,145.37,175.82,76.32
1990,129.35,173.3,107.13,109.58,35.79,55.58,144.03,168.51,82.97
1991,136.5,171.94,111.22,113.4,44.98,65.33,151.72,165.26,70.09
1992,147.08,167.7,94.38,109.9,41.69,74.44,140.97,170.92,60.26
1993,148.54,172.93,122.09,120.72,51.52,81.87,145.99,173.27,63.68
1994,145.27,164.32,106.56,113.31,42.83,69.51,144.03,158.7,70.28
1995,146.26,170.21,93.71,122.69,51.07,84.56,144.8,168.64,48.67
1996,149.63,178.89,106.31,130.03,55.78,89.37,148.63,177.02,51.55
1997,152.6,172.42,106.75,124.03,43.21,70.61,148.27,175.75,57.74
1998,119.55,157.09,90.73,94.92,33.53,60.28,145.16,137.79,61.34
1999,138.77,166.8,109.42,111.0,42.14,79.02,150.21,153.11,70.46
2000,140.08,165.55,114.02,118.9,54.93,88.93,140.11,153.02,61.36
2001,144.06,162.43,116.59,110.83,46.18,82.96,137.27,150.14,62.7
2002,149.19,183.53,118.63,116.83,55.2,84.43,150.37,177.57,66.87
2003,145.57,161.01,97.34,115.44,52.73,82.91,137.42,163.17,56.99
2004,137.54,163.58,99.14,104.9,46.52,86.39,130.08,154.99,58.12
2005,140.68,163.97,109.15,109.44,45.4,85.71,138.61,159.49,54.42
2006,126.7,168.26,106.55,103.15,44.79,74.93,153.99,154.16,62.13
2007,147.57,157.43,113.47,116.61,48.8,77.08,144.33,153.86,72.6
2008,146.06,176.93,123.58,123.95,57.02,79.69,158.68,167.45,69.27
2009,137.82,172.29,127.74,112.32,51.47,79.68,148.26,162.41,69.57
2010,136.99,161.31,100.31,119.82,66.41,97.18,149.3,152.59,53.56
2011,132.72,170.25,124.31,109.29,50.0,81.86,153.75,164.67,69.71
2012,129.91,156.13,108.3,105.59,40.81,64.23,141.53,153.55,65.47
2013,147.9,185.53,121.35,133.9,58.9,91.11,160.5,178.67,78.0
2014,144.97,170.84,96.83,127.68,64.11,93.34,144.47,169.02,49.34
2015,136.18,156.6,86.18,106.67,47.34,72.59,131.05,148.97,57.01
2016,139.1,152.6,85.46,105.29,45.28,74.39,134.53,145.21,51.49
2017,132.77,162.61,112.12,98.73,39.37,69.15,128.91,153.39,54.14
2018,149.87,180.41,109.11,128.87,53.88,77.58,144.79,180.13,47.07
2019,143.91,176.19,128.22,117.67,46.52,66.9,152.99,170.35,48.68
2020,141.0,176.46,118.99,111.82,41.52,61.07,146.16,177.19,69.16
2021,137.08,166.39,112.94,110.4,45.76,74.87,144.14,160.06,62.69
2022,140.5,175.24,131.79,118.14,60.3,79.26,152.87,168.71,83.09
2023,126.1,170.65,115.3,99.18,37.1,59.23,149.35,154.79,65.24
2024,127.32,161.13,102.25,91.34,39.1,65.36,144.15,145.62,52.9
