Year,CONUS
1950,2.82
1951,2.76
1952,0.81
1953,0.19
1954,1.44
1955,0.96
1956,0.86
1957,1.25
1958,0.5
1959,1.14
1960,0.39
1961,0.6
1962,2.34
1963,3.08
1964,0.84
1965,1.43
1966,2.09
1967,0.7
1968,1.9
1969,1.82
1970,1.99
1971,1.73
1972,3.31
1973,1.12
1974,1.22
1975,0.65
1976,1.05
1977,2.17
1978,1.97
1979,2.91
1980,1.12
1981,0.57
1982,2.8
1983,3.37
1984,1.14
1985,2.54
1986,0.38
1987,0.14
1988,1.27
1989,3.59
1990,2.14
1991,0.49
1992,0.72
1993,0.89
1994,2.7
1995,0.65
1996,4.05
1997,1.67
1998,1.01
1999,0.64
2000,0.92
2001,0.16
2002,0.11
2003,0.61
2004,1.54
2005,0.93
2006,0.29
2007,0.82
2008,1.71
2009,1.41
2010,0.7
2011,0.95
2012,0.26
2013,1.5
2014,1.89
2015,0.6
2016,0.81
2017,1.37
2018,0.87
2019,2.11
2020,0.4
2021,2.27
2022,2.43
2023,0.63
2024,1.38
