Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,0.01,0.0,0.0,0.02,0.22,0.04,0.76,0.01,6.67
1951,0.01,0.0,0.0,0.01,0.56,0.06,1.51,0.0,6.55
1952,0.11,0.01,0.03,0.1,0.63,0.42,1.91,0.05,7.47
1953,0.01,0.04,0.0,0.25,0.61,0.09,1.5,0.0,8.53
1954,0.01,0.02,0.0,0.69,1.3,0.08,1.45,0.0,7.05
1955,0.02,0.15,0.0,0.06,0.21,0.09,1.07,0.04,6.95
1956,0.01,0.0,0.04,0.06,0.45,0.03,1.49,0.0,7.35
1957,0.04,0.0,0.0,0.02,0.32,0.06,2.24,0.0,8.23
1958,0.01,0.0,0.0,0.01,0.4,0.06,3.86,0.0,9.55
1959,0.04,0.0,0.0,0.01,0.22,0.18,3.43,0.0,9.99
1960,0.01,0.0,0.02,0.0,0.42,0.04,2.56,0.0,10.11
1961,0.01,0.0,0.11,0.02,0.39,0.02,2.24,0.0,9.3
1962,0.01,0.0,0.0,0.01,0.37,0.01,1.75,0.0,7.23
1963,0.01,0.04,0.0,0.01,0.49,0.08,1.96,0.0,7.6
1964,0.01,0.2,0.0,0.06,0.46,0.06,1.48,0.06,7.63
1965,0.01,0.0,0.0,0.02,0.23,0.02,1.42,0.0,4.78
1966,0.05,0.09,0.0,0.15,0.3,0.04,2.26,0.0,8.01
1967,0.01,0.0,0.02,0.01,0.23,0.01,2.01,0.0,8.66
1968,0.06,0.0,0.05,0.01,0.23,0.11,1.07,0.03,6.09
1969,0.01,0.04,0.0,0.05,0.76,0.07,3.82,0.0,9.81
1970,0.01,0.01,0.0,0.03,0.55,0.06,3.63,0.03,10.29
1971,0.01,0.0,0.02,0.03,0.28,0.02,3.05,0.0,9.83
1972,0.03,0.01,0.0,0.02,0.41,0.04,2.24,0.01,8.2
1973,0.02,0.02,0.0,0.03,0.3,0.01,2.11,0.0,8.27
1974,0.01,0.03,0.0,0.05,0.33,0.01,2.34,0.0,8.34
1975,0.01,0.02,0.06,0.03,0.35,0.1,1.87,0.0,7.2
1976,0.01,0.09,0.0,0.02,0.27,0.02,1.96,0.02,5.77
1977,0.03,0.06,0.0,0.08,0.56,0.24,3.77,0.06,9.09
1978,0.05,0.01,0.0,0.07,0.78,0.13,2.43,0.0,8.88
1979,0.01,0.0,0.0,0.02,0.57,0.05,1.93,0.0,5.7
1980,0.09,0.1,0.0,0.8,2.51,0.27,3.08,0.0,7.6
1981,0.05,0.0,0.0,0.03,1.02,0.31,4.24,0.0,11.55
1982,0.03,0.03,0.04,0.05,0.6,0.02,3.61,0.02,6.68
1983,0.08,0.01,0.0,0.23,0.69,0.44,3.71,0.03,7.6
1984,0.01,0.01,0.02,0.04,0.28,0.04,3.0,0.0,10.45
1985,0.03,0.01,0.0,0.03,0.4,0.07,4.37,0.0,8.52
1986,0.01,0.03,0.0,0.05,0.73,0.35,3.55,0.01,7.26
1987,0.05,0.01,0.0,0.12,0.74,0.18,2.65,0.02,6.06
1988,0.18,0.18,0.0,0.26,0.49,0.26,4.49,0.2,9.58
1989,0.05,0.02,0.0,0.05,0.45,0.12,4.15,0.01,9.03
1990,0.05,0.03,0.02,0.1,0.55,0.22,4.12,0.01,9.09
1991,0.04,0.02,0.04,0.11,0.39,0.27,3.55,0.06,4.96
1992,0.02,0.0,0.05,0.01,0.57,0.25,3.19,0.0,7.6
1993,0.12,0.0,0.0,0.21,0.77,0.3,2.72,0.01,4.77
1994,0.04,0.0,0.08,0.04,0.54,0.08,4.92,0.0,10.79
1995,0.16,0.01,0.0,0.25,0.75,0.21,4.18,0.15,9.64
1996,0.01,0.01,0.08,0.19,0.75,0.1,4.66,0.0,12.27
1997,0.02,0.01,0.0,0.13,0.69,0.16,3.7,0.01,9.81
1998,0.05,0.03,0.05,0.12,1.73,0.43,4.17,0.0,12.13
1999,0.39,0.02,0.0,0.32,0.77,0.56,3.65,0.04,7.81
2000,0.04,0.0,0.0,0.07,0.9,0.15,5.06,0.0,9.85
2001,0.09,0.03,0.05,0.07,0.76,0.12,5.1,0.04,10.11
2002,0.16,0.06,0.08,0.08,0.58,0.43,4.94,0.06,11.17
2003,0.02,0.03,0.04,0.02,0.64,0.14,5.88,0.01,9.21
2004,0.01,0.0,0.0,0.01,0.7,0.08,3.92,0.01,8.41
2005,0.06,0.0,0.0,0.07,1.1,0.34,5.11,0.03,9.23
2006,0.2,0.11,0.0,0.19,0.95,0.51,6.07,0.21,14.04
