Folder,File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
Late-Century/Winter (DJF),LC_SSP370_CONUS_DJF_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Winter (DJF),JPEG preview image,6/30/26,
Late-Century/Annual,LC_SSP245_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Annual",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,6/29/26,
Late-Century/Annual,LC_SSP245_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Annual",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,6/29/26,
Late-Century/Fall (SON),LC_SSP245_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,6/29/26,
Late-Century/Fall (SON),LC_SSP245_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,6/29/26,
Late-Century/Spring (MAM),LC_SSP245_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,6/29/26,
Late-Century/Spring (MAM),LC_SSP245_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,6/29/26,
Late-Century/Summer (JJA),LC_SSP245_CONUS_JJA_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,6/29/26,
Late-Century/Summer (JJA),LC_SSP245_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,6/29/26,
Late-Century/Winter (DJF),LC_SSP245_CONUS_DJF_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,6/29/26,
Late-Century/Winter (DJF),LC_SSP245_CONUS_DJF_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,6/29/26,
Late-Century/Annual,LC_SSP126_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Annual",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Annual,ArcGIS AIX data file,6/30/26,
Late-Century/Annual,LC_SSP126_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Annual",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Annual,JPEG preview image,6/30/26,
Late-Century/Fall (SON),LC_SSP126_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Fall (SON),ArcGIS AIX data file,6/30/26,
Late-Century/Fall (SON),LC_SSP126_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Fall (SON),JPEG preview image,6/30/26,
Late-Century/Spring (MAM),LC_SSP126_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Spring (MAM),ArcGIS AIX data file,6/30/26,
Late-Century/Spring (MAM),LC_SSP126_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Spring (MAM),JPEG preview image,6/30/26,
Late-Century/Summer (JJA),LC_SSP126_CONUS_JJA_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Summer (JJA),ArcGIS AIX data file,6/30/26,"name irregularity: two season tokens (JJA,Annual); read as CONUS, season=JJA"
Late-Century/Summer (JJA),LC_SSP126_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Summer (JJA),JPEG preview image,6/30/26,
Late-Century/Winter (DJF),LC_SSP126_CONUS_DJF_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Winter (DJF),ArcGIS AIX data file,6/30/26,
Late-Century/Winter (DJF),LC_SSP126_CONUS_DJF_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Low emissions (SSP1-2.6), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,Low emissions (SSP1-2.6),Winter (DJF),JPEG preview image,6/30/26,
Late-Century/Annual,LC_SSP585_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Annual",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Annual,ArcGIS AIX data file,6/30/26,
Late-Century/Annual,LC_SSP585_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Annual",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Annual,JPEG preview image,6/30/26,
Late-Century/Fall (SON),LC_SSP585_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,6/30/26,
Late-Century/Fall (SON),LC_SSP585_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,6/30/26,
Late-Century/Spring (MAM),LC_SSP585_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,6/30/26,
Late-Century/Spring (MAM),LC_SSP585_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,6/30/26,
Late-Century/Summer (JJA),LC_SSP585_CONUS_JJA_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,6/30/26,
Late-Century/Summer (JJA),LC_SSP585_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,6/30/26,
Late-Century/Winter (DJF),LC_SSP585_CONUS_DJF_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Winter (DJF),ArcGIS AIX data file,6/30/26,
Late-Century/Winter (DJF),LC_SSP585_CONUS_DJF_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Winter (DJF),JPEG preview image,6/30/26,
Mid-Century/Annual,MC_SSP370_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Annual",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,6/30/26,
Mid-Century/Annual,MC_SSP370_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Annual",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,6/30/26,
Mid-Century/Fall (SON),MC_SSP370_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,6/30/26,
Mid-Century/Fall (SON),MC_SSP370_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,6/30/26,
Mid-Century/Spring (MAM),MC_SSP370_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,6/30/26,
Mid-Century/Spring (MAM),MC_SSP370_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,6/30/26,
Mid-Century/Summer (JJA),MC_SSP370_CONUS_JJA_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,6/30/26,
Mid-Century/Summer (JJA),MC_SSP370_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,6/30/26,
Mid-Century/Winter (DJF),MC_SSP370_CONUS_DJF_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Winter (DJF),ArcGIS AIX data file,6/30/26,
Mid-Century/Winter (DJF),MC_SSP370_CONUS_DJF_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, High emissions (SSP3-7.0), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,High emissions (SSP3-7.0),Winter (DJF),JPEG preview image,6/30/26,
Mid-Century/Annual,MC_SSP245_CONUS_Annual_Precip_052725.ai,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Annual,Adobe Illustrator source,8/14/25,
Mid-Century/Annual,MC_SSP245_CONUS_Annual_Precip_121525.aix,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,12/15/25,
Mid-Century/Annual,MC_SSP245_CONUS_Annual_Precip_121525.jpg,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,12/15/25,
Mid-Century/Fall (SON),MC_SSP245_CONUS_SON_Precip_052725.ai,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),Adobe Illustrator source,8/13/25,
Mid-Century/Fall (SON),MC_SSP245_CONUS_SON_Precip_121525.aix,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,12/15/25,
Mid-Century/Fall (SON),MC_SSP245_CONUS_SON_Precip_121525.jpg,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,12/15/25,
Mid-Century/Spring (MAM),MC_SSP245_CONUS_MAM_Precip_052725.ai,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),Adobe Illustrator source,8/13/25,
Mid-Century/Spring (MAM),MC_SSP245_CONUS_MAM_Precip_121525.aix,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,12/15/25,
Mid-Century/Spring (MAM),MC_SSP245_CONUS_MAM_Precip_121525.jpg,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,12/15/25,
Mid-Century/Summer (JJA),MC_SSP245_CONUS_JJA_Precip_052725.ai,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),Adobe Illustrator source,8/13/25,
Mid-Century/Summer (JJA),MC_SSP245_CONUS_JJA_Precip_121525.aix,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,12/15/25,
Mid-Century/Summer (JJA),MC_SSP245_CONUS_JJA_Precip_121525.jpg,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,12/15/25,
Mid-Century/Winter (DJF),MC_SSP245_CONUS_DJF_Precip_052725.ai,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),Adobe Illustrator source,8/13/25,
Mid-Century/Winter (DJF),MC_SSP245_CONUS_DJF_Precip_121525.aix,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,12/15/25,
Mid-Century/Winter (DJF),MC_SSP245_CONUS_DJF_Precip_121525.jpg,"Contiguous U.S. (CONUS), Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,12/15/25,
Mid-Century/Annual,MC_SSP126_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Annual",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Annual,ArcGIS AIX data file,6/30/26,
Mid-Century/Annual,MC_SSP126_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Annual",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Annual,JPEG preview image,6/30/26,
Mid-Century/Fall (SON),MC_SSP126_SON_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Fall (SON),ArcGIS AIX data file,6/30/26,"name irregularity: 'SON' in region slot + 'Annual'; read as CONUS, season=SON"
Mid-Century/Fall (SON),MC_SSP126_SON_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Fall (SON),JPEG preview image,6/30/26,"name irregularity: 'SON' in region slot + 'Annual'; read as CONUS, season=SON"
Mid-Century/Spring (MAM),MC_SSP126_MAM_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Spring (MAM),ArcGIS AIX data file,6/30/26,"name irregularity: 'MAM' in region slot + 'Annual'; read as CONUS, season=MAM"
Mid-Century/Spring (MAM),MC_SSP126_MAM_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Spring (MAM),JPEG preview image,6/30/26,"name irregularity: 'MAM' in region slot + 'Annual'; read as CONUS, season=MAM"
Mid-Century/Summer (JJA),MC_SSP126_JJA_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Summer (JJA),ArcGIS AIX data file,6/30/26,"name irregularity: 'JJA' in region slot + 'Annual'; read as CONUS, season=JJA"
Mid-Century/Summer (JJA),MC_SSP126_JJA_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Summer (JJA),JPEG preview image,6/30/26,"name irregularity: 'JJA' in region slot + 'Annual'; read as CONUS, season=JJA"
Mid-Century/Winter (DJF),MC_SSP126_DJF_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Winter (DJF),ArcGIS AIX data file,6/30/26,"name irregularity: 'DJF' in region slot + 'Annual'; read as CONUS, season=DJF"
Mid-Century/Winter (DJF),MC_SSP126_DJF_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Low emissions (SSP1-2.6), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Low emissions (SSP1-2.6),Winter (DJF),JPEG preview image,6/30/26,"name irregularity: 'DJF' in region slot + 'Annual'; read as CONUS, season=DJF"
Mid-Century/Annual,MC_SSP585_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Annual",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Annual,ArcGIS AIX data file,6/30/26,
Mid-Century/Annual,MC_SSP585_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Annual",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Annual,JPEG preview image,6/30/26,
Mid-Century/Fall (SON),MC_SSP585_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,6/30/26,
Mid-Century/Fall (SON),MC_SSP585_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Fall (SON)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,6/30/26,
Mid-Century/Spring (MAM),MC_SSP585_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,6/30/26,
Mid-Century/Spring (MAM),MC_SSP585_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,6/30/26,
Mid-Century/Summer (JJA),MC_SSP585_CONUS_JJA_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,6/30/26,
Mid-Century/Summer (JJA),MC_SSP585_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,6/30/26,
Mid-Century/Winter (DJF),MC_SSP585_CONUS_DJF_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Winter (DJF),ArcGIS AIX data file,6/30/26,
Mid-Century/Winter (DJF),MC_SSP585_CONUS_DJF_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Winter (DJF),JPEG preview image,6/30/26,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Delaware.aix,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,8/25/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Delaware.png,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,PNG preview image,7/8/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Delaware.aix,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,8/26/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Delaware.png,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),PNG preview image,7/9/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Delaware.aix,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,8/26/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Delaware.png,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/9/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Delaware.aix,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,8/26/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Delaware.png,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/9/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Delaware.aix,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,8/25/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Delaware.png,"Delaware, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Delaware,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/9/25,
Late-Century/Annual,LC_SSP370_HI_Annual_Precip_070626.aix,"Hawaii, Late-Century, High emissions (SSP3-7.0), Annual",Hawaii,Late-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,7/6/26,
Late-Century/Annual,LC_SSP370_HI_Annual_Precip_070626.jpg,"Hawaii, Late-Century, High emissions (SSP3-7.0), Annual",Hawaii,Late-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,7/6/26,
Late-Century/Fall (SON),LC_SSP370_HI_SON_Precip_070626.aix,"Hawaii, Late-Century, High emissions (SSP3-7.0), Fall (SON)",Hawaii,Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,7/6/26,
Late-Century/Fall (SON),LC_SSP370_HI_SON_Precip_070626.jpg,"Hawaii, Late-Century, High emissions (SSP3-7.0), Fall (SON)",Hawaii,Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,7/6/26,
Late-Century/Spring (MAM),LC_SSP370_HI_MAM_Precip_070626.aix,"Hawaii, Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Hawaii,Late-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,7/6/26,
Late-Century/Spring (MAM),LC_SSP370_HI_MAM_Precip_070626.jpg,"Hawaii, Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Hawaii,Late-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,7/6/26,
Late-Century/Summer (JJA),LC_SSP370_HI_JJA_Precip_070626.aix,"Hawaii, Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Hawaii,Late-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,7/6/26,
Late-Century/Summer (JJA),LC_SSP370_HI_JJA_Precip_070626.jpg,"Hawaii, Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Hawaii,Late-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,7/6/26,
