File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
MC_SSP370_HI_MAM_Precip_070626.aix,"Hawaii, Mid-Century, High emissions (SSP3-7.0) — Spring (MAM), Precipitation (ArcGIS AIX data file)",Hawaii,Mid-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,2026-07-06,
MC_SSP370_HI_MAM_Precip_070626.jpg,"Hawaii, Mid-Century, High emissions (SSP3-7.0) — Spring (MAM), Precipitation (JPEG preview image)",Hawaii,Mid-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,2026-07-06,
MC_SSP585_AK_MAM_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (ArcGIS AIX data file)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,2026-07-06,
MC_SSP585_AK_MAM_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (JPEG preview image)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,2026-07-06,
MC_SSP585_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (ArcGIS AIX data file)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,2026-06-30,
MC_SSP585_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (JPEG preview image)",Contiguous U.S. (CONUS),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,2026-06-30,
MC_SSP585_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (ArcGIS AIX data file)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,2026-07-07,
MC_SSP585_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (JPEG preview image)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,2026-07-07,
MC_SSP585_HI_MAM_Precip_070626.aix,"Hawaii, Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (ArcGIS AIX data file)",Hawaii,Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,2026-07-06,
MC_SSP585_HI_MAM_Precip_070626.jpg,"Hawaii, Mid-Century, Very high emissions (SSP5-8.5) — Spring (MAM), Precipitation (JPEG preview image)",Hawaii,Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,2026-07-06,
