year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.996,-2.233,1.707,-999,-999,-999,-999,-999,-999,-999,-999
1901,-0.937,-2.07,1.828,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.362,-2.135,1.929,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.12,-2.204,1.906,-999,-999,-999,-999,-999,-999,-999,-999
1904,-2.712,-2.112,1.826,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.112,-2.061,1.993,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.005,-2.121,2.038,-999,-999,-999,-999,-999,-999,-999,-999
1907,-1.62,-2.149,1.971,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.755,-2.324,1.869,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.762,-2.242,1.867,-999,-999,-999,-999,-999,-999,-999,-999
1910,-1.22,-2.191,1.873,-999,-999,-999,-999,-999,-999,-999,-999
1911,0.921,-2.334,1.912,-999,-999,-999,-999,-999,-999,-999,-999
1912,-2.37,-2.502,1.786,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.105,-2.424,1.751,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.154,-2.38,1.695,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.704,-2.411,1.736,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.279,-2.495,1.589,-999,-999,-999,-999,-999,-999,-999,-999
1917,-3.304,-2.415,1.554,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.27,-2.348,1.619,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.921,-2.177,1.704,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.995,-2.235,1.842,-999,-999,-999,-999,-999,-999,-999,-999
1921,3.563,-2.278,1.857,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.488,-2.116,1.792,-999,-999,-999,-999,-999,-999,-999,-999
1923,-0.012,-1.988,1.859,-999,-999,-999,-999,-999,-999,-999,-999
1924,-2.42,-2.06,1.894,-999,-999,-999,-999,-999,-999,-999,-999
