year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,1.33,-2.11,1.571,-999,-999,-999,-999,-999,-999,-999,-999
1901,-1.228,-1.987,1.662,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.436,-2.02,1.74,-999,-999,-999,-999,-999,-999,-999,-999
1903,-0.728,-2.042,1.743,-999,-999,-999,-999,-999,-999,-999,-999
1904,-1.678,-1.985,1.688,-999,-999,-999,-999,-999,-999,-999,-999
1905,-0.678,-1.907,1.826,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.872,-1.955,1.869,-999,-999,-999,-999,-999,-999,-999,-999
1907,-0.978,-1.966,1.75,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.447,-2.076,1.658,-999,-999,-999,-999,-999,-999,-999,-999
1909,0.139,-1.982,1.674,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.545,-1.912,1.708,-999,-999,-999,-999,-999,-999,-999,-999
1911,1.672,-2.095,1.757,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.153,-2.197,1.623,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.072,-2.159,1.59,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.953,-2.107,1.534,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.378,-2.11,1.547,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.261,-2.215,1.448,-999,-999,-999,-999,-999,-999,-999,-999
1917,-2.903,-2.105,1.45,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.128,-2.094,1.549,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.689,-1.985,1.625,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.428,-2.055,1.747,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.58,-2.075,1.727,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.097,-1.888,1.701,-999,-999,-999,-999,-999,-999,-999,-999
1923,-0.045,-1.807,1.798,-999,-999,-999,-999,-999,-999,-999,-999
1924,-2.136,-1.784,1.864,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.189,-1.851,1.932,-999,-999,-999,-999,-999,-999,-999,-999
1926,-1.253,-1.861,1.973,-999,-999,-999,-999,-999,-999,-999,-999
