year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.024,-1.817,1.527,-999,-999,-999,-999,-999,-999,-999,-999
1901,-1.568,-1.709,1.557,-999,-999,-999,-999,-999,-999,-999,-999
1902,0.124,-1.75,1.627,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.443,-1.752,1.601,-999,-999,-999,-999,-999,-999,-999,-999
1904,-0.434,-1.712,1.61,-999,-999,-999,-999,-999,-999,-999,-999
1905,-0.984,-1.686,1.633,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.276,-1.745,1.655,-999,-999,-999,-999,-999,-999,-999,-999
1907,0.591,-1.755,1.593,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.791,-1.823,1.51,-999,-999,-999,-999,-999,-999,-999,-999
1909,0.507,-1.836,1.501,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.476,-1.764,1.461,-999,-999,-999,-999,-999,-999,-999,-999
1911,1.932,-1.901,1.478,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.676,-1.975,1.46,-999,-999,-999,-999,-999,-999,-999,-999
1913,-0.093,-1.924,1.429,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.676,-1.908,1.439,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.476,-1.914,1.441,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.176,-1.968,1.452,-999,-999,-999,-999,-999,-999,-999,-999
1917,-1.776,-1.897,1.43,-999,-999,-999,-999,-999,-999,-999,-999
1918,0.199,-1.883,1.586,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.341,-1.827,1.686,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.959,-1.797,1.782,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.499,-1.818,1.779,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.474,-1.655,1.808,-999,-999,-999,-999,-999,-999,-999,-999
1923,-0.118,-1.624,1.803,-999,-999,-999,-999,-999,-999,-999,-999
1924,-0.934,-1.709,1.814,-999,-999,-999,-999,-999,-999,-999,-999
1925,1.207,-1.691,1.819,-999,-999,-999,-999,-999,-999,-999,-999
1926,-0.393,-1.653,1.91,-999,-999,-999,-999,-999,-999,-999,-999
1927,2.082,-1.6,1.904,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.726,-1.675,1.934,-999,-999,-999,-999,-999,-999,-999,-999
1929,-0.368,-1.678,1.837,-999,-999,-999,-999,-999,-999,-999,-999
1930,-0.101,-1.663,1.845,-999,-999,-999,-999,-999,-999,-999,-999
1931,0.416,-1.648,1.772,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.324,-1.607,1.866,-999,-999,-999,-999,-999,-999,-999,-999
1933,1.957,-1.641,1.846,-999,-999,-999,-999,-999,-999,-999,-999
1934,0.624,-1.672,1.853,-999,-999,-999,-999,-999,-999,-999,-999
1935,0.291,-1.598,1.83,-999,-999,-999,-999,-999,-999,-999,-999
1936,0.049,-1.598,1.871,-999,-999,-999,-999,-999,-999,-999,-999
1937,-0.251,-1.646,1.807,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.282,-1.655,1.799,-999,-999,-999,-999,-999,-999,-999,-999
1939,0.774,-1.599,1.714,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.334,-1.57,1.77,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.207,-1.556,1.717,-999,-999,-999,-999,-999,-999,-999,-999
1942,-0.668,-1.579,1.811,-999,-999,-999,-999,-999,-999,-999,-999
1943,-0.009,-1.667,1.825,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.266,-1.69,1.943,-999,-999,-999,-999,-999,-999,-999,-999
1945,0.116,-1.698,1.959,-999,-999,-999,-999,-999,-999,-999,-999
1946,0.657,-1.691,1.978,-999,-999,-999,-999,-999,-999,-999,-999
1947,-0.884,-1.769,1.899,-999,-999,-999,-999,-999,-999,-999,-999
1948,-0.276,-1.738,1.852,-999,-999,-999,-999,-999,-999,-999,-999
1949,0.941,-1.773,1.842,-999,-999,-999,-999,-999,-999,-999,-999
1950,-0.193,-1.771,1.962,-999,-999,-999,-999,-999,-999,-999,-999
1951,0.432,-1.758,2.013,-999,-999,-999,-999,-999,-999,-999,-999
1952,0.091,-1.831,2.069,-999,-999,-999,-999,-999,-999,-999,-999
