year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.801,-2.384,1.616,-999,-999,-999,-999,-999,-999,-999,-999
1901,-0.516,-2.218,1.699,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.249,-2.159,1.768,-999,-999,-999,-999,-999,-999,-999,-999
1903,-0.324,-2.199,1.761,-999,-999,-999,-999,-999,-999,-999,-999
1904,-3.108,-2.1,1.797,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.233,-2.045,1.905,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.217,-2.12,1.893,-999,-999,-999,-999,-999,-999,-999,-999
1907,-1.874,-2.098,1.836,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.384,-2.184,1.697,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.333,-2.096,1.743,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.258,-2.062,1.79,-999,-999,-999,-999,-999,-999,-999,-999
1911,0.542,-2.198,1.848,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.424,-2.365,1.722,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.701,-2.414,1.736,-999,-999,-999,-999,-999,-999,-999,-999
1914,-1.458,-2.368,1.74,-999,-999,-999,-999,-999,-999,-999,-999
1915,0.176,-2.401,1.695,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.624,-2.465,1.524,-999,-999,-999,-999,-999,-999,-999,-999
1917,-3.308,-2.339,1.526,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.591,-2.29,1.613,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.734,-2.157,1.731,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.941,-2.195,1.793,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.476,-2.174,1.771,-999,-999,-999,-999,-999,-999,-999,-999
1922,0.542,-1.988,1.731,-999,-999,-999,-999,-999,-999,-999,-999
1923,-1.041,-1.876,1.857,-999,-999,-999,-999,-999,-999,-999,-999
1924,-2.016,-1.861,1.905,-999,-999,-999,-999,-999,-999,-999,-999
1925,-0.349,-1.922,1.88,-999,-999,-999,-999,-999,-999,-999,-999
1926,-2.716,-1.891,1.964,-999,-999,-999,-999,-999,-999,-999,-999
1927,0.134,-1.894,2.042,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.033,-1.963,2.074,-999,-999,-999,-999,-999,-999,-999,-999
1929,-0.258,-1.967,2.132,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.842,-2.077,2.15,-999,-999,-999,-999,-999,-999,-999,-999
1931,2.342,-2.024,2.171,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.984,-1.998,2.186,-999,-999,-999,-999,-999,-999,-999,-999
1933,0.942,-2.044,2.247,-999,-999,-999,-999,-999,-999,-999,-999
1934,-0.691,-2.098,2.28,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.983,-2.01,2.274,-999,-999,-999,-999,-999,-999,-999,-999
1936,-0.108,-1.951,2.254,-999,-999,-999,-999,-999,-999,-999,-999
1937,0.801,-1.984,2.24,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.367,-1.966,2.255,-999,-999,-999,-999,-999,-999,-999,-999
1939,0.026,-1.947,2.226,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.216,-1.927,2.188,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.759,-1.846,2.199,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.559,-1.839,2.272,-999,-999,-999,-999,-999,-999,-999,-999
1943,-1.116,-1.814,2.303,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.267,-1.762,2.29,-999,-999,-999,-999,-999,-999,-999,-999
1945,0.167,-1.704,2.245,-999,-999,-999,-999,-999,-999,-999,-999
1946,1.392,-1.672,2.213,-999,-999,-999,-999,-999,-999,-999,-999
1947,0.417,-1.698,2.208,-999,-999,-999,-999,-999,-999,-999,-999
1948,0.309,-1.742,2.222,-999,-999,-999,-999,-999,-999,-999,-999
1949,2.717,-1.72,2.191,-999,-999,-999,-999,-999,-999,-999,-999
1950,-0.241,-1.706,2.19,-999,-999,-999,-999,-999,-999,-999,-999
1951,0.609,-1.715,2.184,-999,-999,-999,-999,-999,-999,-999,-999
1952,1.492,-1.804,2.154,-999,-999,-999,-999,-999,-999,-999,-999
1953,2.651,-1.813,2.11,-999,-999,-999,-999,-999,-999,-999,-999
1954,0.634,-1.856,2.166,-999,-999,-999,-999,-999,-999,-999,-999
1955,1.001,-1.934,2.173,-999,-999,-999,-999,-999,-999,-999,-999
1956,-0.558,-2.026,2.198,-999,-999,-999,-999,-999,-999,-999,-999
1957,0.984,-2.119,2.275,-999,-999,-999,-999,-999,-999,-999,-999
1958,-1.316,-2.082,2.312,-999,-999,-999,-999,-999,-999,-999,-999
1959,1.042,-2.129,2.372,-999,-999,-999,-999,-999,-999,-999,-999
1960,-0.124,-2.261,2.342,-999,-999,-999,-999,-999,-999,-999,-999
1961,0.384,-2.354,2.313,-999,-999,-999,-999,-999,-999,-999,-999
1962,-0.933,-2.45,2.276,-999,-999,-999,-999,-999,-999,-999,-999
1963,-1.091,-2.45,2.308,-999,-999,-999,-999,-999,-999,-999,-999
1964,0.534,-2.493,2.262,-999,-999,-999,-999,-999,-999,-999,-999
1965,-0.716,-2.555,2.257,-999,-999,-999,-999,-999,-999,-999,-999
1966,-0.324,-2.579,2.267,-999,-999,-999,-999,-999,-999,-999,-999
1967,-0.633,-2.509,2.244,-999,-999,-999,-999,-999,-999,-999,-999
1968,-0.466,-2.418,2.164,-999,-999,-999,-999,-999,-999,-999,-999
1969,-0.241,-2.442,2.17,-999,-999,-999,-999,-999,-999,-999,-999
1970,-0.308,-2.461,2.089,-999,-999,-999,-999,-999,-999,-999,-999
1971,-0.049,-2.442,2.147,-999,-999,-999,-999,-999,-999,-999,-999
1972,-1.308,-2.402,2.154,-999,-999,-999,-999,-999,-999,-999,-999
1973,1.984,-2.282,2.226,-999,-999,-999,-999,-999,-999,-999,-999
1974,-0.191,-2.138,2.254,-999,-999,-999,-999,-999,-999,-999,-999
1975,1.092,-2.032,2.281,-999,-999,-999,-999,-999,-999,-999,-999
1976,-1.208,-1.896,2.291,-999,-999,-999,-999,-999,-999,-999,-999
1977,0.101,-1.869,2.23,-999,-999,-999,-999,-999,-999,-999,-999
1978,-1.524,-1.913,2.205,-999,-999,-999,-999,-999,-999,-999,-999
1979,0.209,-2.023,2.346,-999,-999,-999,-999,-999,-999,-999,-999
1980,-0.783,-1.938,2.346,-999,-999,-999,-999,-999,-999,-999,-999
1981,0.259,-1.813,2.393,-999,-999,-999,-999,-999,-999,-999,-999
1982,-0.033,-1.717,2.448,-999,-999,-999,-999,-999,-999,-999,-999
1983,1.126,-1.533,2.561,-999,-999,-999,-999,-999,-999,-999,-999
1984,0.809,-1.548,2.653,-999,-999,-999,-999,-999,-999,-999,-999
1985,0.292,-1.57,2.675,-999,-999,-999,-999,-999,-999,-999,-999
