year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,1.266,-2.663,3.088,-999,-999,-999,-999,-999,-999,-999,-999
1901,0.675,-2.678,3.182,-999,-999,-999,-999,-999,-999,-999,-999
1902,-1.15,-2.615,3.154,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.884,-2.754,3.005,-999,-999,-999,-999,-999,-999,-999,-999
1904,-2.417,-2.733,3.007,-999,-999,-999,-999,-999,-999,-999,-999
1905,-0.434,-2.782,2.975,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.083,-2.831,3.004,-999,-999,-999,-999,-999,-999,-999,-999
1907,-2.717,-2.942,2.874,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.916,-3.174,2.719,-999,-999,-999,-999,-999,-999,-999,-999
1909,-1.442,-3.108,2.598,-999,-999,-999,-999,-999,-999,-999,-999
1910,1.125,-3.136,2.645,-999,-999,-999,-999,-999,-999,-999,-999
1911,-1.609,-3.147,2.599,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.625,-3.147,2.545,-999,-999,-999,-999,-999,-999,-999,-999
1913,0.075,-3.092,2.52,-999,-999,-999,-999,-999,-999,-999,-999
1914,0.475,-3.035,2.669,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.109,-3.012,2.638,-999,-999,-999,-999,-999,-999,-999,-999
1916,-3.617,-2.996,2.577,-999,-999,-999,-999,-999,-999,-999,-999
1917,-3.434,-2.941,2.578,-999,-999,-999,-999,-999,-999,-999,-999
1918,0.066,-2.851,2.609,-999,-999,-999,-999,-999,-999,-999,-999
1919,-1.034,-2.665,2.737,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.15,-2.556,2.905,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.291,-2.508,2.95,-999,-999,-999,-999,-999,-999,-999,-999
1922,-0.025,-2.395,2.984,-999,-999,-999,-999,-999,-999,-999,-999
1923,0.7,-2.375,3.045,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.634,-2.383,3.048,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.75,-2.356,2.926,-999,-999,-999,-999,-999,-999,-999,-999
1926,0.816,-2.392,2.938,-999,-999,-999,-999,-999,-999,-999,-999
1927,-1.85,-2.362,2.972,-999,-999,-999,-999,-999,-999,-999,-999
1928,1.308,-2.323,3.005,-999,-999,-999,-999,-999,-999,-999,-999
1929,-2.05,-2.33,2.99,-999,-999,-999,-999,-999,-999,-999,-999
1930,1.416,-2.316,2.886,-999,-999,-999,-999,-999,-999,-999,-999
1931,4.816,-2.399,2.815,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.041,-2.417,2.765,-999,-999,-999,-999,-999,-999,-999,-999
1933,1.258,-2.45,2.742,-999,-999,-999,-999,-999,-999,-999,-999
1934,3.491,-2.521,2.647,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.475,-2.538,2.679,-999,-999,-999,-999,-999,-999,-999,-999
1936,-1.234,-2.524,2.757,-999,-999,-999,-999,-999,-999,-999,-999
1937,-0.975,-2.488,2.735,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.95,-2.541,2.767,-999,-999,-999,-999,-999,-999,-999,-999
1939,2.025,-2.567,2.619,-999,-999,-999,-999,-999,-999,-999,-999
1940,1.05,-2.549,2.686,-999,-999,-999,-999,-999,-999,-999,-999
1941,2.291,-2.65,2.606,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.95,-2.722,2.62,-999,-999,-999,-999,-999,-999,-999,-999
1943,-0.034,-2.784,2.686,-999,-999,-999,-999,-999,-999,-999,-999
1944,1.05,-2.817,2.634,-999,-999,-999,-999,-999,-999,-999,-999
1945,-0.917,-2.754,2.672,-999,-999,-999,-999,-999,-999,-999,-999
