year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.458,-2.18,2.023,-999,-999,-999,-999,-999,-999,-999,-999
1901,-0.85,-2.009,2.163,-999,-999,-999,-999,-999,-999,-999,-999
1902,-1.008,-2.045,2.242,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.475,-2.122,2.155,-999,-999,-999,-999,-999,-999,-999,-999
1904,-2.783,-2.056,2.058,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.333,-2.065,2.175,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.225,-2.16,2.214,-999,-999,-999,-999,-999,-999,-999,-999
1907,-1.167,-2.253,2.138,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.658,-2.454,2.021,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.733,-2.355,1.999,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.792,-2.331,2.039,-999,-999,-999,-999,-999,-999,-999,-999
1911,1.075,-2.455,2.059,-999,-999,-999,-999,-999,-999,-999,-999
1912,-2.267,-2.603,1.939,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.125,-2.525,1.89,-999,-999,-999,-999,-999,-999,-999,-999
1914,0.325,-2.488,1.869,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.742,-2.555,1.925,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.5,-2.636,1.789,-999,-999,-999,-999,-999,-999,-999,-999
1917,-3.292,-2.628,1.739,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.367,-2.518,1.794,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.458,-2.342,1.85,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.825,-2.399,1.982,-999,-999,-999,-999,-999,-999,-999,-999
1921,3.367,-2.417,1.987,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.342,-2.229,1.936,-999,-999,-999,-999,-999,-999,-999,-999
1923,0.05,-2.152,1.984,-999,-999,-999,-999,-999,-999,-999,-999
1924,-2.4,-2.261,2.025,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.142,-2.364,2.042,-999,-999,-999,-999,-999,-999,-999,-999
1926,-1.267,-2.323,2.051,-999,-999,-999,-999,-999,-999,-999,-999
1927,0.35,-2.262,2.065,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.225,-2.237,2.108,-999,-999,-999,-999,-999,-999,-999,-999
1929,-1.733,-2.319,2.098,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.917,-2.385,2.151,-999,-999,-999,-999,-999,-999,-999,-999
1931,3.25,-2.353,2.077,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.417,-2.229,2.117,-999,-999,-999,-999,-999,-999,-999,-999
1933,1.967,-2.245,2.209,-999,-999,-999,-999,-999,-999,-999,-999
1934,1.583,-2.338,2.189,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.375,-2.287,2.177,-999,-999,-999,-999,-999,-999,-999,-999
1936,0.225,-2.15,2.27,-999,-999,-999,-999,-999,-999,-999,-999
1937,-1.083,-2.175,2.333,-999,-999,-999,-999,-999,-999,-999,-999
1938,2.442,-2.255,2.433,-999,-999,-999,-999,-999,-999,-999,-999
1939,1.617,-2.207,2.399,-999,-999,-999,-999,-999,-999,-999,-999
1940,-1.125,-2.139,2.403,-999,-999,-999,-999,-999,-999,-999,-999
1941,1.8,-2.052,2.37,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.083,-2.11,2.483,-999,-999,-999,-999,-999,-999,-999,-999
1943,-0.675,-2.228,2.428,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.658,-2.273,2.491,-999,-999,-999,-999,-999,-999,-999,-999
1945,-0.958,-2.225,2.542,-999,-999,-999,-999,-999,-999,-999,-999
1946,2.083,-2.174,2.588,-999,-999,-999,-999,-999,-999,-999,-999
1947,-0.358,-2.22,2.456,-999,-999,-999,-999,-999,-999,-999,-999
1948,0.042,-2.256,2.437,-999,-999,-999,-999,-999,-999,-999,-999
1949,1.125,-2.266,2.319,-999,-999,-999,-999,-999,-999,-999,-999
1950,-1.8,-2.29,2.397,-999,-999,-999,-999,-999,-999,-999,-999
1951,-1.733,-2.304,2.427,-999,-999,-999,-999,-999,-999,-999,-999
1952,1.008,-2.478,2.421,-999,-999,-999,-999,-999,-999,-999,-999
1953,2.075,-2.451,2.443,-999,-999,-999,-999,-999,-999,-999,-999
1954,2.1,-2.448,2.481,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.792,-2.411,2.354,-999,-999,-999,-999,-999,-999,-999,-999
1956,1.017,-2.482,2.379,-999,-999,-999,-999,-999,-999,-999,-999
1957,0.192,-2.634,2.355,-999,-999,-999,-999,-999,-999,-999,-999
1958,-1.583,-2.607,2.445,-999,-999,-999,-999,-999,-999,-999,-999
1959,0.25,-2.768,2.382,-999,-999,-999,-999,-999,-999,-999,-999
1960,-1.317,-2.842,2.369,-999,-999,-999,-999,-999,-999,-999,-999
1961,-0.525,-2.981,2.243,-999,-999,-999,-999,-999,-999,-999,-999
1962,-0.742,-2.987,2.185,-999,-999,-999,-999,-999,-999,-999,-999
