year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.602,-1.994,1.506,-999,-999,-999,-999,-999,-999,-999,-999
1901,-1.748,-1.879,1.597,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.298,-1.954,1.65,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.098,-1.989,1.631,-999,-999,-999,-999,-999,-999,-999,-999
1904,-1.231,-1.915,1.634,-999,-999,-999,-999,-999,-999,-999,-999
1905,-0.956,-1.84,1.708,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.223,-1.856,1.716,-999,-999,-999,-999,-999,-999,-999,-999
1907,0.019,-1.846,1.68,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.719,-1.945,1.593,-999,-999,-999,-999,-999,-999,-999,-999
1909,0.177,-1.888,1.565,-999,-999,-999,-999,-999,-999,-999,-999
1910,-1.148,-1.835,1.571,-999,-999,-999,-999,-999,-999,-999,-999
1911,1.752,-1.999,1.58,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.59,-2.087,1.467,-999,-999,-999,-999,-999,-999,-999,-999
1913,0.835,-1.974,1.415,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.19,-1.972,1.391,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.273,-2.014,1.423,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.206,-2.083,1.406,-999,-999,-999,-999,-999,-999,-999,-999
1917,-2.556,-2.002,1.41,-999,-999,-999,-999,-999,-999,-999,-999
1918,0.135,-1.976,1.572,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.869,-1.905,1.669,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.981,-1.958,1.828,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.744,-1.954,1.82,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.527,-1.762,1.79,-999,-999,-999,-999,-999,-999,-999,-999
1923,0.052,-1.706,1.847,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.706,-1.793,1.907,-999,-999,-999,-999,-999,-999,-999,-999
1925,1.377,-1.772,1.919,-999,-999,-999,-999,-999,-999,-999,-999
1926,-0.523,-1.734,2.008,-999,-999,-999,-999,-999,-999,-999,-999
1927,1.41,-1.658,1.967,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.873,-1.77,2.012,-999,-999,-999,-999,-999,-999,-999,-999
1929,-0.498,-1.768,1.914,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.177,-1.748,1.92,-999,-999,-999,-999,-999,-999,-999,-999
1931,1.41,-1.661,1.782,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.785,-1.622,1.854,-999,-999,-999,-999,-999,-999,-999,-999
1933,1.627,-1.671,1.9,-999,-999,-999,-999,-999,-999,-999,-999
1934,0.485,-1.7,1.92,-999,-999,-999,-999,-999,-999,-999,-999
1935,0.102,-1.613,1.929,-999,-999,-999,-999,-999,-999,-999,-999
1936,0.352,-1.641,1.931,-999,-999,-999,-999,-999,-999,-999,-999
1937,-0.331,-1.689,1.874,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.452,-1.721,1.892,-999,-999,-999,-999,-999,-999,-999,-999
1939,0.86,-1.631,1.802,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.19,-1.603,1.846,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.769,-1.614,1.805,-999,-999,-999,-999,-999,-999,-999,-999
1942,-0.456,-1.655,1.879,-999,-999,-999,-999,-999,-999,-999,-999
1943,-0.281,-1.728,1.874,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.152,-1.739,1.93,-999,-999,-999,-999,-999,-999,-999,-999
1945,-0.173,-1.762,1.929,-999,-999,-999,-999,-999,-999,-999,-999
1946,1.027,-1.74,1.933,-999,-999,-999,-999,-999,-999,-999,-999
1947,-1.106,-1.775,1.885,-999,-999,-999,-999,-999,-999,-999,-999
1948,-0.19,-1.765,1.883,-999,-999,-999,-999,-999,-999,-999,-999
1949,0.869,-1.791,1.871,-999,-999,-999,-999,-999,-999,-999,-999
1950,-0.815,-1.816,1.987,-999,-999,-999,-999,-999,-999,-999,-999
1951,-0.273,-1.806,1.986,-999,-999,-999,-999,-999,-999,-999,-999
1952,0.552,-1.886,1.988,-999,-999,-999,-999,-999,-999,-999,-999
1953,1.035,-1.861,2.062,-999,-999,-999,-999,-999,-999,-999,-999
1954,1.127,-1.853,2.068,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.144,-1.817,2.06,-999,-999,-999,-999,-999,-999,-999,-999
1956,0.652,-1.814,2.048,-999,-999,-999,-999,-999,-999,-999,-999
1957,0.585,-1.941,2.005,-999,-999,-999,-999,-999,-999,-999,-999
1958,-2.281,-1.885,2.112,-999,-999,-999,-999,-999,-999,-999,-999
1959,-0.123,-1.975,2.04,-999,-999,-999,-999,-999,-999,-999,-999
1960,-2.065,-2.014,1.95,-999,-999,-999,-999,-999,-999,-999,-999
1961,-1.206,-2.027,1.858,-999,-999,-999,-999,-999,-999,-999,-999
1962,-0.698,-2.064,1.774,-999,-999,-999,-999,-999,-999,-999,-999
1963,-1.856,-2.044,1.867,-999,-999,-999,-999,-999,-999,-999,-999
1964,-0.465,-2.106,1.8,-999,-999,-999,-999,-999,-999,-999,-999
1965,-0.148,-2.122,1.712,-999,-999,-999,-999,-999,-999,-999,-999
1966,-1.706,-2.164,1.627,-999,-999,-999,-999,-999,-999,-999,-999
1967,-1.223,-2.156,1.623,-999,-999,-999,-999,-999,-999,-999,-999
1968,-1.848,-2.045,1.593,-999,-999,-999,-999,-999,-999,-999,-999
1969,-1.79,-2.102,1.536,-999,-999,-999,-999,-999,-999,-999,-999
1970,-0.848,-2.039,1.559,-999,-999,-999,-999,-999,-999,-999,-999
1971,-0.256,-2.071,1.684,-999,-999,-999,-999,-999,-999,-999,-999
1972,-0.715,-2.039,1.727,-999,-999,-999,-999,-999,-999,-999,-999
1973,0.36,-2.119,1.728,-999,-999,-999,-999,-999,-999,-999,-999
1974,-0.223,-1.985,1.714,-999,-999,-999,-999,-999,-999,-999,-999
1975,-0.098,-1.942,1.726,-999,-999,-999,-999,-999,-999,-999,-999
1976,-2.39,-1.864,1.775,-999,-999,-999,-999,-999,-999,-999,-999
1977,-0.623,-1.88,1.82,-999,-999,-999,-999,-999,-999,-999,-999
1978,-1.748,-1.864,1.789,-999,-999,-999,-999,-999,-999,-999,-999
