year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.906,-2.248,1.59,-999,-999,-999,-999,-999,-999,-999,-999
1901,0.623,-2.247,1.582,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.319,-2.176,1.57,-999,-999,-999,-999,-999,-999,-999,-999
1903,-2.11,-2.245,1.48,-999,-999,-999,-999,-999,-999,-999,-999
1904,-0.085,-2.281,1.479,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.035,-2.32,1.451,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.502,-2.368,1.395,-999,-999,-999,-999,-999,-999,-999,-999
1907,0.615,-2.464,1.395,-999,-999,-999,-999,-999,-999,-999,-999
1908,-1.719,-2.478,1.342,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.894,-2.392,1.335,-999,-999,-999,-999,-999,-999,-999,-999
1910,1.648,-2.382,1.415,-999,-999,-999,-999,-999,-999,-999,-999
1911,-0.76,-2.444,1.446,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.944,-2.415,1.554,-999,-999,-999,-999,-999,-999,-999,-999
1913,-1.502,-2.309,1.642,-999,-999,-999,-999,-999,-999,-999,-999
1914,0.19,-2.318,1.719,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.327,-2.235,1.705,-999,-999,-999,-999,-999,-999,-999,-999
1916,-1.335,-2.272,1.666,-999,-999,-999,-999,-999,-999,-999,-999
1917,-1.494,-2.27,1.609,-999,-999,-999,-999,-999,-999,-999,-999
1918,0.131,-2.18,1.615,-999,-999,-999,-999,-999,-999,-999,-999
1919,-0.66,-2.181,1.655,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.194,-2.105,1.724,-999,-999,-999,-999,-999,-999,-999,-999
1921,1.565,-2.09,1.677,-999,-999,-999,-999,-999,-999,-999,-999
1922,-1.052,-1.951,1.705,-999,-999,-999,-999,-999,-999,-999,-999
1923,-1.452,-1.895,1.716,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.127,-1.915,1.702,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.115,-1.829,1.686,-999,-999,-999,-999,-999,-999,-999,-999
1926,1.281,-1.859,1.726,-999,-999,-999,-999,-999,-999,-999,-999
1927,0.406,-1.802,1.685,-999,-999,-999,-999,-999,-999,-999,-999
1928,0.398,-1.745,1.823,-999,-999,-999,-999,-999,-999,-999,-999
1929,-0.969,-1.715,1.781,-999,-999,-999,-999,-999,-999,-999,-999
1930,-1.144,-1.684,1.82,-999,-999,-999,-999,-999,-999,-999,-999
1931,0.24,-1.692,1.892,-999,-999,-999,-999,-999,-999,-999,-999
1932,-1.41,-1.616,1.905,-999,-999,-999,-999,-999,-999,-999,-999
1933,-0.144,-1.589,1.862,-999,-999,-999,-999,-999,-999,-999,-999
1934,3.998,-1.682,1.818,-999,-999,-999,-999,-999,-999,-999,-999
1935,0.656,-1.69,1.825,-999,-999,-999,-999,-999,-999,-999,-999
1936,1.498,-1.677,1.894,-999,-999,-999,-999,-999,-999,-999,-999
1937,-0.21,-1.67,1.933,-999,-999,-999,-999,-999,-999,-999,-999
1938,0.781,-1.629,2.012,-999,-999,-999,-999,-999,-999,-999,-999
1939,0.956,-1.612,1.952,-999,-999,-999,-999,-999,-999,-999,-999
1940,2.273,-1.612,2.005,-999,-999,-999,-999,-999,-999,-999,-999
1941,-0.077,-1.712,1.9,-999,-999,-999,-999,-999,-999,-999,-999
1942,-0.244,-1.711,1.925,-999,-999,-999,-999,-999,-999,-999,-999
1943,1.756,-1.722,2.023,-999,-999,-999,-999,-999,-999,-999,-999
1944,-1.077,-1.769,2.021,-999,-999,-999,-999,-999,-999,-999,-999
1945,-0.227,-1.677,2.018,-999,-999,-999,-999,-999,-999,-999,-999
1946,0.831,-1.587,2.055,-999,-999,-999,-999,-999,-999,-999,-999
1947,0.473,-1.684,2.031,-999,-999,-999,-999,-999,-999,-999,-999
1948,-0.81,-1.682,2.058,-999,-999,-999,-999,-999,-999,-999,-999
