year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.614,-1.878,1.767,-999,-999,-999,-999,-999,-999,-999,-999
1901,-0.37,-1.796,1.835,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.878,-1.811,1.932,-999,-999,-999,-999,-999,-999,-999,-999
1903,-2.128,-1.883,1.884,-999,-999,-999,-999,-999,-999,-999,-999
1904,-1.078,-1.854,1.836,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.853,-1.83,1.923,-999,-999,-999,-999,-999,-999,-999,-999
1906,-1.095,-1.878,1.983,-999,-999,-999,-999,-999,-999,-999,-999
1907,0.497,-1.927,1.872,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.772,-2.044,1.779,-999,-999,-999,-999,-999,-999,-999,-999
1909,0.68,-2.013,1.81,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.478,-2.007,1.813,-999,-999,-999,-999,-999,-999,-999,-999
1911,1.439,-2.173,1.779,-999,-999,-999,-999,-999,-999,-999,-999
1912,-2.103,-2.215,1.779,-999,-999,-999,-999,-999,-999,-999,-999
1913,0.014,-2.134,1.736,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.303,-2.149,1.759,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.861,-2.193,1.778,-999,-999,-999,-999,-999,-999,-999,-999
1916,0.172,-2.249,1.722,-999,-999,-999,-999,-999,-999,-999,-999
1917,-2.27,-2.214,1.688,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.086,-2.187,1.819,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.13,-2.134,1.868,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.886,-2.077,1.979,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.705,-2.068,1.999,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.08,-1.905,2.006,-999,-999,-999,-999,-999,-999,-999,-999
1923,0.13,-1.869,1.971,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.495,-1.967,1.963,-999,-999,-999,-999,-999,-999,-999,-999
1925,1.222,-1.944,1.954,-999,-999,-999,-999,-999,-999,-999,-999
1926,-0.345,-1.88,1.978,-999,-999,-999,-999,-999,-999,-999,-999
1927,1.405,-1.843,1.963,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.495,-1.877,1.992,-999,-999,-999,-999,-999,-999,-999,-999
1929,-0.953,-1.894,1.945,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.172,-1.89,1.968,-999,-999,-999,-999,-999,-999,-999,-999
1931,1.055,-1.922,1.871,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.539,-1.887,1.926,-999,-999,-999,-999,-999,-999,-999,-999
1933,1.705,-1.888,1.965,-999,-999,-999,-999,-999,-999,-999,-999
1934,1.347,-1.953,1.987,-999,-999,-999,-999,-999,-999,-999,-999
1935,0.18,-1.856,2.004,-999,-999,-999,-999,-999,-999,-999,-999
1936,0.43,-1.862,2.027,-999,-999,-999,-999,-999,-999,-999,-999
1937,-0.611,-1.911,2.079,-999,-999,-999,-999,-999,-999,-999,-999
1938,2.022,-1.989,2.105,-999,-999,-999,-999,-999,-999,-999,-999
1939,1.364,-1.965,1.992,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.011,-1.954,2.021,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.63,-1.974,1.978,-999,-999,-999,-999,-999,-999,-999,-999
1942,-0.253,-1.987,2.042,-999,-999,-999,-999,-999,-999,-999,-999
1943,0.455,-2.044,2.035,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.447,-2.042,2.131,-999,-999,-999,-999,-999,-999,-999,-999
1945,-0.32,-2.036,2.201,-999,-999,-999,-999,-999,-999,-999,-999
1946,1.347,-2.079,2.236,-999,-999,-999,-999,-999,-999,-999,-999
1947,-0.411,-2.111,2.134,-999,-999,-999,-999,-999,-999,-999,-999
1948,-0.695,-2.112,2.087,-999,-999,-999,-999,-999,-999,-999,-999
1949,0.264,-2.101,2.043,-999,-999,-999,-999,-999,-999,-999,-999
1950,-0.828,-2.119,2.199,-999,-999,-999,-999,-999,-999,-999,-999
1951,-0.511,-2.113,2.222,-999,-999,-999,-999,-999,-999,-999,-999
1952,0.38,-2.189,2.282,-999,-999,-999,-999,-999,-999,-999,-999
1953,1.197,-2.171,2.41,-999,-999,-999,-999,-999,-999,-999,-999
1954,2.172,-2.164,2.395,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.197,-2.178,2.321,-999,-999,-999,-999,-999,-999,-999,-999
1956,0.772,-2.17,2.236,-999,-999,-999,-999,-999,-999,-999,-999
1957,-0.036,-2.305,2.2,-999,-999,-999,-999,-999,-999,-999,-999
1958,-1.853,-2.273,2.304,-999,-999,-999,-999,-999,-999,-999,-999
1959,-0.611,-2.357,2.277,-999,-999,-999,-999,-999,-999,-999,-999
1960,-1.728,-2.397,2.213,-999,-999,-999,-999,-999,-999,-999,-999
1961,-1.478,-2.419,2.1,-999,-999,-999,-999,-999,-999,-999,-999
1962,-0.303,-2.37,2.023,-999,-999,-999,-999,-999,-999,-999,-999
1963,-0.278,-2.347,2.032,-999,-999,-999,-999,-999,-999,-999,-999
1964,0.055,-2.391,1.934,-999,-999,-999,-999,-999,-999,-999,-999
1965,0.414,-2.372,1.86,-999,-999,-999,-999,-999,-999,-999,-999
1966,-1.436,-2.422,1.804,-999,-999,-999,-999,-999,-999,-999,-999
1967,-0.745,-2.495,1.773,-999,-999,-999,-999,-999,-999,-999,-999
1968,-1.945,-2.373,1.746,-999,-999,-999,-999,-999,-999,-999,-999
1969,-1.095,-2.454,1.69,-999,-999,-999,-999,-999,-999,-999,-999
1970,-0.895,-2.419,1.664,-999,-999,-999,-999,-999,-999,-999,-999
1971,-0.145,-2.401,1.789,-999,-999,-999,-999,-999,-999,-999,-999
1972,-0.578,-2.368,1.909,-999,-999,-999,-999,-999,-999,-999,-999
1973,-0.036,-2.496,1.889,-999,-999,-999,-999,-999,-999,-999,-999
1974,-0.345,-2.363,1.884,-999,-999,-999,-999,-999,-999,-999,-999
1975,-0.736,-2.342,1.875,-999,-999,-999,-999,-999,-999,-999,-999
1976,-1.861,-2.327,1.922,-999,-999,-999,-999,-999,-999,-999,-999
1977,0.155,-2.362,1.957,-999,-999,-999,-999,-999,-999,-999,-999
1978,-1.711,-2.301,1.978,-999,-999,-999,-999,-999,-999,-999,-999
1979,-2.62,-2.341,2.083,-999,-999,-999,-999,-999,-999,-999,-999
1980,-0.12,-2.196,2.173,-999,-999,-999,-999,-999,-999,-999,-999
1981,-0.386,-2.074,2.28,-999,-999,-999,-999,-999,-999,-999,-999
1982,-0.645,-1.986,2.261,-999,-999,-999,-999,-999,-999,-999,-999
1983,-1.745,-1.891,2.243,-999,-999,-999,-999,-999,-999,-999,-999
1984,-0.561,-1.742,2.367,-999,-999,-999,-999,-999,-999,-999,-999
1985,-0.77,-1.704,2.411,-999,-999,-999,-999,-999,-999,-999,-999
1986,0.905,-1.628,2.383,-999,-999,-999,-999,-999,-999,-999,-999
1987,0.422,-1.586,2.353,-999,-999,-999,-999,-999,-999,-999,-999
1988,-0.861,-1.545,2.352,-999,-999,-999,-999,-999,-999,-999,-999
1989,-1.645,-1.508,2.387,-999,-999,-999,-999,-999,-999,-999,-999
