year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,1.102,-2.112,1.481,-999,-999,-999,-999,-999,-999,-999,-999
1901,-1.323,-2.01,1.546,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.598,-2.002,1.618,-999,-999,-999,-999,-999,-999,-999,-999
1903,-0.982,-2.04,1.622,-999,-999,-999,-999,-999,-999,-999,-999
1904,-3.065,-1.966,1.616,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.19,-1.906,1.694,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.377,-1.938,1.743,-999,-999,-999,-999,-999,-999,-999,-999
1907,-2.073,-1.912,1.66,-999,-999,-999,-999,-999,-999,-999,-999
1908,-0.198,-2.013,1.521,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.498,-1.933,1.538,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.632,-1.861,1.555,-999,-999,-999,-999,-999,-999,-999,-999
1911,0.71,-1.975,1.595,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.14,-2.052,1.459,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.452,-2.069,1.444,-999,-999,-999,-999,-999,-999,-999,-999
1914,-1.082,-2.071,1.406,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.482,-2.084,1.413,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.998,-2.193,1.329,-999,-999,-999,-999,-999,-999,-999,-999
1917,-2.748,-2.121,1.303,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.473,-2.119,1.389,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.46,-2.021,1.519,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.123,-2.05,1.594,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.393,-2.027,1.58,-999,-999,-999,-999,-999,-999,-999,-999
1922,0.71,-1.906,1.594,-999,-999,-999,-999,-999,-999,-999,-999
1923,0.202,-1.84,1.696,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.615,-1.78,1.76,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.31,-1.778,1.779,-999,-999,-999,-999,-999,-999,-999,-999
1926,-1.457,-1.799,1.805,-999,-999,-999,-999,-999,-999,-999,-999
1927,0.052,-1.734,1.857,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.323,-1.762,1.878,-999,-999,-999,-999,-999,-999,-999,-999
1929,0.185,-1.749,1.928,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.81,-1.763,1.979,-999,-999,-999,-999,-999,-999,-999,-999
1931,1.893,-1.727,1.976,-999,-999,-999,-999,-999,-999,-999,-999
1932,1.085,-1.75,2.023,-999,-999,-999,-999,-999,-999,-999,-999
1933,0.943,-1.826,2.043,-999,-999,-999,-999,-999,-999,-999,-999
1934,-0.332,-1.82,2.075,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.673,-1.762,2.027,-999,-999,-999,-999,-999,-999,-999,-999
1936,-0.257,-1.749,1.984,-999,-999,-999,-999,-999,-999,-999,-999
1937,0.102,-1.741,1.965,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.118,-1.796,1.97,-999,-999,-999,-999,-999,-999,-999,-999
1939,1.102,-1.815,1.958,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.032,-1.797,1.959,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.76,-1.774,1.916,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.56,-1.77,1.962,-999,-999,-999,-999,-999,-999,-999,-999
1943,0.243,-1.735,1.925,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.268,-1.634,1.935,-999,-999,-999,-999,-999,-999,-999,-999
1945,0.36,-1.615,1.914,-999,-999,-999,-999,-999,-999,-999,-999
1946,1.227,-1.616,1.945,-999,-999,-999,-999,-999,-999,-999,-999
1947,-0.248,-1.637,1.964,-999,-999,-999,-999,-999,-999,-999,-999
1948,-0.015,-1.68,1.99,-999,-999,-999,-999,-999,-999,-999,-999
1949,2.235,-1.617,1.964,-999,-999,-999,-999,-999,-999,-999,-999
1950,-0.207,-1.647,1.992,-999,-999,-999,-999,-999,-999,-999,-999
1951,0.468,-1.636,2.003,-999,-999,-999,-999,-999,-999,-999,-999
1952,0.943,-1.671,2.0,-999,-999,-999,-999,-999,-999,-999,-999
1953,2.01,-1.65,1.971,-999,-999,-999,-999,-999,-999,-999,-999
1954,0.985,-1.679,2.019,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.46,-1.689,2.024,-999,-999,-999,-999,-999,-999,-999,-999
1956,0.193,-1.78,2.015,-999,-999,-999,-999,-999,-999,-999,-999
1957,0.91,-1.875,2.051,-999,-999,-999,-999,-999,-999,-999,-999
1958,-1.648,-1.845,2.146,-999,-999,-999,-999,-999,-999,-999,-999
1959,1.577,-1.887,2.167,-999,-999,-999,-999,-999,-999,-999,-999
1960,-0.782,-1.956,2.103,-999,-999,-999,-999,-999,-999,-999,-999
1961,-0.132,-1.921,2.032,-999,-999,-999,-999,-999,-999,-999,-999
1962,-1.165,-1.977,1.96,-999,-999,-999,-999,-999,-999,-999,-999
1963,-1.198,-2.008,2.03,-999,-999,-999,-999,-999,-999,-999,-999
1964,0.143,-2.074,2.001,-999,-999,-999,-999,-999,-999,-999,-999
