year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,1.158,-2.111,1.508,-999,-999,-999,-999,-999,-999,-999,-999
1901,-1.158,-2.038,1.58,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.508,-2.027,1.641,-999,-999,-999,-999,-999,-999,-999,-999
1903,-0.858,-2.058,1.653,-999,-999,-999,-999,-999,-999,-999,-999
1904,-3.092,-1.987,1.654,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.2,-1.931,1.723,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.45,-1.961,1.769,-999,-999,-999,-999,-999,-999,-999,-999
1907,-2.008,-1.943,1.687,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.008,-2.037,1.556,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.575,-1.951,1.561,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.683,-1.889,1.586,-999,-999,-999,-999,-999,-999,-999,-999
1911,0.508,-2.002,1.623,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.058,-2.065,1.479,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.583,-2.089,1.473,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.908,-2.094,1.431,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.292,-2.11,1.443,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.958,-2.223,1.359,-999,-999,-999,-999,-999,-999,-999,-999
1917,-2.583,-2.166,1.333,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.583,-2.167,1.414,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.442,-2.074,1.547,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.067,-2.1,1.63,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.225,-2.075,1.612,-999,-999,-999,-999,-999,-999,-999,-999
1922,0.325,-1.956,1.629,-999,-999,-999,-999,-999,-999,-999,-999
1923,-0.075,-1.883,1.734,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.667,-1.821,1.786,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.483,-1.818,1.802,-999,-999,-999,-999,-999,-999,-999,-999
1926,-1.558,-1.836,1.827,-999,-999,-999,-999,-999,-999,-999,-999
1927,-0.117,-1.769,1.883,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.458,-1.779,1.906,-999,-999,-999,-999,-999,-999,-999,-999
1929,0.3,-1.754,1.971,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.708,-1.765,2.011,-999,-999,-999,-999,-999,-999,-999,-999
1931,1.667,-1.741,2.026,-999,-999,-999,-999,-999,-999,-999,-999
1932,1.025,-1.762,2.073,-999,-999,-999,-999,-999,-999,-999,-999
1933,0.85,-1.851,2.095,-999,-999,-999,-999,-999,-999,-999,-999
1934,-0.683,-1.839,2.132,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.867,-1.779,2.091,-999,-999,-999,-999,-999,-999,-999,-999
1936,-0.267,-1.769,2.037,-999,-999,-999,-999,-999,-999,-999,-999
1937,0.075,-1.765,2.016,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.075,-1.814,2.02,-999,-999,-999,-999,-999,-999,-999,-999
1939,0.933,-1.831,2.015,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.325,-1.825,2.0,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.608,-1.801,1.951,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.483,-1.797,1.986,-999,-999,-999,-999,-999,-999,-999,-999
1943,0.175,-1.763,1.947,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.175,-1.644,1.96,-999,-999,-999,-999,-999,-999,-999,-999
1945,0.5,-1.632,1.935,-999,-999,-999,-999,-999,-999,-999,-999
1946,1.208,-1.636,1.961,-999,-999,-999,-999,-999,-999,-999,-999
1947,-0.075,-1.655,1.993,-999,-999,-999,-999,-999,-999,-999,-999
1948,-0.042,-1.701,2.022,-999,-999,-999,-999,-999,-999,-999,-999
1949,2.433,-1.643,1.998,-999,-999,-999,-999,-999,-999,-999,-999
1950,0.0,-1.689,2.013,-999,-999,-999,-999,-999,-999,-999,-999
1951,0.65,-1.674,2.035,-999,-999,-999,-999,-999,-999,-999,-999
1952,0.975,-1.713,2.037,-999,-999,-999,-999,-999,-999,-999,-999
1953,1.95,-1.683,1.993,-999,-999,-999,-999,-999,-999,-999,-999
1954,1.133,-1.712,2.039,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.542,-1.734,2.039,-999,-999,-999,-999,-999,-999,-999,-999
1956,0.292,-1.828,2.035,-999,-999,-999,-999,-999,-999,-999,-999
1957,1.133,-1.934,2.077,-999,-999,-999,-999,-999,-999,-999,-999
