year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,0.794,-2.179,1.552,-999,-999,-999,-999,-999,-999,-999,-999
1901,-1.248,-2.059,1.623,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.548,-2.024,1.686,-999,-999,-999,-999,-999,-999,-999,-999
1903,-0.789,-2.048,1.683,-999,-999,-999,-999,-999,-999,-999,-999
1904,-3.298,-1.986,1.702,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.306,-1.949,1.81,-999,-999,-999,-999,-999,-999,-999,-999
1906,0.336,-1.979,1.811,-999,-999,-999,-999,-999,-999,-999,-999
1907,-2.323,-1.975,1.733,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.136,-2.053,1.595,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.548,-1.961,1.626,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.673,-1.907,1.614,-999,-999,-999,-999,-999,-999,-999,-999
1911,0.144,-2.002,1.627,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.081,-2.112,1.484,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.686,-2.161,1.518,-999,-999,-999,-999,-999,-999,-999,-999
1914,-1.289,-2.164,1.513,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.148,-2.182,1.486,-999,-999,-999,-999,-999,-999,-999,-999
1916,-1.273,-2.276,1.381,-999,-999,-999,-999,-999,-999,-999,-999
1917,-2.798,-2.215,1.414,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.689,-2.205,1.513,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.436,-2.086,1.62,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.064,-2.123,1.677,-999,-999,-999,-999,-999,-999,-999,-999
1921,1.919,-2.092,1.696,-999,-999,-999,-999,-999,-999,-999,-999
1922,0.294,-1.979,1.737,-999,-999,-999,-999,-999,-999,-999,-999
1923,-0.506,-1.88,1.86,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.748,-1.839,1.85,-999,-999,-999,-999,-999,-999,-999,-999
1925,-0.048,-1.837,1.827,-999,-999,-999,-999,-999,-999,-999,-999
1926,-2.248,-1.821,1.885,-999,-999,-999,-999,-999,-999,-999,-999
1927,-0.231,-1.754,1.92,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.306,-1.792,1.926,-999,-999,-999,-999,-999,-999,-999,-999
1929,0.177,-1.735,1.959,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.569,-1.799,2.016,-999,-999,-999,-999,-999,-999,-999,-999
1931,2.136,-1.755,2.075,-999,-999,-999,-999,-999,-999,-999,-999
1932,1.119,-1.768,2.085,-999,-999,-999,-999,-999,-999,-999,-999
1933,0.736,-1.818,2.1,-999,-999,-999,-999,-999,-999,-999,-999
1934,-0.631,-1.819,2.12,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.623,-1.732,2.11,-999,-999,-999,-999,-999,-999,-999,-999
1936,-0.173,-1.729,2.076,-999,-999,-999,-999,-999,-999,-999,-999
1937,0.536,-1.761,2.068,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.061,-1.813,2.07,-999,-999,-999,-999,-999,-999,-999,-999
1939,0.652,-1.837,2.057,-999,-999,-999,-999,-999,-999,-999,-999
1940,-2.248,-1.844,2.034,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.786,-1.803,1.988,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.361,-1.796,1.989,-999,-999,-999,-999,-999,-999,-999,-999
1943,-0.223,-1.763,1.997,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.369,-1.682,2.002,-999,-999,-999,-999,-999,-999,-999,-999
1945,0.402,-1.672,1.972,-999,-999,-999,-999,-999,-999,-999,-999
1946,1.502,-1.633,1.994,-999,-999,-999,-999,-999,-999,-999,-999
1947,0.077,-1.67,2.013,-999,-999,-999,-999,-999,-999,-999,-999
1948,0.144,-1.705,2.025,-999,-999,-999,-999,-999,-999,-999,-999
1949,2.736,-1.649,2.01,-999,-999,-999,-999,-999,-999,-999,-999
1950,-0.056,-1.612,2.009,-999,-999,-999,-999,-999,-999,-999,-999
1951,1.011,-1.636,2.051,-999,-999,-999,-999,-999,-999,-999,-999
1952,1.377,-1.708,2.052,-999,-999,-999,-999,-999,-999,-999,-999
1953,2.419,-1.695,2.008,-999,-999,-999,-999,-999,-999,-999,-999
1954,1.086,-1.719,2.049,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.961,-1.732,2.04,-999,-999,-999,-999,-999,-999,-999,-999
1956,0.161,-1.831,2.058,-999,-999,-999,-999,-999,-999,-999,-999
1957,1.369,-1.963,2.105,-999,-999,-999,-999,-999,-999,-999,-999
1958,-1.089,-1.92,2.131,-999,-999,-999,-999,-999,-999,-999,-999
1959,1.761,-1.953,2.153,-999,-999,-999,-999,-999,-999,-999,-999
1960,-0.056,-2.052,2.109,-999,-999,-999,-999,-999,-999,-999,-999
1961,0.369,-2.09,2.076,-999,-999,-999,-999,-999,-999,-999,-999
1962,-0.889,-2.14,2.014,-999,-999,-999,-999,-999,-999,-999,-999
1963,-0.656,-2.17,2.062,-999,-999,-999,-999,-999,-999,-999,-999
1964,0.486,-2.223,2.041,-999,-999,-999,-999,-999,-999,-999,-999
1965,-0.073,-2.358,2.037,-999,-999,-999,-999,-999,-999,-999,-999
1966,0.019,-2.384,2.051,-999,-999,-999,-999,-999,-999,-999,-999
1967,-0.798,-2.322,2.026,-999,-999,-999,-999,-999,-999,-999,-999
1968,0.194,-2.225,1.942,-999,-999,-999,-999,-999,-999,-999,-999
1969,0.127,-2.239,1.971,-999,-999,-999,-999,-999,-999,-999,-999
