year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,-0.001,-1.749,1.42,-999,-999,-999,-999,-999,-999,-999,-999
1901,-2.018,-1.649,1.471,-999,-999,-999,-999,-999,-999,-999,-999
1902,0.174,-1.704,1.521,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.435,-1.713,1.498,-999,-999,-999,-999,-999,-999,-999,-999
1904,-0.643,-1.654,1.501,-999,-999,-999,-999,-999,-999,-999,-999
1905,-0.776,-1.584,1.541,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.135,-1.626,1.574,-999,-999,-999,-999,-999,-999,-999,-999
1907,0.315,-1.618,1.527,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.632,-1.707,1.455,-999,-999,-999,-999,-999,-999,-999,-999
1909,0.44,-1.701,1.44,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.743,-1.649,1.419,-999,-999,-999,-999,-999,-999,-999,-999
1911,1.915,-1.768,1.413,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.293,-1.835,1.334,-999,-999,-999,-999,-999,-999,-999,-999
1913,0.199,-1.764,1.286,-999,-999,-999,-999,-999,-999,-999,-999
1914,-0.576,-1.751,1.278,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.21,-1.793,1.296,-999,-999,-999,-999,-999,-999,-999,-999
1916,0.032,-1.865,1.327,-999,-999,-999,-999,-999,-999,-999,-999
1917,-1.56,-1.777,1.305,-999,-999,-999,-999,-999,-999,-999,-999
1918,0.374,-1.788,1.456,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.682,-1.717,1.55,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.11,-1.703,1.624,-999,-999,-999,-999,-999,-999,-999,-999
1921,2.299,-1.686,1.608,-999,-999,-999,-999,-999,-999,-999,-999
1922,1.757,-1.551,1.631,-999,-999,-999,-999,-999,-999,-999,-999
1923,0.007,-1.488,1.696,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.16,-1.554,1.752,-999,-999,-999,-999,-999,-999,-999,-999
1925,1.549,-1.523,1.76,-999,-999,-999,-999,-999,-999,-999,-999
1926,-0.51,-1.497,1.873,-999,-999,-999,-999,-999,-999,-999,-999
1927,2.174,-1.452,1.834,-999,-999,-999,-999,-999,-999,-999,-999
1928,-0.926,-1.566,1.862,-999,-999,-999,-999,-999,-999,-999,-999
1929,0.024,-1.555,1.792,-999,-999,-999,-999,-999,-999,-999,-999
1930,-0.143,-1.523,1.81,-999,-999,-999,-999,-999,-999,-999,-999
1931,0.64,-1.494,1.768,-999,-999,-999,-999,-999,-999,-999,-999
1932,0.607,-1.504,1.873,-999,-999,-999,-999,-999,-999,-999,-999
1933,1.69,-1.533,1.877,-999,-999,-999,-999,-999,-999,-999,-999
1934,-0.01,-1.59,1.84,-999,-999,-999,-999,-999,-999,-999,-999
1935,0.165,-1.549,1.813,-999,-999,-999,-999,-999,-999,-999,-999
