year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,-0.037,-2.208,1.499,-999,-999,-999,-999,-999,-999,-999,-999
1901,-0.429,-2.078,1.515,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.346,-2.013,1.614,-999,-999,-999,-999,-999,-999,-999,-999
1903,-0.546,-2.052,1.602,-999,-999,-999,-999,-999,-999,-999,-999
1904,-3.296,-1.947,1.675,-999,-999,-999,-999,-999,-999,-999,-999
1905,-1.721,-1.901,1.769,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.454,-1.954,1.741,-999,-999,-999,-999,-999,-999,-999,-999
1907,-2.279,-1.962,1.716,-999,-999,-999,-999,-999,-999,-999,-999
1908,0.221,-2.024,1.577,-999,-999,-999,-999,-999,-999,-999,-999
1909,-0.504,-1.963,1.629,-999,-999,-999,-999,-999,-999,-999,-999
1910,-0.004,-1.953,1.562,-999,-999,-999,-999,-999,-999,-999,-999
1911,-0.029,-2.051,1.609,-999,-999,-999,-999,-999,-999,-999,-999
1912,-1.246,-2.175,1.531,-999,-999,-999,-999,-999,-999,-999,-999
1913,1.538,-2.215,1.582,-999,-999,-999,-999,-999,-999,-999,-999
1914,-1.662,-2.228,1.611,-999,-999,-999,-999,-999,-999,-999,-999
1915,0.754,-2.285,1.569,-999,-999,-999,-999,-999,-999,-999,-999
1916,-0.937,-2.322,1.485,-999,-999,-999,-999,-999,-999,-999,-999
1917,-3.204,-2.259,1.54,-999,-999,-999,-999,-999,-999,-999,-999
1918,-1.096,-2.174,1.62,-999,-999,-999,-999,-999,-999,-999,-999
1919,0.621,-2.053,1.735,-999,-999,-999,-999,-999,-999,-999,-999
1920,-0.712,-1.999,1.788,-999,-999,-999,-999,-999,-999,-999,-999
1921,1.613,-1.939,1.851,-999,-999,-999,-999,-999,-999,-999,-999
1922,-0.079,-1.823,1.849,-999,-999,-999,-999,-999,-999,-999,-999
1923,-1.254,-1.736,1.92,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.404,-1.713,1.933,-999,-999,-999,-999,-999,-999,-999,-999
1925,-0.429,-1.706,1.875,-999,-999,-999,-999,-999,-999,-999,-999
1926,-2.746,-1.665,1.942,-999,-999,-999,-999,-999,-999,-999,-999
1927,0.521,-1.685,2.013,-999,-999,-999,-999,-999,-999,-999,-999
1928,0.213,-1.707,1.999,-999,-999,-999,-999,-999,-999,-999,-999
1929,-0.062,-1.734,2.047,-999,-999,-999,-999,-999,-999,-999,-999
1930,0.929,-1.787,2.049,-999,-999,-999,-999,-999,-999,-999,-999
1931,2.038,-1.797,2.096,-999,-999,-999,-999,-999,-999,-999,-999
1932,1.088,-1.805,2.078,-999,-999,-999,-999,-999,-999,-999,-999
1933,0.229,-1.827,2.105,-999,-999,-999,-999,-999,-999,-999,-999
1934,-0.762,-1.879,2.115,-999,-999,-999,-999,-999,-999,-999,-999
1935,-0.612,-1.822,2.124,-999,-999,-999,-999,-999,-999,-999,-999
1936,-0.204,-1.779,2.113,-999,-999,-999,-999,-999,-999,-999,-999
1937,1.338,-1.822,2.098,-999,-999,-999,-999,-999,-999,-999,-999
1938,1.388,-1.811,2.049,-999,-999,-999,-999,-999,-999,-999,-999
1939,-0.512,-1.793,2.065,-999,-999,-999,-999,-999,-999,-999,-999
1940,-1.521,-1.779,2.028,-999,-999,-999,-999,-999,-999,-999,-999
1941,0.763,-1.794,2.045,-999,-999,-999,-999,-999,-999,-999,-999
1942,0.888,-1.776,2.07,-999,-999,-999,-999,-999,-999,-999,-999
1943,-1.212,-1.743,2.124,-999,-999,-999,-999,-999,-999,-999,-999
1944,0.004,-1.694,2.094,-999,-999,-999,-999,-999,-999,-999,-999
1945,0.479,-1.631,2.108,-999,-999,-999,-999,-999,-999,-999,-999
1946,0.963,-1.564,2.098,-999,-999,-999,-999,-999,-999,-999,-999
1947,0.663,-1.587,2.122,-999,-999,-999,-999,-999,-999,-999,-999
1948,0.179,-1.606,2.124,-999,-999,-999,-999,-999,-999,-999,-999
1949,3.004,-1.58,2.127,-999,-999,-999,-999,-999,-999,-999,-999
1950,0.654,-1.58,2.1,-999,-999,-999,-999,-999,-999,-999,-999
1951,1.071,-1.586,2.09,-999,-999,-999,-999,-999,-999,-999,-999
1952,1.663,-1.627,2.059,-999,-999,-999,-999,-999,-999,-999,-999
1953,3.154,-1.614,2.036,-999,-999,-999,-999,-999,-999,-999,-999
1954,0.621,-1.669,2.035,-999,-999,-999,-999,-999,-999,-999,-999
1955,0.954,-1.729,2.093,-999,-999,-999,-999,-999,-999,-999,-999
1956,-0.537,-1.774,2.062,-999,-999,-999,-999,-999,-999,-999,-999
1957,1.321,-1.915,2.111,-999,-999,-999,-999,-999,-999,-999,-999
1958,-0.762,-1.923,2.128,-999,-999,-999,-999,-999,-999,-999,-999
1959,1.146,-1.942,2.235,-999,-999,-999,-999,-999,-999,-999,-999
1960,0.579,-2.073,2.22,-999,-999,-999,-999,-999,-999,-999,-999
1961,0.779,-2.116,2.22,-999,-999,-999,-999,-999,-999,-999,-999
1962,-0.996,-2.178,2.24,-999,-999,-999,-999,-999,-999,-999,-999
1963,-0.221,-2.204,2.275,-999,-999,-999,-999,-999,-999,-999,-999
1964,0.088,-2.269,2.239,-999,-999,-999,-999,-999,-999,-999,-999
1965,-0.437,-2.305,2.226,-999,-999,-999,-999,-999,-999,-999,-999
1966,0.263,-2.314,2.246,-999,-999,-999,-999,-999,-999,-999,-999
1967,-0.429,-2.299,2.269,-999,-999,-999,-999,-999,-999,-999,-999
1968,-0.304,-2.232,2.221,-999,-999,-999,-999,-999,-999,-999,-999
1969,0.646,-2.252,2.191,-999,-999,-999,-999,-999,-999,-999,-999
