year,obs,historical_lower,historical_upper,ssp126_lower,ssp126_upper,ssp245_lower,ssp245_upper,ssp370_lower,ssp370_upper,ssp585_lower,ssp585_upper
1900,1.843,-2.301,1.599,-999,-999,-999,-999,-999,-999,-999,-999
1901,0.626,-2.282,1.589,-999,-999,-999,-999,-999,-999,-999,-999
1902,-0.424,-2.25,1.654,-999,-999,-999,-999,-999,-999,-999,-999
1903,-1.699,-2.338,1.601,-999,-999,-999,-999,-999,-999,-999,-999
1904,0.568,-2.348,1.619,-999,-999,-999,-999,-999,-999,-999,-999
1905,-0.899,-2.344,1.59,-999,-999,-999,-999,-999,-999,-999,-999
1906,-0.482,-2.306,1.565,-999,-999,-999,-999,-999,-999,-999,-999
1907,-0.107,-2.393,1.537,-999,-999,-999,-999,-999,-999,-999,-999
1908,-0.732,-2.4,1.497,-999,-999,-999,-999,-999,-999,-999,-999
1909,-1.007,-2.353,1.538,-999,-999,-999,-999,-999,-999,-999,-999
1910,1.751,-2.307,1.62,-999,-999,-999,-999,-999,-999,-999,-999
1911,-0.891,-2.351,1.643,-999,-999,-999,-999,-999,-999,-999,-999
1912,-2.516,-2.309,1.72,-999,-999,-999,-999,-999,-999,-999,-999
1913,-1.316,-2.208,1.807,-999,-999,-999,-999,-999,-999,-999,-999
1914,0.376,-2.162,1.88,-999,-999,-999,-999,-999,-999,-999,-999
1915,-0.424,-2.075,1.867,-999,-999,-999,-999,-999,-999,-999,-999
1916,-2.341,-2.079,1.832,-999,-999,-999,-999,-999,-999,-999,-999
1917,-1.941,-2.115,1.786,-999,-999,-999,-999,-999,-999,-999,-999
1918,-0.324,-1.973,1.795,-999,-999,-999,-999,-999,-999,-999,-999
1919,-0.191,-1.987,1.794,-999,-999,-999,-999,-999,-999,-999,-999
1920,-1.216,-1.915,1.891,-999,-999,-999,-999,-999,-999,-999,-999
1921,1.701,-1.946,1.83,-999,-999,-999,-999,-999,-999,-999,-999
1922,-1.407,-1.804,1.908,-999,-999,-999,-999,-999,-999,-999,-999
1923,-0.966,-1.781,1.871,-999,-999,-999,-999,-999,-999,-999,-999
1924,-1.816,-1.785,1.811,-999,-999,-999,-999,-999,-999,-999,-999
1925,0.976,-1.743,1.772,-999,-999,-999,-999,-999,-999,-999,-999
